,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'eintret')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('lasst', 'mitteil')","('le', 'conseil')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
44,FDP.Die Liberalen (FDP-Liberale),Andreas Zeller,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,FDP.Die Liberalen (FDP-Liberale),Annemarie Huber-Hotz,1,3,0,0,0,3,2,0,4,2,8,0,2,0,0,14,4,2,5,0,0,0,0,0,8,0,0,0,0,0,3,0,10,0,0,3,8,3,9,1,4,4,0,0,1,0,0,18,2,6,2,0,1,0,0,0,1,3,0,20,0,0,0,7,2,0,0,2,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,13,0,0,0,18,1,1,2,0,3,1,5,2,3,1,0,0,1,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,3,0,8,3,1,1,6,2,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2,0,1,6,0,0,0,1,0,1,0,0,0
46,FDP.Die Liberalen (FDP-Liberale),Christa Markwalder,0,12,1,0,0,3,0,0,1,8,18,0,0,0,0,42,1,1,0,0,0,0,2,0,4,0,0,0,0,0,2,1,3,0,1,0,2,3,2,0,1,3,1,4,1,1,0,2,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0,5,0,2,7,0,0,0,0,0,14,2,1,0,0,0,3,0,1,4,4,1,0,0,4,0,0,0,6,0,0,0,2,1,1,5,1,2,14,0,0,4,1,0,4,0,0,1,0,0,0,0,2,0,0,0,0,3,1,0,1,0,2,1,0,0,3,0,0,0,0,0,2,1,6,5,13,7,1,1,0,5,0,0,0,0,13,0,0,0,2,10,23,0,0,0,1,2,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,6,5,1,0,0,1,0,0,0,0,0,26,1,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,9,0,0,0,4,0,0,0,1,3,0,0,0,0
47,FDP.Die Liberalen (FDP-Liberale),Christiane Langenberger,0,5,0,0,0,2,0,2,0,2,2,1,0,1,0,27,3,2,0,0,0,2,0,0,0,2,0,1,6,0,1,0,2,0,0,0,2,9,7,3,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,2,0,0,7,0,1,3,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,2,1,0,0,4,0,1,7,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1
48,FDP.Die Liberalen (FDP-Liberale),Christine Egerszegi-Obrist,2,5,1,0,0,7,3,19,0,193,148,1,0,5,0,51,0,0,0,0,0,8,3,9,7,2,5,10,0,0,10,1,3,0,12,1,1,3,1,0,4,4,0,1,1,0,5,0,11,2,0,0,0,0,0,2,0,3,10,1,0,2,17,1,0,0,0,0,0,1,0,1,0,0,1,0,3,1,0,1,2,0,1,0,0,0,3,8,0,0,5,6,8,2,0,1,11,0,0,0,3,1,0,37,4,3,0,5,1,0,1,1,0,4,3,0,39,0,0,0,0,2,0,0,1,13,0,0,0,0,18,0,7,0,1,0,0,0,0,0,0,2,1,4,51,0,0,0,2,3,2,2,0,1,0,4,0,0,8,4,2,0,1,15,14,1,0,133,0,9,0,0,7,1,3,0,1,2,2,0,6,10,0,8,2,0,19,4,2,0,0,0,0,1,0,0,0,30,0,3,0,1,12,0,1,0,0,1,1,0,21,0,0,4,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,4,0,0,8,1,0,0,0,0,0,0,0,1,0,177,1,1,2,0,11,0,0,1,7,0,0,0,1,1,3,2,0,15
49,FDP.Die Liberalen (FDP-Liberale),Dick Marty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,FDP.Die Liberalen (FDP-Liberale),Duri Bezzola,0,2,0,4,0,3,0,0,0,2,22,0,0,0,10,13,1,0,0,0,0,0,0,0,2,0,0,0,0,1,10,0,7,1,3,4,0,1,2,0,0,3,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,1,3,0,0,1,0,0,0,18,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,2,6,0,1,9,2,1,2,1,0,0,0,0,9,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,1,1,4,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,9,4,8,0,0,0,0,4,0,0,31,0,11,0,0,0,1,1,0,3,0,6,0,0,29,0,2,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,3,0,6,2,0,0,0,4,0,3,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,6,4,0,0,0,3,0,6,0,1,0
51,FDP.Die Liberalen (FDP-Liberale),Edi Engelberger,0,4,3,2,0,0,3,3,0,6,33,3,0,0,18,33,6,3,0,0,0,0,1,5,8,2,1,0,2,0,8,0,1,0,11,2,1,2,5,0,1,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,1,4,3,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,5,0,0,1,1,0,0,0,5,3,0,1,2,2,3,7,13,0,1,0,0,0,0,0,0,0,0,28,2,0,0,6,1,4,3,0,1,16,0,0,16,0,0,0,0,0,0,1,0,4,0,1,0,1,3,0,9,0,1,0,0,0,1,0,0,2,1,3,3,0,1,1,0,8,2,4,1,0,0,0,0,0,3,0,0,0,3,6,63,0,0,0,1,31,0,0,6,0,10,1,4,3,0,0,3,2,0,0,0,0,21,6,19,0,0,1,1,0,2,0,0,34,0,0,0,0,2,0,1,0,0,4,1,0,0,0,0,1,0,5,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,2,2,37,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,1,12,4,6,1,0,6,2,0,2,0
52,FDP.Die Liberalen (FDP-Liberale),Erika Forster-Vannini,4,29,0,0,0,7,7,22,0,12,14,1,8,4,0,74,5,1,3,7,0,2,7,4,4,14,0,10,8,1,11,0,7,1,9,0,14,25,9,3,1,4,1,13,2,5,0,7,3,2,0,0,6,0,0,0,0,3,6,6,0,1,0,3,0,4,5,0,0,0,1,0,0,2,1,2,12,11,0,1,3,0,0,1,2,2,3,0,0,0,0,0,12,2,2,0,2,2,0,6,0,0,9,3,22,0,14,34,7,10,17,5,0,1,11,2,29,1,3,17,2,1,4,0,0,3,3,6,0,1,2,0,5,0,0,0,0,2,3,0,0,1,10,4,15,3,5,8,3,17,12,9,0,1,2,0,0,0,0,0,2,0,0,15,32,0,0,0,5,8,10,0,9,4,2,14,21,2,2,3,9,15,4,2,0,0,0,8,5,0,0,3,4,8,6,0,0,3,12,3,1,0,1,0,2,0,0,2,3,0,1,2,4,12,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,2,4,1,22,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,10,0,0,3,18,0,0,4,5,9,1,9,2,3
53,FDP.Die Liberalen (FDP-Liberale),Fabio Abate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,FDP.Die Liberalen (FDP-Liberale),Felix Gutzwiller,0,3,0,0,0,3,2,4,1,13,13,0,1,2,0,15,4,2,2,0,0,0,1,1,3,3,0,1,1,1,3,0,9,0,5,1,1,2,4,2,0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,0,0,8,0,10,1,0,1,4,5,0,2,0,0,0,0,0,0,1,0,2,2,0,2,0,0,1,2,0,1,2,0,2,2,0,2,1,5,2,0,0,3,0,0,8,1,0,0,32,11,1,4,13,6,2,5,3,2,3,5,0,2,0,0,4,0,0,0,0,2,0,0,0,0,1,8,0,4,0,0,2,0,0,0,0,0,2,16,1,5,2,4,2,1,10,0,1,1,2,0,0,0,0,6,0,2,0,1,13,19,0,0,3,0,3,1,0,9,2,3,3,1,0,0,0,1,4,0,0,0,0,4,2,0,0,0,0,0,2,0,1,0,9,3,1,0,0,0,0,2,0,0,0,10,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,17,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,2,1,3,0,4,0,0,1,7,1,2,8,0,3
55,FDP.Die Liberalen (FDP-Liberale),Filippo Leutenegger,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,1,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,4,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,34,1,1,1,1,0,0,1,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0
56,FDP.Die Liberalen (FDP-Liberale),Fritz Schiesser,7,16,0,0,0,8,11,15,7,29,26,1,32,0,0,81,0,3,0,0,0,14,7,8,10,0,22,0,21,2,12,0,4,0,9,1,6,3,40,6,7,35,0,10,1,6,6,0,10,2,2,2,3,0,0,0,1,1,3,18,1,1,0,0,0,7,8,6,23,2,1,2,0,0,1,2,16,0,6,4,1,0,8,2,6,2,6,0,0,0,0,0,19,3,5,0,12,12,5,6,0,0,17,34,13,1,16,28,6,11,17,3,0,2,5,4,23,17,4,35,0,0,2,0,0,14,7,13,0,4,13,1,10,0,3,4,14,1,1,1,0,7,0,3,58,8,0,10,6,3,8,4,0,0,0,0,0,0,0,24,4,0,0,18,13,0,0,0,1,6,0,0,24,4,3,2,4,0,3,1,8,9,2,6,0,0,0,3,2,0,0,3,3,10,3,12,0,15,0,5,9,0,0,0,5,2,0,0,0,6,29,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,19,0,0,0,9,0,0,1,8,2,2,14,5,1
57,FDP.Die Liberalen (FDP-Liberale),Fulvio Pelli,0,0,1,0,0,1,0,2,0,2,8,0,0,3,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,7,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
58,FDP.Die Liberalen (FDP-Liberale),Gabi Huber,0,17,0,0,0,1,2,3,2,9,17,0,0,0,0,85,3,0,0,0,0,1,0,4,1,4,1,2,1,0,1,0,3,0,1,0,8,8,15,8,1,0,1,0,2,2,0,1,1,0,7,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,7,0,0,3,2,1,1,0,5,2,9,0,1,1,0,0,0,0,13,8,2,0,0,4,2,15,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,3,13,11,2,0,1,0,0,6,0,0,2,0,0,0,0,0,1,0,0,0,4,1,0,2,0,1,0,3,0,0,0,0,2,1,5,7,1,1,1,43,4,4,0,0,0,0,0,0,0,1,0,0,0,2,2,18,0,0,9,0,5,0,4,5,1,1,1,0,2,3,0,0,1,0,1,0,0,18,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2,3,0,2,2,0
59,FDP.Die Liberalen (FDP-Liberale),Georges Theiler,0,2,0,0,0,2,1,3,1,2,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,3,0,3,1,0,0,0,0,1,1,0,5,0,3,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,4,0,1,0,0,0,0,0,0,3,0,1,1,0,0,18,0,4,1,0,1,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,3,3,0,3,4,1,0,1,0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,4,0,0,1,0,0,0,0,0,1,1,2,3,0,0,1,0,0,4,0,0,2,0,0,0,0,0,2,1,9,0,0,1,0,2,0,5,13,3,2,0,1,1,1,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,2,0,8,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7,0,0,0,2,0,1,2,0,0
60,FDP.Die Liberalen (FDP-Liberale),Gerold Bührer,0,2,4,0,7,0,2,1,5,13,14,0,4,0,0,23,0,3,0,0,0,0,3,1,1,2,0,0,1,0,0,1,0,0,1,0,0,1,10,1,0,1,0,1,1,2,0,0,12,0,3,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,7,2,0,1,1,2,0,4,1,1,1,0,34,2,0,0,10,3,6,10,0,0,3,1,1,2,5,1,0,0,4,0,0,6,9,0,0,19,6,4,6,18,4,7,2,22,3,2,7,0,7,0,0,4,0,0,0,0,0,1,0,0,0,0,13,0,3,0,2,7,6,27,1,0,0,0,16,0,2,2,5,0,0,6,4,4,2,0,0,0,0,0,31,0,3,0,2,1,13,0,0,2,3,3,1,0,33,0,1,0,0,2,6,4,0,2,0,1,0,0,8,6,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,4,1,0,5,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,3,9,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,3,0,0,0,17,0,2,5,9,7
