,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'eintret')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('lasst', 'mitteil')","('le', 'conseil')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
78,FDP.Die Liberalen (FDP-Liberale),Otto Ineichen,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79,FDP.Die Liberalen (FDP-Liberale),Pascal Couchepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,FDP.Die Liberalen (FDP-Liberale),Peter Briner,3,2,1,0,0,4,2,2,0,4,0,1,5,0,0,37,1,1,0,0,3,17,4,3,5,1,1,1,1,0,4,1,0,0,0,0,0,2,6,0,1,4,0,0,1,0,1,0,9,2,0,0,2,0,0,0,8,0,0,2,0,0,1,1,0,1,3,2,0,1,15,0,0,0,1,0,0,1,1,0,0,1,15,4,0,0,2,0,0,0,0,0,2,1,0,1,2,0,0,1,0,0,1,4,0,1,5,9,0,0,5,0,0,3,1,0,7,0,2,0,0,0,2,0,0,4,0,1,0,1,0,0,2,0,16,0,2,0,0,0,0,0,0,1,14,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,1,0,11,0,0,0,0,0,1,0,2,1,5,3,1,0,0,0,1,0,0,3,2,6,1,0,0,3,0,0,1,0,0,0,0,0,0,1,2,1,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,3,0,0,3,0,0,0,1,8,5,3,1,1
81,FDP.Die Liberalen (FDP-Liberale),Peter Weigelt,0,1,0,0,0,0,0,1,1,3,14,0,0,0,0,12,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,2,2,0,2,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,2,11,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2,0,1,0,0
82,FDP.Die Liberalen (FDP-Liberale),Philipp Müller,0,5,7,0,0,1,1,1,2,2,35,1,0,0,0,36,3,0,7,0,0,0,1,2,0,0,0,0,5,0,11,7,1,1,2,5,2,3,2,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,9,2,10,1,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,3,0,0,0,3,8,3,0,0,0,0,0,2,7,1,2,1,1,0,0,0,0,0,0,2,0,0,4,1,0,4,12,0,12,8,0,0,0,0,0,3,0,0,2,0,0,0,0,9,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,1,2,0,0,4,2,0,0,1,0,0,0,0,6,0,0,0,1,1,5,0,0,2,0,1,0,1,2,0,3,4,1,6,3,1,0,1,0,1,0,0,3,2,0,0,0,2,0,0,0,1,0,5,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,10,19,1,1,0,0,3,0,0
83,FDP.Die Liberalen (FDP-Liberale),Pierre Triponez,1,11,1,0,0,2,2,1,1,1,4,0,0,2,0,16,1,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,3,1,1,0,3,2,9,0,2,0,1,5,0,0,0,0,1,3,1,0,1,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,2,0,1,0,0,3,4,0,1,0,2,0,0,0,0,0,0,4,0,0,0,8,1,0,0,2,1,3,2,1,1,3,2,0,3,0,0,9,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,3,0,1,2,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,4,2,0,0,2,4,1,2,1,1,0,0,0,0,12,0,0,0,1,0,0,0,0,1,0,15,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,1,0,1,0,0,2
84,FDP.Die Liberalen (FDP-Liberale),Rolf Büttiker,44,10,2,0,0,65,9,6,0,5,35,0,50,0,0,43,1,2,3,1,0,45,2,20,4,1,71,0,11,1,2,1,1,0,6,0,11,5,16,1,4,107,0,2,5,3,16,4,10,5,0,0,1,0,0,0,2,3,6,1,2,0,4,0,0,1,0,0,14,0,5,2,0,0,0,1,3,4,2,5,5,0,3,0,0,0,0,0,0,0,0,0,13,2,7,0,23,15,3,0,0,0,12,17,1,1,12,13,3,3,8,3,0,3,0,2,60,4,7,2,6,1,11,1,0,22,5,0,0,0,15,0,6,0,1,1,1,0,5,0,0,0,1,0,85,2,0,9,0,6,2,1,0,2,3,0,2,0,0,67,0,0,0,5,1,0,0,0,0,8,0,0,17,0,3,1,2,0,3,0,14,32,3,8,0,0,0,1,0,0,0,1,0,4,1,2,0,25,0,0,0,0,0,0,2,1,0,1,1,31,71,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,7,0,23,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,0,1,4,0,0,0,1,0,6,8,2,2
85,FDP.Die Liberalen (FDP-Liberale),Rolf Hegetschweiler,0,6,0,0,0,0,2,1,2,11,15,0,2,2,0,16,1,1,0,0,0,0,0,1,1,0,0,0,0,0,6,2,20,1,4,1,3,1,6,0,2,2,0,1,0,0,11,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,18,0,3,4,1,0,3,1,0,1,2,0,1,2,1,7,0,1,0,0,0,0,1,2,0,0,6,1,0,1,8,0,0,1,1,0,3,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,6,1,2,2,0,1,1,0,3,1,2,0,3,0,0,0,0,2,0,1,0,4,4,19,0,0,1,0,4,0,1,30,1,3,0,1,0,0,1,0,0,0,3,0,0,14,2,3,0,0,2,1,0,0,17,0,33,0,0,0,0,0,0,3,0,6,2,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,8,0,0,1,0,9,3,1,2,0
86,FDP.Die Liberalen (FDP-Liberale),Rolf Schweiger,2,1,3,0,3,5,5,8,0,6,11,0,0,0,0,38,0,3,0,0,0,5,7,0,6,1,0,0,4,0,2,0,2,0,2,0,4,1,11,3,1,1,0,1,0,2,0,0,1,7,0,1,1,0,0,0,2,0,0,5,0,1,0,1,7,7,2,0,0,0,0,2,0,0,0,5,4,9,0,1,2,5,0,0,0,0,3,0,0,0,0,0,3,1,0,0,2,8,1,2,0,1,4,25,10,1,1,6,4,2,0,1,0,1,0,0,9,1,5,13,3,0,2,0,0,9,1,10,0,1,2,2,1,0,6,0,6,0,2,0,0,2,4,1,2,2,0,0,92,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,0,0,1,0,5,2,0,35,1,0,0,2,0,1,0,1,14,6,3,0,0,0,2,1,0,0,2,0,4,0,1,0,11,0,5,1,0,0,1,3,5,0,1,1,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,1,0,4,2,10,0,0,0,7,2,0,5,3,0
87,FDP.Die Liberalen (FDP-Liberale),Rudolf Steiner,0,1,4,0,0,4,5,8,1,22,20,1,3,0,0,31,0,3,1,0,0,0,0,4,1,1,1,1,0,1,6,0,3,0,14,2,0,0,7,1,4,2,0,11,1,1,1,0,22,0,4,7,3,0,0,0,2,3,3,5,0,1,0,0,0,0,3,0,0,1,0,1,0,9,1,3,6,10,0,4,2,0,1,1,0,0,0,13,11,2,2,10,6,0,0,0,1,0,0,8,2,0,0,8,0,0,3,3,4,1,6,2,0,5,0,0,14,0,0,16,0,0,0,3,0,10,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,1,7,2,7,1,9,6,0,11,3,1,0,8,0,0,0,0,6,0,0,0,5,18,62,0,0,4,0,3,2,0,129,2,0,0,8,2,1,6,0,1,0,8,0,0,21,2,10,0,0,0,0,2,1,4,0,10,0,1,3,0,0,1,13,3,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,3,1,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,5,0,0,0,0,4,1,2,1,0
88,FDP.Die Liberalen (FDP-Liberale),Ruedi Noser,0,1,0,0,0,0,3,0,0,3,23,1,1,0,0,3,5,2,0,0,0,0,0,0,4,2,0,1,0,0,7,0,0,0,0,1,4,1,5,0,0,0,0,1,2,2,0,0,2,2,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,7,5,6,0,0,1,1,0,0,1,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,2,6,0,0,2,0,1,0,0,5,2,2,5,2,1,3,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,3,0,0,0,0,3,4,2,0,0
89,FDP.Die Liberalen (FDP-Liberale),Thomas Pfisterer,1,3,14,0,0,4,7,28,3,3,13,2,2,0,1,103,1,5,3,4,0,1,6,2,4,0,2,0,15,1,21,1,1,1,13,2,2,2,37,8,3,4,0,9,5,12,16,1,15,6,5,0,1,0,0,0,6,10,9,14,2,14,0,1,0,4,0,11,0,0,1,3,0,0,0,4,10,13,0,19,9,1,1,0,6,2,1,0,0,0,0,0,4,2,5,1,4,5,3,1,0,0,6,6,2,1,7,64,5,14,11,4,0,0,1,9,59,7,6,16,8,0,8,0,0,20,3,18,0,0,26,1,0,0,5,2,0,0,3,0,0,9,1,4,36,8,0,10,26,2,7,4,1,3,8,0,0,0,0,0,10,0,0,4,13,0,0,0,0,10,6,0,76,2,0,0,8,0,3,0,1,7,1,12,0,0,0,7,1,0,0,8,0,5,15,15,0,15,0,1,2,3,0,0,8,3,21,7,1,0,0,2,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,8,10,2,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,6,25,0,10,0,0,0,18,13,9,6,5,0
90,FDP.Die Liberalen (FDP-Liberale),Trix Heberlein,5,11,11,0,0,8,20,10,2,9,13,1,8,0,0,75,0,1,8,0,0,2,2,3,20,6,3,3,19,1,5,2,0,0,1,0,5,4,17,4,6,0,0,2,3,8,7,4,7,2,1,0,4,0,0,0,2,1,0,1,0,0,0,0,0,3,2,0,0,0,2,1,0,0,0,2,20,0,5,0,0,4,0,0,0,2,5,0,0,0,0,0,7,1,3,0,0,9,3,2,0,0,8,37,0,1,4,13,4,10,20,0,1,3,2,2,30,3,5,2,1,1,4,0,0,6,2,0,0,2,3,2,1,0,0,1,0,0,4,0,0,27,4,5,8,1,0,0,0,16,5,6,0,0,0,0,1,0,1,0,1,0,0,1,6,0,0,2,0,7,5,0,13,0,0,11,11,2,7,12,5,3,4,4,0,0,0,5,0,0,0,6,4,0,13,2,0,18,1,0,3,0,0,0,3,2,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,11,5,21,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,6,0,0,1,13,6,16,0,3,7,0,5,1,2
91,FDP.Die Liberalen (FDP-Liberale),Urs Schweizer,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
92,FDP.Die Liberalen (FDP-Liberale),Walter Müller,0,3,0,0,0,3,0,1,0,0,6,0,0,0,0,17,0,5,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,2,0,0,1,6,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,2,0,1,0,2,0,2,0,0,0,0,1,0,2,1,5,0,0,0,0,6,0,0,1,1,0,0,5,0,0,2,1,0,1,0,1,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,1,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,4,0,0,0,1,0,1,0,0,2,1,0,0,2,0,0,0,0,2,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,1
93,FDP.Die Liberalen (FDP-Liberale),Werner Messmer,0,1,0,0,0,4,0,0,0,2,13,0,1,0,0,6,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,3,5,0,1,5,3,0,1,0,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,0,2,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0
94,Schweizerische Volkspartei (SVP),Adrian Amstutz,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,8,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0
