,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'eintret')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpdie', 'liberal')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('fdpliberal', 'fraktion')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('le', 'conseil')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
64,FDP.Die Liberalen (FDP-Liberale),Kurt Fluri,0,5,10,0,0,0,3,2,4,4,26,0,0,1,0,77,2,0,7,2,0,0,3,4,2,2,0,0,0,1,6,0,10,0,9,2,3,1,9,3,2,1,0,1,0,1,0,2,0,1,2,0,0,0,0,0,0,6,14,10,0,0,5,0,0,1,0,1,0,1,0,0,0,2,1,0,5,0,1,1,0,3,0,2,0,0,0,2,0,0,0,0,0,21,21,0,4,3,21,0,4,0,1,0,15,3,0,6,23,11,6,14,1,0,8,1,3,12,0,1,0,0,5,1,0,4,3,20,0,2,0,2,0,4,0,0,2,0,1,4,1,3,0,2,21,3,0,0,0,4,0,0,0,0,0,0,0,10,46,0,0,2,0,3,0,0,9,2,2,1,1,1,1,1,2,2,0,1,0,0,1,4,0,3,0,0,0,0,0,2,14,0,32,0,0,0,0,1,0,3,0,0,8,0,0,0,0,0,2,5,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,3,5,5,17,0,0,0,0,0,0,0,0,0,0,13,13,0,0,1,19,1,0,7,15,14,1,0,2,0,2,0,0
65,FDP.Die Liberalen (FDP-Liberale),Laurent Wehrli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,FDP.Die Liberalen (FDP-Liberale),Marcel Dobler,0,0,0,0,0,0,1,0,0,1,4,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,2,0,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0
67,FDP.Die Liberalen (FDP-Liberale),Martin Schmid,9,9,0,0,1,15,6,10,6,10,17,2,5,0,0,91,5,10,0,10,43,3,16,4,6,6,0,3,13,2,3,0,20,0,8,1,4,3,7,9,3,14,1,20,11,8,0,3,0,8,3,0,6,0,0,0,2,1,2,50,0,0,0,0,4,8,33,1,0,0,15,2,0,2,0,7,23,3,2,0,3,0,2,4,1,0,2,0,0,0,0,0,0,2,22,0,3,5,20,6,8,0,0,0,0,3,1,9,30,13,41,17,0,1,2,0,16,22,0,1,0,6,1,0,2,8,2,3,0,0,5,9,0,5,0,2,0,2,5,22,11,2,10,6,13,7,1,0,5,1,0,0,0,0,0,0,0,9,15,0,0,0,5,3,3,1,11,10,0,0,12,0,25,9,13,14,5,4,0,0,0,0,2,1,0,0,10,1,26,4,1,0,44,0,0,0,3,0,1,0,0,0,18,6,0,0,2,1,2,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,12,2,1,27,0,0,0,0,0,0,0,0,0,0,20,19,0,0,4,7,0,1,23,0,0,1,5,2,1,2,1,0
68,FDP.Die Liberalen (FDP-Liberale),Matthias Samuel Jauslin,2,16,0,0,0,1,0,2,1,2,6,5,0,1,0,43,6,0,4,0,0,0,3,6,2,0,0,0,0,20,0,1,0,1,4,1,3,5,7,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,1,0,3,4,1,2,0,0,0,1,1,1,2,0,0,0,6,0,1,2,0,0,31,20,2,2,0,10,0,5,0,1,0,2,5,0,5,12,1,8,6,0,0,1,1,2,13,0,0,0,1,0,1,1,0,1,17,0,2,0,0,0,0,0,0,0,0,3,9,3,6,1,0,13,6,0,0,0,0,0,0,1,0,0,0,0,17,29,0,0,1,0,0,1,0,5,4,2,2,0,0,1,2,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,43,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,1,11,21,0,0,0,0,0,0,0,0,0,0,3,13,0,0,1,8,0,1,3,8,0,0,2,8,2,2,0,0
69,FDP.Die Liberalen (FDP-Liberale),Olivier Feller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,FDP.Die Liberalen (FDP-Liberale),Peter Schilliger,0,3,0,0,0,1,1,1,0,1,9,1,1,0,0,35,0,0,1,0,0,0,0,0,3,0,0,1,0,4,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,11,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,46,5,0,0,2,10,0,2,0,0,0,0,0,0,2,6,8,1,0,0,0,4,0,0,6,0,0,0,0,1,0,1,0,2,3,0,0,1,0,0,1,0,0,1,1,0,0,0,2,1,0,5,1,0,0,0,0,0,0,1,0,0,0,0,4,4,0,0,5,0,1,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,0,4,4,1
71,FDP.Die Liberalen (FDP-Liberale),Petra Gössi,0,2,1,0,0,0,1,0,3,5,9,0,0,0,0,20,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,2,2,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,3,0,0,0,0,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0
72,FDP.Die Liberalen (FDP-Liberale),Philipp Müller,3,5,0,0,0,7,0,2,2,4,13,2,2,2,0,34,0,0,10,0,0,0,0,4,8,0,2,0,4,2,3,4,0,1,1,2,2,3,6,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,5,3,0,0,0,0,4,0,0,0,0,2,1,0,1,2,0,1,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,2,12,0,0,0,16,0,1,0,0,1,9,0,0,8,6,0,13,9,1,0,0,1,1,3,0,0,0,0,0,0,3,1,2,6,0,1,4,0,0,0,0,0,0,1,0,3,0,0,1,0,5,6,0,0,0,0,0,0,1,0,3,0,0,1,5,0,0,4,0,0,0,0,23,1,2,1,0,0,3,1,4,2,12,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,19,0,0,0,1,0,1,2,1,0,6,2,0,0,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,5,5,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,3,41,27,5,2,3,1,5,0,0
73,FDP.Die Liberalen (FDP-Liberale),Philippe Nantermod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,FDP.Die Liberalen (FDP-Liberale),Raphaël Comte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,FDP.Die Liberalen (FDP-Liberale),Regine Sauter,0,8,2,0,0,3,1,2,2,9,13,0,0,2,0,30,0,0,0,0,0,0,3,4,0,0,0,4,1,0,1,0,0,0,0,0,4,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,36,8,0,0,0,0,0,1,0,0,0,4,0,0,1,7,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,3,0,0,0,3,0,2,0,0,2,0,0,4,0,2,3,0,5,3,0,0,2,0,0,0,0,0,1,0,0,10,16,0,0,5,0,1,0,0,8,1,2,0,0,0,0,1,3,1,1,2,0,0,0,3,0,1,0,0,0,0,2,5,0,0,18,4,0,0,0,9,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,4,4,2,1,0,0,13
76,FDP.Die Liberalen (FDP-Liberale),Ruedi Noser,2,4,0,0,0,2,1,7,1,13,14,2,6,0,0,23,0,0,0,0,1,2,4,6,6,12,1,0,5,0,2,3,1,0,8,2,2,1,11,2,2,6,1,8,6,4,0,0,0,8,0,0,1,0,0,0,1,1,10,16,3,28,0,1,0,6,0,1,0,0,2,6,1,1,1,0,15,1,0,8,9,0,0,0,1,1,1,0,0,0,0,0,0,2,8,1,2,8,20,7,0,0,0,1,4,3,9,17,18,3,3,5,3,3,2,1,18,4,1,0,0,6,1,0,3,2,7,1,0,2,6,1,0,0,0,3,11,0,2,8,4,3,7,9,4,1,0,4,2,0,0,0,0,0,5,0,0,13,11,0,0,1,2,1,1,0,14,7,0,20,14,1,18,2,8,18,2,2,1,0,0,0,2,0,0,0,2,0,5,9,0,4,7,0,0,0,7,0,1,1,8,0,7,3,0,0,0,8,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,9,1,16,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,1,11,3,0,1,5,5,7,18,6,0
77,FDP.Die Liberalen (FDP-Liberale),Thierry Burkart,0,3,1,0,0,3,3,6,1,7,4,2,0,0,0,13,0,1,0,0,0,1,1,2,0,5,0,0,5,0,1,2,1,0,0,0,0,0,6,0,2,3,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,8,0,0,2,0,0,0,2,3,2,2,4,1,1,0,0,1,43,6,0,0,1,3,0,0,0,0,0,2,0,1,1,4,0,2,0,0,0,1,1,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,7,0,2,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,2,0,0,0,0,0,1,11,1,0,0,0,1,0,0,0,28,0,9,0,0,0,0,0,0,4,0,8,0,1,0,0,0,0,2,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,22,11,0,0,1,0,4,0,0,2,0
78,FDP.Die Liberalen (FDP-Liberale),Thomas Hefti,1,1,5,0,0,1,6,0,0,0,4,0,1,0,0,22,0,1,1,0,2,0,0,1,0,1,1,2,1,0,4,1,0,0,3,0,0,0,3,2,1,3,0,13,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,3,0,1,8,0,0,0,1,0,0,1,0,2,0,0,0,0,7,0,0,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,3,0,2,4,1,5,1,2,0,0,1,3,8,0,0,0,0,3,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,1,0,0,3,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,23,5,0,1,4,0,3,1,3,1,0,2,0,0,0,0,1,0,0,0,1,0,5,0,1,0,12,0,0,0,0,0,1,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,1,0,1,2,0,0
79,FDP.Die Liberalen (FDP-Liberale),Walter Müller,0,8,0,0,0,0,5,1,2,6,14,1,1,0,0,25,0,1,0,0,0,0,1,0,1,0,0,0,1,3,2,2,0,0,3,0,3,6,9,1,0,2,0,2,2,0,0,0,0,0,1,0,1,0,0,0,4,1,0,1,0,1,2,0,0,0,0,4,0,1,2,3,0,0,0,0,2,0,0,0,2,0,25,1,0,0,0,0,0,0,0,0,0,40,3,0,0,0,2,0,0,0,0,0,11,0,0,0,6,2,1,8,1,0,0,0,5,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,2,1,2,0,2,0,4,1,0,0,1,0,0,0,0,0,4,0,0,6,5,0,0,0,0,1,1,0,8,0,3,0,0,0,2,0,0,1,0,5,0,0,0,12,7,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,1,6,0,0,4,0,4,0,0,0,0
80,Schweizerische Volkspartei (SVP),Adrian Amstutz,0,0,0,0,0,0,0,0,1,2,6,0,0,1,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,2,2,0,1,19,0,11,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,12,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,1,9,0,0,0,0,2,1,1,0
81,Schweizerische Volkspartei (SVP),Albert Rösti,0,4,0,0,0,1,1,0,1,0,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,5,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,11,0,7,0,0,0,2,1,3,2,8,2,0,0,0,0,0,0,7,20,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,10,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,3,0,1,0
