,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'eintret')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('lasst', 'mitteil')","('le', 'conseil')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
64,FDP.Die Liberalen (FDP-Liberale),Hans Rudolf Gysin,0,4,0,0,0,0,0,0,2,2,13,0,0,0,0,5,0,2,0,0,0,0,0,1,1,0,0,3,0,0,3,0,1,0,1,1,0,3,5,0,1,0,0,0,1,0,0,0,0,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,11,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,13,1,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,2,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
65,FDP.Die Liberalen (FDP-Liberale),Hans-Rudolf Merz,0,1,1,0,0,0,6,7,2,4,2,1,5,0,15,36,0,4,0,0,0,3,3,0,5,5,1,0,3,0,5,1,6,1,0,1,1,0,7,0,2,4,0,2,2,2,2,0,3,0,18,2,0,0,0,3,0,8,7,3,1,0,1,1,7,9,2,0,10,0,2,0,2,0,4,8,1,0,5,8,0,1,0,1,1,2,0,0,0,0,0,2,3,1,0,20,0,4,8,0,1,0,18,8,5,7,11,2,3,7,2,1,0,7,0,25,7,0,43,4,0,2,0,12,3,10,0,0,11,4,1,0,3,4,0,0,1,0,1,6,1,2,10,1,3,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,112,0,1,1,1,1,6,2,2,0,1,29,0,0,0,3,1,0,0,0,0,6,0,6,0,5,0,7,0,3,0,0,0,3,0,2,4,0,1,3,1,7,1,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,1,0,0,7,0,0,0,1,1,2,14,4,2
66,FDP.Die Liberalen (FDP-Liberale),Hansjakob Leutenegger,0,2,0,0,0,0,2,2,4,2,13,0,1,0,0,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,1,1,1,0,1,1,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,10,0,1,4,0,0,1,1,1,0,1,7,2,2,6,2,0,1,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,3,6,9,0,0,1,0,3,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,1,0,0,0,0,0,0,3,0,0,0
67,FDP.Die Liberalen (FDP-Liberale),Helen Leumann,0,2,2,0,0,0,2,0,1,2,6,0,2,0,0,11,0,0,0,0,0,3,1,0,1,1,0,3,9,0,6,0,2,3,3,1,0,2,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,2,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,1,7,0,1,4,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,1,2,0,0,1,0,1,5,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,1,0,5,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,1,1
68,FDP.Die Liberalen (FDP-Liberale),Johann N. Schneider-Ammann,0,0,0,0,0,0,1,0,0,5,10,1,0,2,4,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,5,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,2,19,4,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,2,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,4,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,3,0,0,0,0
69,FDP.Die Liberalen (FDP-Liberale),Johannes Randegger,0,6,10,0,0,0,0,5,5,9,9,1,0,0,0,26,2,7,0,0,0,1,1,1,4,1,0,0,0,0,4,0,2,0,1,0,3,4,4,2,4,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,7,0,0,1,2,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,9,2,0,0,2,0,0,7,1,2,1,8,1,4,7,0,0,3,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,1,0,4,3,0,2,0,2,12,8,0,0,1,0,0,0,2,0,0,0,1,4,19,0,0,5,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,10,12,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,3,0,0,0,2,9,0,0,2,0
70,FDP.Die Liberalen (FDP-Liberale),Karl Tschuppert,0,3,0,0,0,0,0,1,1,8,35,0,1,0,9,24,0,0,0,0,0,0,1,2,1,3,0,0,0,0,19,0,8,0,5,5,3,2,2,0,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,2,1,0,0,0,0,1,0,2,0,5,2,0,16,0,0,0,1,0,0,0,1,0,3,9,0,0,1,6,0,3,3,1,0,1,3,0,7,0,0,0,0,0,0,0,1,0,0,0,1,9,0,10,0,0,2,0,0,3,0,0,6,1,2,2,1,0,1,0,4,0,1,0,0,0,0,0,0,0,1,0,0,4,6,0,0,1,1,7,6,0,2,0,4,0,4,0,0,0,3,0,0,3,0,0,11,5,1,0,0,0,0,0,0,0,0,30,0,2,0,0,0,0,2,2,0,0,2,0,0,13,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,0,0,2,1,1,0,6,1,0
71,FDP.Die Liberalen (FDP-Liberale),Kaspar Villiger,0,5,0,0,0,0,22,29,8,56,113,1,5,6,13,37,0,2,2,0,1,0,0,0,33,36,0,8,7,1,52,1,16,1,29,11,1,1,45,18,28,14,13,11,13,5,1,95,9,12,0,12,0,0,0,3,11,8,59,56,2,1,40,12,3,96,16,0,8,15,55,0,0,0,9,36,2,23,67,81,1,40,0,9,4,3,0,0,0,0,0,8,20,44,0,5,3,6,0,11,0,3,189,22,7,87,56,21,17,13,59,16,3,49,3,0,20,25,1,39,1,14,1,0,20,0,0,1,29,0,5,1,5,38,25,1,8,3,0,18,38,6,8,10,1,15,2,0,1,20,6,3,0,0,0,14,0,17,0,0,14,45,0,0,1,5,59,3,0,513,2,18,3,44,3,15,1,14,0,0,165,40,0,0,1,1,0,0,7,0,3,10,52,0,38,0,33,5,48,0,8,19,38,0,85,64,3,0,1,24,22,13,0,1,26,0,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,10,40,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,39,0,57,3,13,0,1,0,5,1,27,84,42,16
72,FDP.Die Liberalen (FDP-Liberale),Kurt Wasserfallen,0,2,0,0,0,0,0,1,0,0,4,0,1,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,1,1,4,0,5,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,3,8,1,0,1,3,0,1,5,0,0,1,0,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,4,0,0,0,0,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,2,0,0
73,FDP.Die Liberalen (FDP-Liberale),Käthi Bangerter,1,5,0,0,0,0,2,1,0,2,9,1,0,1,0,19,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,6,0,0,0,0,2,0,1,0,0,1,2,3,3,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,5,0,0,0,1,0,1,6,2,1,2,2,0,0,0,4,2,0,0,4,0,2,0,0,1,0,0,5,3,0,0,0,0,0,1,0,0,4,2,0,0,4,1,0,2,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,1,2,1,0,2,0,0,0,0,0,2,0,1,5,12,0,1,0,0,7,0,0,59,0,1,0,0,0,0,0,0,0,0,6,0,0,13,3,2,0,0,0,1,0,0,0,3,5,0,1,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,5,0,0,0,0,1,3,1,4,0
74,FDP.Die Liberalen (FDP-Liberale),Lili Nabholz,0,0,0,0,0,0,0,1,0,5,7,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,1,1,0,1,0,0,0,1,1,0,1,0,7,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
75,FDP.Die Liberalen (FDP-Liberale),Marc Frédéric Suter,0,1,2,0,0,0,0,4,4,7,28,0,1,8,0,23,0,4,0,0,0,0,0,0,1,0,1,1,0,0,6,0,3,0,2,1,0,2,3,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0,8,1,2,2,0,0,0,0,1,2,0,0,1,1,10,0,0,0,0,0,3,19,1,2,2,22,6,3,4,5,0,1,2,0,4,0,0,1,0,0,0,0,2,0,1,0,1,1,2,0,0,2,1,0,0,4,0,0,3,0,3,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,5,9,0,0,1,0,0,2,0,6,2,0,0,0,0,1,0,0,0,0,3,0,0,2,5,1,0,0,1,0,0,1,1,0,4,5,0,0,1,0,0,0,0,0,6,2,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,1,1,0,0,0,2,0,2,0,2,19
76,FDP.Die Liberalen (FDP-Liberale),Maya Lalive d'Epinay,0,2,2,0,0,0,2,0,2,2,4,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,5,0,2,0,6,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,0,1,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
77,FDP.Die Liberalen (FDP-Liberale),Milli Wittenwiler,0,2,0,4,0,0,0,1,0,0,4,0,0,0,15,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0
78,FDP.Die Liberalen (FDP-Liberale),Paul Kurrus,1,0,0,0,0,0,0,1,1,1,1,0,3,0,0,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,6,1,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
79,FDP.Die Liberalen (FDP-Liberale),Peter Briner,0,0,0,0,0,0,1,0,0,2,5,0,1,1,2,6,0,1,0,0,0,7,1,0,2,0,1,0,1,0,0,1,1,0,0,0,1,1,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,4,1,1,2,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,2,0,0,0,2,1,0,1,0,1
80,FDP.Die Liberalen (FDP-Liberale),Peter Kofmel,0,0,0,0,0,0,1,0,0,5,3,0,3,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,7,0,1,0,0,0,4,0,0,1,0,2,0,0,1,0,1,1,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,3,1,0,2,2,1,1,1,0,0,0,0,4,0,0,0,0,0,2,9,0,1,1,1,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0,3,1,0,0,2,0,0,0,1,0,0,0,0,0,9,0,1,0,0,1,0,0,1,1,20,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,1,1,1,1,2,1,0
81,FDP.Die Liberalen (FDP-Liberale),Peter Weigelt,0,0,0,0,0,0,2,0,1,4,5,1,3,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,1,6,0,0,0,0,3,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,4,0,6,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,1,0,1,0,0
