,Speaker Party,Speaker,"('absatz', 'artikel')","('absatz', 'buchstab')","('absatz', 'bundesverfass')","('absatz', 'litera')","('absatz', 'streich')","('acht', 'kanton')","('ahv', 'iv')","('allgemein', 'teil')","('allgemein', 'volksinitiativ')","('antrag', 'artikel')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'plattn')","('antrag', 'stell')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'or')","('ausdruck', 'gebracht')","('auseinand', 'gesetzt')","('auslanderinn', 'ausland')","('aussenpolit', 'kommission')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'bund')","('beim', 'eintret')","('bereit', 'erwahnt')","('bereit', 'heut')","('beschluss', 'nationalrat')","('besteht', 'darin')","('betrag', 'million')","('betroff', 'person')","('bilateral', 'abkomm')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'nam')","('botschaft', 'bundesrat')","('brunn', 'christian')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'auslanderfrag')","('bundesamt', 'fluchtling')","('bundesamt', 'justiz')","('bundesamt', 'polizei')","('bundesprasident', 'leuenberg')","('bundesrat', 'antrag')","('bundesrat', 'bereit')","('bundesrat', 'entwurf')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesrat', 'losung')","('bundesrat', 'meinung')","('bundesrat', 'nationalrat')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesratin', 'dreifuss')","('corporat', 'governanc')","('cvpfraktion', 'antrag')","('cvpfraktion', 'beantragt')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'bitt')","('cvpfraktion', 'eintret')","('cvpfraktion', 'lehnt')","('cvpfraktion', 'mehrheit')","('cvpfraktion', 'meinung')","('cvpfraktion', 'unterstutzt')","('d', 'h')","('dafur', 'empfehl')","('dafur', 'verstandnis')","('darauf', 'hingewies')","('darf', 'sag')","('darum', 'geht')","('davon', 'ausgeh')","('de', 'dardel')","('delegiert', 'minist')","('demograph', 'entwickl')","('deshalb', 'meinung')","('deshalb', 'muss')","('deshalb', 'richtig')","('direkt', 'bundessteu')","('diskussion', 'kommission')","('drei', 'jahr')","('einfuhr', 'tarmed')","('einseit', 'massnahm')","('einstimm', 'kommission')","('embryonal', 'stammzell')","('entscheid', 'fall')","('entscheid', 'gefallt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erst', 'lesung')","('erst', 'lini')","('erteil', 'rahmenbewill')","('etwa', 'million')","('europa', 'union')","('fassung', 'bundesrat')","('fassung', 'nationalrat')","('fdpfraktion', 'antrag')","('fdpfraktion', 'beantrag')","('fdpfraktion', 'begrusst')","('fdpfraktion', 'bitt')","('fdpfraktion', 'eintret')","('fdpfraktion', 'empfehl')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'steht')","('fdpfraktion', 'unterstutzt')","('fdpfraktion', 'vorlag')","('flankier', 'massnahm')","('flughaf', 'zurich')","('folg', 'geb')","('frag', 'herrn')","('frank', 'jahr')","('frank', 'mehr')","('frank', 'wenig')","('frau', 'beerli')","('frau', 'brunn')","('frau', 'fassl')","('frau', 'forst')","('frau', 'spoerry')","('freiwill', 'ahv')","('fried', 'sicherheitspolit')","('funf', 'jahr')","('ganz', 'einfach')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'schweiz')","('ganz', 'wichtig')","('gefahr', 'straftat')","('gegeb', 'zeit')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'artikel')","('gemass', 'bundesrat')","('gesagt', 'word')","('geschied', 'witw')","('gesetz', 'grundlag')","('gewiss', 'verstandnis')","('gross', 'mehrheit')","('grund', 'dafur')","('grund', 'weshalb')","('herr', 'brandli')","('herr', 'buttik')","('herr', 'david')","('herr', 'hofmann')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'maiss')","('herr', 'merz')","('herr', 'plattn')","('herr', 'reimann')","('herr', 'schluer')","('herr', 'schmid')","('herr', 'schweig')","('herr', 'stadl')","('herr', 'stahelin')","('herr', 'strahm')","('herrn', 'bundesprasident')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'leuenberg')","('hess', 'han')","('heut', 'morg')","('initiativ', 'folg')","('inn', 'sich')","('ja', 'schon')","('jurist', 'person')","('kanton', 'gemeind')","('kanton', 'luz')","('kanton', 'uri')","('kanton', 'zurich')","('kenntnis', 'nehm')","('kinderlos', 'witw')","('klar', 'meinung')","('klein', 'kanton')","('kolleg', 'david')","('kolleg', 'leuenberg')","('kolleg', 'maiss')","('kolleg', 'plattn')","('kolleg', 'schmid')","('kommission', 'antrag')","('kommission', 'artikel')","('kommission', 'auffass')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'folg')","('kommission', 'meinung')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('konstruktiv', 'referendum')","('konsumentinn', 'konsument')","('kurz', 'bemerk')","('landlich', 'raum')","('lang', 'zeit')","('lasst', 'mitteil')","('letzt', 'mal')","('leutenegg', 'oberholz')","('litera', 'b')","('losung', 'find')","('mehr', 'benotigt')","('mehr', 'geld')","('mehrheit', 'bleib')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mehrheit', 'zuzustimm')","('meinung', 'bundesrat')","('meinung', 'kommission')","('meinung', 'mehrheit')","('meinung', 'sei')","('meinung', 'soll')","('mieterinn', 'miet')","('million', 'frank')","('mind', 'i')","('mind', 'ii')","('mind', 'kommission')","('minderheitsantrag', 'abzulehn')","('mitarbeiterinn', 'mitarbeit')","('mitteil', 'mehrheit')","('mocht', 'beliebt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'kurz')","('monist', 'syst')","('motion', 'postulat')","('motion', 'uberweis')","('nach', 'generation')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nation', 'uni')","('nationalrat', 'artikel')","('nationalrat', 'beschloss')","('nationalrat', 'bloch')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('natur', 'person')","('neu', 'artikel')","('neu', 'auslandergesetz')","('neu', 'finanzausgleich')","('neu', 'steu')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('pensionskass', 'bund')","('postulat', 'uberweis')","('pro', 'helvetia')","('pro', 'jahr')","('rechnung', 'getrag')","('rechnung', 'trag')","('richtig', 'richtung')","('rund', 'milliard')","('sag', 'bundesrat')","('sag', 'darf')","('schluss', 'gekomm')","('schmid', 'carlo')","('schon', 'erwahnt')","('schon', 'gesagt')","('schriftlich', 'bericht')","('schweizer', 'nationalbank')","('sech', 'jahr')","('seit', 'jahr')","('servic', 'public')","('sinkend', 'beitragsskala')","('sinn', 'bitt')","('spfraktion', 'bitt')","('spfraktion', 'mocht')","('spfraktion', 'unterstutzt')","('st', 'gall')","('staatspolit', 'kommission')","('standerat', 'folg')","('stell', 'fest')","('stellung', 'nehm')","('stimm', 'enthalt')","('strukturell', 'defizit')","('svpfraktion', 'antrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'stimmt')","('svpfraktion', 'unterstutzt')","('teil', 'meinung')","('uberzahl', 'embryon')","('uns', 'kommission')","('verdeckt', 'ermittl')","('verdeckt', 'ermittlungsperson')","('vergang', 'jahr')","('vier', 'jahr')","('volk', 'stand')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlauf', 'aufnahm')","('vorstoss', 'motion')","('vorstoss', 'rahm')","('votum', 'herrn')","('werdend', 'leb')","('wirtschaft', 'leistungsfah')","('wurd', 'bereit')","('wurd', 'kommission')","('zehn', 'jahr')","('zuhand', 'materiali')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'etapp')","('zweit', 'saul')"
36,Christlichdemokratische Volkspartei der Schweiz (CVP),Rudolf Imhof,0,4,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,1,1,0,5,0,0,1,2,0,0,0,0,2,3,0,9,0,0,0,0,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,1,3,0,1,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
37,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruedi Lustenberger,2,0,2,3,0,2,0,0,11,2,2,6,7,27,0,1,0,0,0,11,0,0,2,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,8,0,2,0,8,1,0,0,0,0,6,0,0,2,0,0,1,2,2,1,6,0,0,1,5,4,0,0,5,1,1,4,2,0,2,0,6,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,10,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,0,0,1,0,0,0,1,7,2,0,0,0,0,2,5,6,0,2,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,6,0,0,0,1,0,0,2,0,1,0,0,0,5,0,2,7,0,0,0,2,0,0,0,0,15,12,9,5,4,1,0,0,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,4,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,7,0,2,0,0,0,8,0,3,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0
38,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruth Humbel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Christlichdemokratische Volkspartei der Schweiz (CVP),Ruth Metzler-Arnold,6,15,8,0,6,6,0,35,29,3,42,40,37,57,1,8,21,7,1,95,5,8,9,80,2,0,1,0,17,15,5,28,37,11,5,2,40,11,45,15,58,26,3,11,4,9,3,4,84,32,49,24,40,1,12,42,20,5,0,5,13,6,19,2,1,34,0,0,0,0,0,0,0,0,0,64,0,0,61,1,31,13,11,3,0,0,2,4,0,0,12,1,0,0,0,6,2,7,64,0,1,34,0,0,6,22,5,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9,25,2,0,0,5,8,0,2,13,0,0,17,2,55,8,14,3,27,6,55,7,55,7,10,2,3,0,36,3,3,13,8,4,3,5,2,0,1,0,5,2,9,13,13,9,3,1,1,1,3,0,1,4,18,6,28,5,11,33,3,0,17,18,0,2,3,0,0,0,0,0,2,6,2,18,6,32,2,57,1,5,13,13,3,4,0,14,0,0,12,1,10,0,1,0,0,0,19,80,0,4,7,1,0,0,0,1,22,9,13,16,14,6,0,1,12,2,31,0,40,14,0,53,22,0,0,0,0,0,0,0,4,0,4,9,6,8,36,0,1,7,0,78,0,12,0,13,46,47,5,3,2,0,8,8,1,8,0,2,3,13,0,0,45,0,0,0,9,11,9,15,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,89,0,7,14,11,0,24,34,4,0,27,13,0,22,3,9,1,2,10,7,0,4
40,Christlichdemokratische Volkspartei der Schweiz (CVP),Theo Maissen,0,1,4,10,0,0,0,0,0,2,7,0,5,7,0,6,4,0,2,25,0,1,4,0,0,2,3,0,1,14,2,10,10,9,6,4,0,0,7,0,6,3,0,5,0,0,0,1,13,0,0,7,1,1,0,5,1,1,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,1,7,2,6,11,0,0,1,2,0,1,0,1,12,0,1,0,0,0,0,3,6,6,0,17,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,6,3,5,1,0,0,0,0,4,2,0,0,15,5,38,2,2,0,0,0,27,11,2,5,8,0,2,0,4,0,0,9,0,0,0,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,1,0,0,4,1,1,4,0,2,5,0,0,7,12,0,0,0,8,2,0,0,0,4,0,1,2,1,1,1,10,2,3,1,0,1,1,14,7,0,3,0,1,2,0,2,0,0,0,1,1,0,3,2,1,0,1,0,0,108,2,0,1,0,0,0,0,5,12,10,0,11,11,0,6,0,0,0,0,0,0,0,0,6,0,2,2,0,0,0,25,2,10,3,11,0,13,0,14,5,2,0,1,0,1,5,1,1,0,0,2,2,4,21,0,4,0,0,0,2,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,3,0,0,0,2,0,0,0,0,6,3,15,0,1,14,8,0,0
41,Christlichdemokratische Volkspartei der Schweiz (CVP),Toni Eberhard,0,1,0,0,0,0,0,0,0,0,2,0,2,7,0,0,3,0,18,10,0,0,0,0,0,0,0,1,3,0,1,0,2,0,1,2,0,3,2,0,8,3,6,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,2,4,9,2,3,4,13,0,0,0,3,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,9,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,1,0,0,3,0,2,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,8,0,0,10,0,1,0,0,1,3,0,0,24,4,1,0,3,0,0,0,1,0,1,0,3,3,0,2,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1,1,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,5,0,5,0,1,0,0,0,0
42,Christlichdemokratische Volkspartei der Schweiz (CVP),Walter Decurtins,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,1,0,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,2,1,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
43,Christlichdemokratische Volkspartei der Schweiz (CVP),Walter Hess,1,2,0,0,1,0,0,0,0,0,3,3,4,14,0,0,2,0,25,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,7,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,1,0,0,0
44,FDP.Die Liberalen (FDP-Liberale),Annemarie Huber-Hotz,4,5,7,0,1,0,1,0,0,1,6,2,1,0,0,0,2,0,0,36,0,0,0,3,1,0,0,0,7,0,1,6,12,4,2,0,4,0,14,0,10,1,4,0,0,0,2,1,1,0,0,1,0,0,7,17,0,2,0,0,14,1,3,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,2,0,0,4,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,2,1,3,3,0,0,0,0,4,1,0,2,0,0,11,1,1,1,2,1,0,0,14,0,2,5,6,0,1,0,0,0,1,1,2,0,1,0,3,0,2,0,0,3,1,0,1,0,2,1,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,4,2,0,3,11,2,1,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,2,1,0,1,0,0,3,1,2,0,18,2,0,10,16,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,7,0,5,0,2,2,3,1,0,0,0,1,1,0,0,0,1,0,2,5,0,4,0,0,0,1,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,1,0,2,0,0,0,1,0,0,4,0,2,0,0,0,0,1,0
45,FDP.Die Liberalen (FDP-Liberale),Christiane Langenberger,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
46,FDP.Die Liberalen (FDP-Liberale),Christine Beerli,21,12,2,15,7,1,2,1,0,3,16,0,19,26,2,8,9,4,1,150,0,1,1,0,0,4,5,5,4,3,3,6,3,6,1,2,1,2,12,12,1,11,1,4,5,4,5,5,14,0,0,1,0,0,0,1,3,1,0,0,1,3,0,0,13,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,14,0,0,5,0,2,0,3,2,7,0,0,5,5,14,5,1,11,0,0,3,0,10,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,13,7,1,0,10,0,4,5,10,0,23,8,70,35,1,6,0,0,6,1,8,3,12,2,2,0,8,0,1,3,7,3,0,3,1,4,1,1,0,5,1,0,5,0,1,3,0,0,9,0,1,1,5,9,0,2,0,1,0,0,1,0,0,9,0,1,0,1,0,0,3,8,0,28,3,16,3,0,5,0,3,0,7,5,0,15,0,17,0,10,5,0,3,1,0,0,10,63,0,3,2,2,1,0,0,0,111,11,12,10,0,0,0,0,0,2,5,10,0,4,0,7,0,0,0,4,0,0,0,0,4,0,11,6,0,8,0,3,0,1,0,9,0,6,0,5,9,11,10,6,0,3,1,1,4,14,11,1,1,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,1,9,1,2,2,1,0,0,4,0,2,2,7,5,0,3,5,2,1,3
47,FDP.Die Liberalen (FDP-Liberale),Christine Egerszegi-Obrist,0,1,0,0,1,0,7,0,0,0,0,2,10,38,0,0,0,4,0,16,1,0,3,0,0,0,1,1,1,0,0,0,2,2,0,4,0,5,17,0,6,9,33,2,0,1,0,1,5,0,0,0,0,0,0,1,2,1,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,3,0,0,20,0,3,2,1,0,6,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,6,0,0,10,0,0,1,0,3,0,5,4,2,1,6,0,0,3,1,0,0,1,0,0,11,0,4,2,25,1,0,0,0,0,3,0,3,3,2,1,4,0,1,0,10,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,2,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,2,1,0,4,0,0,0,0,2,3,0,2,0,3,1,0,9,6,18,0,5,0,2,0,0,0,0,41,14,18,9,1,0,0,0,0,0,0,0,3,1,1,5,0,0,25,6,0,0,0,0,0,0,0,2,0,3,0,3,1,0,0,16,0,3,0,9,5,5,0,5,0,0,0,0,0,3,0,1,1,3,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2,3,0,2,0,7,2,29
48,FDP.Die Liberalen (FDP-Liberale),Dick Marty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
