,Speaker Party,Speaker,"('absatz', 'artikel')","('absatz', 'buchstab')","('absatz', 'bundesverfass')","('absatz', 'litera')","('absatz', 'streich')","('allgemein', 'teil')","('amtlich', 'bulletin')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('antwort', 'bundesrat')","('anzunehm', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('artikel', 'bundesverfass')","('artikel', 'strafgesetzbuch')","('ausdruck', 'bring')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('baulich', 'unterhalt')","('beantrag', 'nam')","('beantragt', 'ablehn')","('beantragt', 'annahm')","('beantragt', 'diskussion')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('befriedigt', 'beantragt')","('beid', 'rat')","('bericht', 'bundesrat')","('bericht', 'kommission')","('berichterstatt', 'verzicht')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('beschuldigt', 'person')","('betroff', 'person')","('bilateral', 'vertrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'fassung')","('bitt', 'nam')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesamt', 'migration')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'bereit')","('bundesrat', 'couchepin')","('bundesrat', 'empfiehlt')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'mocht')","('buro', 'wahl')","('cvpfraktion', 'antrag')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'bitt')","('cvpfraktion', 'eintret')","('cvpfraktion', 'lehnt')","('cvpfraktion', 'steht')","('cvpfraktion', 'stimmt')","('cvpfraktion', 'teilt')","('cvpfraktion', 'unterstutzt')","('cvpfraktion', 'vorlag')","('dam', 'herr')","('dank', 'bundesrat')","('darauf', 'aufmerksam')","('darum', 'bitt')","('darum', 'bundesrat')","('davon', 'uberzeugt')","('de', 'la')","('deshalb', 'ersuch')","('deshalb', 'meinung')","('differenz', 'nationalrat')","('diskussion', 'einverstand')","('diskutiert', 'word')","('ebenfall', 'annahm')","('eidgenoss', 'steuerverwalt')","('einstimm', 'kommission')","('einstimm', 'motion')","('end', 'jahr')","('entwurf', 'bundesrat')","('erklart', 'beschluss')","('erneuerbar', 'energi')","('ersatz', 'list')","('erst', 'ersatz')","('erst', 'lini')","('erst', 'phas')","('ersuch', 'antrag')","('ersuch', 'deshalb')","('ersuch', 'mehrheit')","('erwahnt', 'word')","('etwa', 'million')","('fassung', 'bundesrat')","('fassung', 'nationalrat')","('fdpfraktion', 'antrag')","('fdpfraktion', 'beantrag')","('fdpfraktion', 'beantragt')","('fdpfraktion', 'begrusst')","('fdpfraktion', 'bereit')","('fdpfraktion', 'bitt')","('fdpfraktion', 'bittet')","('fdpfraktion', 'eintret')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'stimmt')","('fdpfraktion', 'teil')","('fdpfraktion', 'teilt')","('fdpfraktion', 'unterstutzt')","('finanzplatz', 'schweiz')","('folg', 'geb')","('frag', 'gestellt')","('frag', 'herrn')","('frau', 'brunn')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'forst')","('frau', 'heberlein')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'sommaruga')","('ganz', 'genau')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('gas', 'dampfkraftwerk')","('geht', 'darum')","('geht', 'erst')","('geht', 'ja')","('geltend', 'gemacht')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'absatz')","('gemass', 'artikel')","('gemeinsam', 'sorgerecht')","('gesagt', 'word')","('gesetz', 'grundlag')","('gesetz', 'regel')","('gross', 'bedeut')","('grund', 'dafur')","('grund', 'genomm')","('grund', 'weshalb')","('herr', 'brandli')","('herr', 'bundesprasident')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'lauri')","('herr', 'leuenberg')","('herr', 'maiss')","('herr', 'prasident')","('herr', 'schiess')","('herr', 'schmid')","('herr', 'schweig')","('herr', 'stahelin')","('herr', 'visch')","('herr', 'vollm')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'lauri')","('herrn', 'schmid')","('indirekt', 'teilliquidation')","('initiativ', 'folg')","('international', 'organisation')","('interpellant', 'schriftlich')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'tessin')","('kantonal', 'recht')","('kenntnis', 'nehm')","('klar', 'meinung')","('klein', 'mittl')","('kolleg', 'leuenberg')","('kolleg', 'schmid')","('kolleg', 'schweig')","('kollegin', 'fetz')","('kollektiv', 'kapitalanlag')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'einstimm')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'frag')","('kommission', 'meinung')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('konsumentinn', 'konsument')","('kraft', 'tret')","('kurz', 'bemerk')","('lag', 'kommission')","('landlich', 'raum')","('les', 'canton')","('letzt', 'mal')","('letzt', 'punkt')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('litera', 'a')","('lunion', 'européenn')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'unterstutz')","('mehrheit', 'unterstutzt')","('mehrheit', 'wak')","('mehrheit', 'zustimmt')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('mind', 'abzulehn')","('mind', 'kommission')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'darauf')","('mocht', 'nochmal')","('motion', 'anzunehm')","('muss', 'einfach')","('muss', 'seh')","('nach', 'jahr')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'anzuschliess')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('nationalratsmandat', 'besteht')","('natur', 'frag')","('natur', 'schon')","('neu', 'artikel')","('neu', 'gesetz')","('neu', 'regionalpolit')","('offent', 'interess')","('offent', 'recht')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('porta', 'alpina')","('prasenz', 'schweiz')","('pro', 'helvetia')","('raum', 'berggebiet')","('rechnung', 'getrag')","('ressourcenschwach', 'kanton')","('ressourcenstark', 'kanton')","('richterinn', 'richt')","('rund', 'million')","('sbb', 'cargo')","('schluss', 'gekomm')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'recht')","('schweizer', 'zivilprozessordn')","('seit', 'jahr')","('sicherheitspolit', 'kommission')","('sicht', 'spfraktion')","('sinn', 'ersuch')","('sozial', 'wohlfahrt')","('spfraktion', 'antrag')","('spfraktion', 'beantragt')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'teilt')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('standerat', 'folg')","('standort', 'schweiz')","('stell', 'fest')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'artikel')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'teilt')","('svpfraktion', 'unterstutzt')","('teil', 'antrag')","('teilt', 'antrag')","('tut', 'leid')","('uns', 'kommission')","('unternehmenssteuerreform', 'i')","('unterstutzt', 'antrag')","('unterstutzt', 'cvpfraktion')","('unterstutzt', 'fdpfraktion')","('unvereinbar', 'nationalratsmandat')","('verfug', 'stell')","('vier', 'jahr')","('volk', 'stand')","('vorlag', 'einzutret')","('vorlauf', 'anwend')","('vorlauf', 'aufgenomm')","('vot', 'électroniqu')","('votum', 'herrn')","('worum', 'geht')","('wurd', 'kommission')","('y', 'a')","('zuhand', 'materiali')","('zuruckgezog', 'word')","('zwei', 'drei')","('zweit', 'saul')"
38,Christlichdemokratische Volkspartei der Schweiz (CVP),Theo Maissen,1,3,2,5,3,1,4,0,3,6,10,3,10,5,0,0,5,33,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,4,9,1,0,0,5,0,1,8,1,10,0,0,1,1,1,0,14,0,0,0,0,1,1,0,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,5,0,2,3,2,0,2,0,0,1,0,1,5,0,4,0,0,15,2,3,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,16,8,5,1,1,0,2,0,22,13,2,0,20,5,0,1,2,6,0,5,0,5,8,1,4,5,7,2,2,11,0,1,6,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,5,0,2,0,0,5,0,9,0,3,3,2,3,0,0,2,4,2,1,4,0,1,0,1,2,2,1,0,3,0,18,0,1,11,0,1,5,0,0,0,0,5,0,1,0,0,3,0,0,0,0,4,5,6,0,1,1,12,3,0,0,6,0,0,0,8,2,0,3,0,2,4,21,2,0,5,1,0,10,0,0,3,6,0,0,1,6,0,3,0,2,5,0,0,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,8,0,6,0,0,0,1,6,2,0,0,0,6,0
39,Christlichdemokratische Volkspartei der Schweiz (CVP),Thérèse Meyer-Kaelin,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Christlichdemokratische Volkspartei der Schweiz (CVP),Urs Hany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Christlichdemokratische Volkspartei der Schweiz (CVP),Urs Schwaller,6,2,3,0,1,0,4,0,9,7,4,3,7,2,0,4,11,20,0,0,0,1,0,0,0,2,1,1,0,2,4,0,0,2,0,1,0,0,5,0,0,0,2,5,0,1,0,2,3,7,36,0,0,0,0,2,1,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,6,25,0,0,1,0,1,0,0,0,0,0,5,0,6,0,0,4,3,0,2,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,0,2,0,2,1,1,0,0,0,8,11,2,0,11,0,0,0,1,0,2,3,0,1,1,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,1,0,1,2,5,2,0,0,2,0,2,7,0,0,5,1,0,0,2,0,1,0,3,8,0,2,6,3,1,0,0,1,0,0,0,0,2,2,0,0,0,2,0,1,1,3,0,1,0,0,1,0,0,16,0,0,0,0,0,0,0,2,0,1,0,1,2,1,0,0,10,0,0,2,0,0,0,5,13,4,0,20,0,0,0,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,8,0,0,0,0,4,0,1,0,0,4,1
42,Christlichdemokratische Volkspartei der Schweiz (CVP),Viola Amherd,2,0,0,1,1,6,0,0,1,1,0,4,1,0,0,0,0,14,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,4,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0
43,Christlichdemokratische Volkspartei der Schweiz (CVP),Walter Jermann,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
44,FDP.Die Liberalen (FDP-Liberale),Andreas Zeller,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,FDP.Die Liberalen (FDP-Liberale),Annemarie Huber-Hotz,0,3,5,0,0,0,2,0,3,2,0,2,8,2,0,0,0,14,4,16,1,0,2,5,0,1,0,1,0,0,0,0,0,8,8,0,0,0,0,0,1,0,0,10,0,0,3,8,3,3,9,1,0,4,4,10,0,0,0,0,18,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,13,0,0,0,18,2,0,1,1,0,0,2,0,0,12,4,1,2,0,5,0,2,1,0,0,1,1,0,0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,2,3,8,9,10,1,2,0,0,7,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,12,0,0,0,0,0,0,1,0,0,0,3,0,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,9,6,6,0,0,33,0,1,0,0,1,0,0,0
46,FDP.Die Liberalen (FDP-Liberale),Christa Markwalder,2,12,0,1,0,6,1,0,3,0,0,8,18,0,0,0,0,42,1,5,0,0,1,0,0,1,0,1,0,0,2,0,0,4,2,0,0,0,0,0,4,0,1,3,0,0,3,2,3,4,2,0,1,1,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,5,0,0,0,0,3,0,1,0,0,0,4,0,4,0,0,0,4,0,0,0,0,6,0,0,0,2,1,0,5,1,2,2,2,1,1,14,0,0,2,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,2,0,6,5,0,3,13,7,1,1,5,3,1,0,0,0,3,0,13,0,0,0,0,2,10,23,0,0,1,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,0,2,1,0,1,0,26,1,1,0,0,23,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,9,2,4,0,0,0,0,1,3,0,0,0,0,0
47,FDP.Die Liberalen (FDP-Liberale),Christiane Langenberger,4,5,1,0,0,0,2,0,2,0,2,2,2,0,0,1,0,27,3,3,1,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,6,0,6,0,0,2,0,0,0,2,9,3,7,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,3,0,0,0,1,1,0,0,8,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,2,1,0,0,4,0,0,0,1,1,1,7,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,0,0,1
48,FDP.Die Liberalen (FDP-Liberale),Christine Egerszegi-Obrist,1,5,0,1,0,0,7,0,7,3,19,193,148,0,2,5,0,51,0,1,0,0,0,0,0,0,0,5,0,8,3,9,0,7,1,5,30,10,0,0,0,0,1,3,0,0,23,1,3,2,1,0,0,4,4,2,17,0,0,5,0,11,0,0,0,0,1,0,1,0,0,49,2,0,0,0,10,2,0,2,17,0,0,0,0,0,0,0,0,3,2,3,0,1,0,0,2,1,0,0,0,0,1,0,3,1,0,0,1,2,8,2,2,0,0,5,0,20,49,6,0,8,1,0,0,11,0,0,0,0,3,0,0,37,4,3,0,5,2,2,0,0,1,0,1,0,1,2,3,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,7,1,0,0,0,0,1,0,7,1,0,0,0,0,0,0,4,51,3,0,0,0,1,2,3,2,2,1,2,0,3,0,0,2,1,8,4,0,0,0,1,15,14,133,43,0,1,9,0,3,3,3,1,0,3,0,10,2,1,8,0,19,4,0,0,0,1,0,0,0,0,2,2,0,0,0,30,0,0,0,0,0,0,2,0,0,2,2,0,1,0,21,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,4,0,8,8,1,0,0,1,0,0,0,0,0,0,32,1,64,177,0,1,0,11,1,7,0,0,11,0,7,0,0,0,0,1,1,1,0,17,2,15
49,FDP.Die Liberalen (FDP-Liberale),Dick Marty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
50,FDP.Die Liberalen (FDP-Liberale),Duri Bezzola,2,2,0,0,0,0,0,0,3,0,0,2,22,0,0,0,10,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,7,1,0,14,0,1,0,2,0,0,0,3,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,1,18,0,0,1,0,2,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,9,1,1,0,1,1,1,2,0,1,0,0,5,3,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,9,4,8,0,0,0,0,4,0,1,2,11,0,0,0,1,3,1,0,6,0,29,0,0,0,0,0,0,0,0,0,1,2,7,1,0,5,0,0,2,0,0,1,3,0,0,0,6,6,2,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,1,0,4,0,0,0,0,3,0,0,0,0,0,0
51,FDP.Die Liberalen (FDP-Liberale),Edi Engelberger,7,4,2,3,0,0,3,0,0,3,3,6,33,0,0,0,18,33,6,3,0,1,3,0,0,38,0,0,0,0,1,5,0,8,2,1,0,0,2,0,0,0,0,1,0,0,8,1,2,5,5,0,0,1,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,1,0,0,0,0,4,0,0,1,0,0,5,0,0,0,0,1,1,1,0,0,0,1,5,0,2,3,1,0,1,1,0,1,2,2,3,3,0,0,7,0,13,0,1,0,0,0,0,0,0,0,0,0,28,2,0,0,6,1,0,0,4,2,1,3,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,1,2,1,3,0,0,0,0,0,3,3,1,1,1,1,1,0,8,2,4,0,1,0,1,0,0,1,1,3,0,1,0,0,3,6,63,0,0,1,2,31,0,8,1,10,4,0,4,0,2,0,0,0,0,21,6,0,0,0,0,2,0,0,0,1,0,1,0,0,34,0,1,0,0,0,0,2,0,0,0,3,0,4,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,12,0,4,0,1,0,6,0,2,0,0,0
