,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'artikel')","('absatz', 'buchstab')","('administrativ', 'aufwand')","('all', 'grund')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('art', 'weis')","('artikel', 'absatz')","('ausricht', 'antrag')","('beantrag', 'nam')","('beantragt', 'ablehn')","('beantragt', 'annahm')","('beantragt', 'diskussion')","('beantragt', 'ebenfall')","('beantragt', 'einstimm')","('beantragt', 'kurz')","('beantragt', 'stimm')","('befriedigt', 'diskussion')","('beid', 'rat')","('bereit', 'erwahnt')","('bereit', 'heut')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('big', 'to')","('bitt', 'bundesrat')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'nam')","('buchstab', 'a')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'befriedigt')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesrat', 'parlament')","('bundesratin', 'widmerschlumpf')","('burg', 'partei')","('burgerinn', 'burg')","('cvpevpglpfraktion', 'bitt')","('cvpevpglpfraktion', 'unterstutzt')","('d', 'h')","('dah', 'find')","('dam', 'herr')","('dank', 'bundesrat')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darum', 'bitt')","('deshalb', 'bitt')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenentwurf')","('direkt', 'gegenvorschlag')","('diskussion', 'beantragt')","('diskussion', 'einverstand')","('drei', 'jahr')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('end', 'jahr')","('entwurf', 'bundesrat')","('erhalt', 'kommission')","('erneuerbar', 'energi')","('erst', 'lini')","('eth', 'zurich')","('etwa', 'million')","('europa', 'union')","('fakultativ', 'referendum')","('famili', 'kind')","('fdpliberal', 'fraktion')","('financial', 'stability')","('flankier', 'massnahm')","('folg', 'geb')","('frag', 'stell')","('fraktion', 'cvpevpglpfraktion')","('frank', 'pro')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'dien')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'meierschatz')","('frau', 'nationalratin')","('frau', 'sommaruga')","('freisinnigdemokrat', 'fraktion')","('ganz', 'klar')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('gross', 'zahl')","('grund', 'weshalb')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'buttik')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'spuhl')","('herr', 'stahelin')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'kolleg')","('herrn', 'standerat')","('hoh', 'vergut')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('interess', 'daran')","('international', 'wahrungsfond')","('interpellant', 'schriftlich')","('ja', 'nein')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'gemeind')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('klar', 'meinung')","('kolleg', 'david')","('kolleg', 'schweig')","('kommission', 'beantragt')","('kommission', 'erhalt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'verkehr')","('konsumentinn', 'konsument')","('lang', 'zeit')","('lasst', 'ausricht')","('letzt', 'bemerk')","('letzt', 'jahr')","('letzt', 'mal')","('letzt', 'punkt')","('letzt', 'woch')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('losung', 'find')","('macht', 'sinn')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('million', 'frank')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('minderheitsantrag', 'abzulehn')","('mitglied', 'bundesrat')","('mocht', 'darauf')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'cvpevpglpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'folg')","('natur', 'person')","('neu', 'unternehmenssteu')","('oberst', 'organ')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('pro', 'helvetia')","('pro', 'jahr')","('produzier', 'landwirtschaft')","('rapp', 'pro')","('recht', 'gesagt')","('regional', 'erschopf')","('richterinn', 'richt')","('richtig', 'gesagt')","('roll', 'spiel')","('rund', 'milliard')","('sag', 'ja')","('sbb', 'cargo')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'eu')","('schweiz', 'schul')","('schweizer', 'nationalbank')","('seit', 'fahn')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokratinn', 'sozialdemokrat')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'klar')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stell', 'fest')","('stimm', 'enthalt')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'eintret')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('to', 'fail')","('too', 'big')","('uns', 'kommission')","('uns', 'meinung')","('unterstutzt', 'antrag')","('unterstutzt', 'spfraktion')","('vergang', 'jahr')","('verkehr', 'fernmeldewes')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('weshalb', 'bundesrat')","('wirtschaft', 'leistungsfah')","('worum', 'geht')","('wurd', 'kommission')","('z', 'b')","('zehn', 'jahr')","('zwei', 'drei')","('zwingend', 'volkerrecht')"
130,Schweizerische Volkspartei (SVP),This Jenny,2,0,1,5,1,5,0,1,2,11,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,5,0,1,2,0,0,4,5,1,1,0,1,0,0,0,0,2,4,2,40,1,1,13,0,0,0,0,0,0,14,0,2,0,1,0,5,0,0,0,0,0,1,0,0,0,4,7,0,19,2,16,4,1,0,12,0,0,1,0,12,7,8,2,4,0,3,0,4,5,37,2,21,0,0,1,0,2,2,0,0,6,4,2,0,0,8,6,0,0,0,0,21,0,11,8,0,0,2,0,1,0,0,1,0,0,24,3,0,5,0,0,1,3,5,3,0,2,0,36,130,15,2,1,0,1,0,1,6,7,6,0,0,0,1,0,0,0,13,0,0,0,5,3,6,5,0,2,0,24,0,5,0,0,0,0,2,3,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,13,3,0,0,1,2,8,12,3
131,Schweizerische Volkspartei (SVP),Thomas Fuchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Schweizerische Volkspartei (SVP),Thomas Hurter,0,2,0,0,0,2,0,0,3,14,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,3,13,0,1,0,1,2,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,2,1,0,2,1,9,0,0,0,0,0,1,0,0,4,0,9,0,0,1,0,2,0,0,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,1,0,0,0,1,0,0,8,0,1,0,5,18,0,7,8,1,0,0,2,0,3,1,0,0,0,0,0,7,0,0,0,0,0,0,0,4,5,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,2,2,1,2,1,1,0,0,1,0,0,0,3,0,0,2,0,0,0,0,5,1,1,0
133,Schweizerische Volkspartei (SVP),Thomas Müller,0,0,1,1,0,0,2,1,4,15,0,0,0,13,0,1,0,0,0,0,0,0,1,0,5,1,2,0,1,1,0,0,0,0,0,1,1,2,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,2,0,1,0,1,4,0,3,0,0,0,0,2,1,0,0,3,1,0,0,0,1,0,0,0,2,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,2,0,1,3,2,0,1,1,10,7,0,1,0,15,61,0,7,4,3,0,0,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0
134,Schweizerische Volkspartei (SVP),Toni Bortoluzzi,0,1,0,0,0,0,2,4,18,16,1,0,14,12,0,2,0,0,0,0,0,0,5,0,2,0,1,0,11,2,0,0,0,2,8,2,0,2,2,0,1,0,0,0,1,0,0,0,1,0,3,0,2,2,3,0,0,0,0,0,0,0,0,8,0,1,0,4,0,0,9,0,8,0,0,0,0,0,0,13,2,0,2,0,5,0,0,0,6,0,0,0,1,6,4,16,1,3,0,0,2,1,3,16,0,8,0,0,0,0,1,0,1,0,1,11,0,0,0,2,4,0,0,4,2,2,1,0,0,6,0,1,4,2,0,0,2,0,0,9,0,2,0,1,0,2,0,15,13,3,5,0,30,25,9,6,12,0,0,1,2,1,1,3,0,0,0,1,0,4,0,0,0,0,0,1,0,0,26,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,2,0,0,0,1,0,0,0,0,2,3,0,0,8,0,2,5,0,0,1,3,1,11,2,0
135,Schweizerische Volkspartei (SVP),Toni Brunner,0,0,0,0,0,0,0,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,1,0,0,1,0,13,0,0,0,0,0,1,0,0,1,1,0,0,8,2,1,0,0,3,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,4,0,1,0,0,0,0,0,2,7,0,0,0,1,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,1,0,0,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,3,0,0,1,0,3,0,1,0
136,Schweizerische Volkspartei (SVP),Ueli Maurer,0,2,2,0,0,7,9,5,21,48,0,0,10,15,0,0,0,4,0,0,0,0,0,0,13,7,2,0,0,6,0,7,2,1,17,5,1,14,10,0,31,0,9,0,0,9,0,0,5,0,0,0,1,13,4,0,0,1,0,0,0,0,0,16,0,3,16,34,0,1,7,1,25,0,0,0,0,0,0,2,4,0,15,0,2,0,0,0,0,0,1,0,0,11,22,51,15,4,4,2,4,4,0,1,1,1,8,0,0,15,0,1,5,0,0,1,6,0,0,3,5,0,0,10,4,5,3,0,0,2,0,11,4,0,0,0,14,0,0,52,6,1,3,6,0,6,18,22,32,0,5,0,121,171,4,12,10,21,0,2,5,21,9,92,0,0,0,0,0,1,2,2,0,0,0,1,2,3,6,0,7,0,30,0,0,0,0,0,1,2,5,3,7,3,0,0,0,0,0,2,117,8,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,28,1,0,3,0,4,24,2,0,2,0,18,19,7,0
137,Schweizerische Volkspartei (SVP),Ulrich Giezendanner,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,8,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,4,2,2,0
138,Schweizerische Volkspartei (SVP),Ulrich Schlüer,0,0,0,0,0,0,0,0,3,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,1,1,2,2,0,0,0,5,0,2,0,0,0,1,2,0,0,0,0,1,0,0,7,2,0,0,0,0,0,2,0,1,1,16,0,0,0,3,0,0,0,0,0,2,6,0,2,0,1,0,0,3,4,0,10,0,0,0,0,0,1,0,0,3,0,3,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,8,10,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,2,0,3
139,Schweizerische Volkspartei (SVP),Walter Glur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Schweizerische Volkspartei (SVP),Walter Wobmann,0,0,1,1,4,0,0,0,3,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,7,1,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,1,4,0,0,1,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,0,0,2
141,Schweizerische Volkspartei (SVP),Yvette Estermann,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,3,0,1,2,1,0,0,0,5,0,0,0,0,2,0,3,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,5,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0
142,Sozialdemokratische Partei der Schweiz (SP),Andrea Hämmerle,0,2,1,0,0,2,0,1,5,23,0,1,0,9,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,9,2,2,1,0,0,0,8,0,0,0,3,0,0,1,0,1,0,1,4,1,0,5,0,0,0,0,0,0,3,0,1,1,2,0,0,5,0,1,19,0,0,1,0,0,1,0,0,0,3,8,0,0,0,0,0,0,0,0,4,0,1,1,3,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,3,1,3,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,2,2,1,1,0,0,0,2,10,5,0,2,0,6,14,1,11,8,1,0,1,2,0,2,2,0,0,0,1,7,0,0,0,0,0,0,1,1,10,7,0,0,0,6,0,0,1,0,0,2,2,0,2,4,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,4,1,0,1,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,4,0,0,4,3,5,11,3,0
143,Sozialdemokratische Partei der Schweiz (SP),Andreas Gross,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,4,1,11,0,0,1,0,0,0,1,0,0,0,2,0,23,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,7,3,2,14
144,Sozialdemokratische Partei der Schweiz (SP),André Daguet,0,0,1,0,0,0,0,1,2,5,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,0,1,0,3,0,0,0,0,0,0,0,0,3,3,4,1,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,4,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,1,0,0,8,0,1,1,0,0,0,1,0,5,0,0,0,2,0,0,1,4,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0
145,Sozialdemokratische Partei der Schweiz (SP),Andy Tschümperlin,1,1,2,0,0,0,0,0,0,8,0,1,0,16,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,1,1,2,1,2,1,0,0,0,0,0,0,19,0,0,0,0,1,0,0,1,0,5,0,0,6,1,9,0,0,3,0,0,0,0,0,3,0,0,1,1,4,0,0,0,1,10,2,0,0,0,2,0,0,0,1,0,1,0,0,4,0,2,0,1,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,2,0,0,0,0,0,2,0,0,0,3,4,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,33,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,11,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,4,0,0,0,0,4,3,1,3
146,Sozialdemokratische Partei der Schweiz (SP),Anita Fetz,0,1,1,10,2,2,1,4,10,23,26,0,7,19,0,0,0,0,0,0,3,0,0,0,12,0,9,0,8,4,15,0,2,10,2,0,1,7,3,1,2,5,5,4,2,3,0,0,6,0,0,4,4,4,8,6,14,3,3,0,1,0,0,19,2,11,4,6,0,4,1,0,13,0,0,1,0,0,6,10,3,0,17,0,27,1,0,3,4,0,0,0,0,4,27,37,2,1,4,13,3,3,16,32,0,10,0,0,0,0,0,1,0,0,1,6,5,0,0,2,12,0,2,11,10,8,0,6,15,3,0,2,2,0,3,5,2,0,0,35,5,7,9,0,0,15,4,0,7,0,2,0,146,141,2,9,7,0,0,2,34,5,11,16,0,0,0,0,0,0,0,5,0,0,2,5,0,2,13,1,7,13,32,0,1,0,3,0,3,0,5,11,0,14,3,1,0,2,2,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,0,0,0,0,0,13,15,3,1,0,0,11,3,1,3,0,0,14,0,10,24,31,4
147,Sozialdemokratische Partei der Schweiz (SP),Anita Thanei,0,3,1,0,3,0,1,0,3,16,0,3,2,11,0,2,0,0,0,0,1,0,3,0,1,1,8,0,0,0,0,1,0,34,7,24,1,1,0,0,1,0,2,2,0,0,0,0,6,0,2,0,0,8,9,0,0,0,0,0,2,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,2,7,20,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,9,4,18,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,12,2,0,2,1,0,1,2,0,0,0,17,0,0,2,25,17,0,0,30,0,3,12,5,9,1,0,5,0,0,0,1,0,0,0,3,41,0,0,0,1,0,0,0,1,0,29,1,0,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,12,0,0,0,0,8,7,4,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,1,4,0,14,2,1,0
148,Sozialdemokratische Partei der Schweiz (SP),Bea Heim,1,1,3,1,0,3,2,8,5,41,0,1,0,23,0,4,1,0,0,0,2,0,6,0,3,0,3,0,0,0,0,4,0,3,2,8,0,5,6,0,2,0,4,3,0,12,0,0,7,0,0,0,0,1,0,6,4,7,1,2,2,0,0,5,3,0,3,3,0,27,7,0,0,0,3,5,1,0,2,12,3,0,11,1,15,0,0,0,0,0,0,0,0,5,0,4,2,4,6,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,4,13,1,0,0,4,3,1,1,5,1,3,0,0,0,10,0,3,2,6,0,0,6,0,0,11,1,1,2,0,0,2,1,1,10,0,0,0,29,60,1,11,2,0,6,0,1,2,5,3,0,0,0,2,12,0,0,0,3,0,0,4,0,7,48,12,1,0,6,0,0,0,0,0,0,0,9,16,2,0,0,1,0,0,0,0,0,0,0,2,4,1,2,3,4,1,5,3,4,0,5,0,6,1,0,52,3,27,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,1,1,0,1,2,4,14,3,3,1
149,Sozialdemokratische Partei der Schweiz (SP),Beat Jans,0,0,0,0,0,1,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
