,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'artikel')","('absatz', 'buchstab')","('administrativ', 'aufwand')","('all', 'grund')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('art', 'weis')","('artikel', 'absatz')","('ausricht', 'antrag')","('beantrag', 'nam')","('beantragt', 'ablehn')","('beantragt', 'annahm')","('beantragt', 'diskussion')","('beantragt', 'ebenfall')","('beantragt', 'einstimm')","('beantragt', 'kurz')","('beantragt', 'stimm')","('befriedigt', 'diskussion')","('beid', 'rat')","('bereit', 'erwahnt')","('bereit', 'heut')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('big', 'to')","('bitt', 'bundesrat')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'nam')","('buchstab', 'a')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'befriedigt')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesrat', 'parlament')","('bundesratin', 'widmerschlumpf')","('burg', 'partei')","('burgerinn', 'burg')","('cvpevpglpfraktion', 'bitt')","('cvpevpglpfraktion', 'unterstutzt')","('d', 'h')","('dah', 'find')","('dam', 'herr')","('dank', 'bundesrat')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darum', 'bitt')","('deshalb', 'bitt')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenentwurf')","('direkt', 'gegenvorschlag')","('diskussion', 'beantragt')","('diskussion', 'einverstand')","('drei', 'jahr')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('end', 'jahr')","('entwurf', 'bundesrat')","('erhalt', 'kommission')","('erneuerbar', 'energi')","('erst', 'lini')","('eth', 'zurich')","('etwa', 'million')","('europa', 'union')","('fakultativ', 'referendum')","('famili', 'kind')","('fdpliberal', 'fraktion')","('financial', 'stability')","('flankier', 'massnahm')","('folg', 'geb')","('frag', 'stell')","('fraktion', 'cvpevpglpfraktion')","('frank', 'pro')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'dien')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'meierschatz')","('frau', 'nationalratin')","('frau', 'sommaruga')","('freisinnigdemokrat', 'fraktion')","('ganz', 'klar')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('gross', 'zahl')","('grund', 'weshalb')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'buttik')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'spuhl')","('herr', 'stahelin')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'kolleg')","('herrn', 'standerat')","('hoh', 'vergut')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('interess', 'daran')","('international', 'wahrungsfond')","('interpellant', 'schriftlich')","('ja', 'nein')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'gemeind')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('klar', 'meinung')","('kolleg', 'david')","('kolleg', 'schweig')","('kommission', 'beantragt')","('kommission', 'erhalt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'verkehr')","('konsumentinn', 'konsument')","('lang', 'zeit')","('lasst', 'ausricht')","('letzt', 'bemerk')","('letzt', 'jahr')","('letzt', 'mal')","('letzt', 'punkt')","('letzt', 'woch')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('losung', 'find')","('macht', 'sinn')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('million', 'frank')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('minderheitsantrag', 'abzulehn')","('mitglied', 'bundesrat')","('mocht', 'darauf')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'cvpevpglpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'folg')","('natur', 'person')","('neu', 'unternehmenssteu')","('oberst', 'organ')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('pro', 'helvetia')","('pro', 'jahr')","('produzier', 'landwirtschaft')","('rapp', 'pro')","('recht', 'gesagt')","('regional', 'erschopf')","('richterinn', 'richt')","('richtig', 'gesagt')","('roll', 'spiel')","('rund', 'milliard')","('sag', 'ja')","('sbb', 'cargo')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'eu')","('schweiz', 'schul')","('schweizer', 'nationalbank')","('seit', 'fahn')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokratinn', 'sozialdemokrat')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'klar')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stell', 'fest')","('stimm', 'enthalt')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'eintret')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('to', 'fail')","('too', 'big')","('uns', 'kommission')","('uns', 'meinung')","('unterstutzt', 'antrag')","('unterstutzt', 'spfraktion')","('vergang', 'jahr')","('verkehr', 'fernmeldewes')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('weshalb', 'bundesrat')","('wirtschaft', 'leistungsfah')","('worum', 'geht')","('wurd', 'kommission')","('z', 'b')","('zehn', 'jahr')","('zwei', 'drei')","('zwingend', 'volkerrecht')"
50,FDP.Die Liberalen (FDP-Liberale),Felix Gutzwiller,6,1,1,1,0,4,0,5,16,27,17,0,7,21,0,1,0,1,0,0,1,0,0,0,2,0,2,0,0,8,2,4,0,10,2,2,1,21,2,1,4,3,1,3,0,1,0,0,3,0,1,2,1,16,26,2,5,0,0,0,0,0,0,5,0,11,1,3,0,4,0,3,0,0,28,0,0,2,3,1,6,0,5,0,13,4,4,3,9,0,0,5,0,36,1,18,9,3,4,6,0,3,0,18,1,9,0,0,2,0,2,1,0,0,1,0,4,1,0,2,5,0,0,2,3,7,8,5,1,2,0,6,1,11,0,0,5,0,0,7,3,3,4,0,0,8,2,5,16,0,2,0,11,46,9,9,11,1,1,7,19,5,10,6,0,0,0,2,0,0,0,10,1,0,0,3,0,0,12,0,1,13,10,0,0,3,0,0,0,4,0,6,0,23,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,0,0,0,0,0,0,0,0,2,2,3,0,0,0,3,0,2,6,1,0,7,4,11,16,19,0
51,FDP.Die Liberalen (FDP-Liberale),Filippo Leutenegger,0,0,0,0,1,0,0,0,11,17,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,1,0,4,0,10,0,0,8,0,0,0,9,0,1,1,1,0,7,0,3,0,0,0,1,0,0,0,0,1,2,5,0,2,3,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,19,1,1,0,0,2,3,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,4,1,0,0,1,0,0,1,0,3,0,1,0,5,40,2,6,3,1,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,3,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,7,2,0
52,FDP.Die Liberalen (FDP-Liberale),Fritz Schiesser,0,3,3,1,0,1,0,3,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,4,0,0,1,0,5,0,2,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
53,FDP.Die Liberalen (FDP-Liberale),Fulvio Pelli,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,2,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,15,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
54,FDP.Die Liberalen (FDP-Liberale),Gabi Huber,0,1,2,1,3,2,0,3,11,20,1,0,0,16,0,3,0,0,0,0,0,0,2,0,3,1,5,0,0,0,5,0,0,0,2,5,2,3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,1,0,2,0,0,1,13,0,0,0,0,0,1,3,0,0,5,0,0,1,0,0,90,0,1,12,1,2,2,1,4,0,0,0,4,0,1,0,3,3,0,6,1,12,4,1,0,0,0,0,0,7,0,0,0,0,1,1,0,4,8,8,0,0,0,5,3,0,1,0,5,3,0,0,0,1,0,0,17,3,5,0,0,0,0,2,2,0,0,4,0,0,2,1,4,0,1,0,12,31,0,18,19,1,0,1,0,4,1,2,0,1,8,2,0,0,1,0,0,0,1,6,0,6,22,2,0,0,3,0,0,0,5,0,0,2,3,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,5,5,4,0,2,0,2,5,0,5,0,0,0,6,2,4,0,0
55,FDP.Die Liberalen (FDP-Liberale),Georges Theiler,0,0,7,0,0,1,1,2,6,23,2,6,5,18,0,1,0,0,0,1,0,0,2,0,3,0,0,1,0,1,2,0,1,2,10,16,2,3,1,0,4,1,0,1,1,6,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,1,0,2,1,0,4,6,0,0,16,0,0,3,4,0,2,3,13,0,0,0,0,0,0,2,0,1,2,12,2,5,2,2,0,0,0,6,0,0,0,2,0,0,1,0,1,0,4,2,1,0,0,0,3,3,2,1,3,1,1,0,0,4,0,2,0,6,0,3,0,0,0,1,1,0,3,14,0,4,1,13,20,1,4,14,16,38,0,6,2,0,0,0,2,1,5,2,0,1,4,5,0,0,0,0,0,0,0,3,1,5,22,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0,2,2,1,2,0,0,1,0,0,8,0,0,4,4,2,6,1,0
56,FDP.Die Liberalen (FDP-Liberale),Hans Altherr,9,11,11,1,1,11,3,5,2,7,10,0,3,37,0,5,3,1,2,6,7,3,9,0,9,3,2,8,0,11,0,0,0,0,0,0,8,9,16,2,3,0,4,3,0,0,0,0,2,0,0,1,0,4,6,0,0,0,0,0,4,0,5,1,0,0,1,3,4,0,9,1,3,0,1,0,0,0,0,8,2,0,12,0,5,4,8,1,1,0,0,1,0,6,6,14,6,7,1,0,0,0,0,3,1,1,0,0,0,0,0,4,0,0,2,6,1,0,2,5,4,1,0,8,6,4,0,0,0,21,4,0,1,2,0,0,1,0,2,10,0,1,0,0,3,3,3,0,11,0,0,0,5,87,0,0,0,1,0,4,1,7,6,2,0,0,0,3,0,0,1,3,2,0,0,2,0,0,25,0,0,0,13,0,0,0,0,0,0,0,1,1,0,1,5,17,0,0,0,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,12,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,3,0,0,10,3,21,3,4,0
57,FDP.Die Liberalen (FDP-Liberale),Hans Hess,3,3,5,0,0,8,2,5,8,9,4,2,4,35,0,0,1,0,0,1,3,0,0,0,2,3,5,0,0,10,0,0,0,7,1,0,2,11,5,0,0,2,3,2,0,7,0,0,8,0,0,3,1,26,8,1,0,1,0,0,1,0,0,6,5,3,0,2,0,3,1,0,1,0,0,0,0,0,2,6,4,0,5,3,9,8,1,2,7,0,0,1,0,4,6,8,0,1,5,2,0,0,1,9,1,7,1,0,0,0,6,1,0,0,3,5,1,0,0,1,0,0,0,8,5,7,2,1,0,2,0,4,2,0,1,2,2,0,0,12,0,0,5,0,0,5,2,1,6,0,2,0,24,39,6,3,0,0,8,1,1,2,5,3,0,0,0,1,0,0,1,5,0,0,0,1,0,0,26,0,0,0,4,0,0,2,0,0,0,0,3,5,5,1,0,0,3,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,8,1,3,3,1,0,3,1,7,3,3,0
58,FDP.Die Liberalen (FDP-Liberale),Hans Rudolf Gysin,1,0,0,1,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,0,1,3,1,0,1,0,2,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,3,0,1,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,13,0,0,0,2,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,2,0,0
59,FDP.Die Liberalen (FDP-Liberale),Hans-Rudolf Merz,5,4,3,16,1,4,13,15,19,34,4,2,28,45,0,0,1,0,0,1,0,0,0,0,17,0,11,1,2,0,7,0,0,41,18,1,0,33,9,0,8,0,11,0,1,5,0,0,15,1,2,0,38,62,8,2,21,36,1,0,0,0,0,20,23,15,32,13,0,13,86,0,51,47,5,40,0,32,13,2,27,0,23,0,2,4,30,7,4,3,36,24,0,40,21,45,10,5,18,17,1,58,0,0,4,0,57,1,26,87,1,0,46,0,2,1,4,37,0,12,7,34,37,16,15,8,2,0,0,2,0,25,3,0,0,1,26,0,4,129,4,10,15,5,1,15,4,4,87,1,10,0,244,276,0,7,7,12,1,10,9,46,16,96,0,0,0,0,0,0,1,2,31,0,0,9,1,2,9,0,2,0,33,0,9,23,0,0,3,5,5,5,0,9,2,0,5,8,30,1,1,2,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,8,7,0,5,0,0,4,0,16,16,32,34,7,1,59,16,23,0
60,FDP.Die Liberalen (FDP-Liberale),Helen Leumann,2,0,0,0,0,2,0,1,0,0,2,1,0,5,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,1,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,0,0,2,0,0,11,0,0,0,0,10,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,10,18,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,1,0,0,0,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,1,9,0,1,0
61,FDP.Die Liberalen (FDP-Liberale),Ignazio Cassis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
62,FDP.Die Liberalen (FDP-Liberale),Jean-René Germanier,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,FDP.Die Liberalen (FDP-Liberale),Johann N. Schneider-Ammann,9,3,5,9,0,4,1,5,5,24,4,4,4,32,0,0,5,2,0,0,0,0,0,0,2,2,4,0,0,1,3,8,3,5,8,5,5,12,10,0,9,0,1,0,0,4,0,0,9,0,0,0,3,3,1,0,3,1,1,0,0,0,0,8,0,2,8,15,0,2,21,1,8,14,4,1,18,0,13,3,3,0,7,4,1,0,4,3,1,0,3,0,0,6,2,17,1,2,6,5,0,2,0,0,0,2,13,1,1,14,0,0,1,0,1,3,3,0,0,1,2,5,19,4,12,4,0,0,0,0,0,13,2,0,0,13,1,0,2,26,1,2,6,2,1,5,0,5,10,0,4,1,28,93,2,6,5,5,1,0,0,11,0,9,0,6,10,0,0,0,0,1,1,0,0,6,9,0,9,0,1,0,14,2,0,0,0,0,1,3,3,1,0,12,2,0,10,0,2,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,13,7,0,7,2,0,19,8,3,0
64,FDP.Die Liberalen (FDP-Liberale),Kurt Fluri,0,6,4,1,1,0,1,6,16,42,2,2,0,58,0,1,0,0,0,0,1,0,3,0,4,3,13,3,1,1,0,0,0,50,14,20,6,11,1,0,4,0,1,4,0,3,0,0,10,0,0,0,6,9,15,0,8,1,4,0,12,0,0,4,2,2,4,13,0,0,0,0,0,0,4,0,22,0,0,46,3,0,0,2,10,0,0,0,7,0,0,0,0,28,6,27,16,23,11,3,1,4,0,2,0,34,0,0,0,0,2,11,0,0,1,35,6,0,0,3,3,3,0,9,12,5,1,0,0,5,0,8,70,22,0,4,2,0,0,7,2,0,1,15,0,0,1,45,79,0,8,1,1,7,3,15,12,27,1,7,2,3,1,3,0,2,9,7,0,0,0,1,1,0,0,2,9,5,54,0,1,0,1,0,0,0,0,6,0,1,0,1,0,1,0,0,0,0,1,15,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,38,0,0,0,0,0,0,0,0,0,0,16,2,1,0,1,0,0,13,0,0,4,7,18,5,3,18
65,FDP.Die Liberalen (FDP-Liberale),Marianne Kleiner,0,1,3,1,0,0,0,0,0,19,0,2,1,11,0,0,0,1,0,0,0,0,0,0,5,0,1,0,10,0,0,4,2,1,5,1,0,1,0,0,5,0,1,2,0,1,0,0,2,0,0,0,0,1,1,3,0,1,0,0,0,0,0,6,0,1,1,4,0,0,3,0,0,0,0,0,26,0,0,8,1,0,1,0,2,0,0,0,4,0,0,0,0,3,1,6,0,5,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,0,2,8,3,0,0,1,2,0,1,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,12,2,0,0,0,0,0,0,3,11,0,4,0,36,52,1,3,5,0,0,0,7,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,15,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,5,3,0
66,FDP.Die Liberalen (FDP-Liberale),Markus Hutter,1,0,1,1,2,3,2,1,12,51,2,1,7,19,0,1,0,0,0,1,0,0,3,0,0,5,7,0,11,0,0,4,0,8,14,2,2,8,4,0,17,2,2,4,0,9,0,0,1,0,0,2,0,1,5,1,5,3,1,0,0,0,0,0,2,1,0,19,0,0,3,0,1,0,0,0,51,0,0,4,1,0,2,1,8,0,0,0,14,0,0,0,0,11,0,35,5,2,3,3,1,4,1,5,0,36,0,0,0,0,8,3,0,0,1,3,0,0,0,1,3,0,2,6,2,4,8,0,0,5,0,5,0,24,5,9,3,0,0,9,1,1,1,1,0,0,5,27,37,0,4,0,73,90,5,14,4,21,0,5,0,2,3,8,0,1,9,0,0,0,0,0,1,0,0,0,3,15,9,0,0,0,6,0,0,0,0,0,0,1,7,2,0,5,0,0,0,2,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,43,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,5,1,9,1,0,5,2,5,3,0,0
67,FDP.Die Liberalen (FDP-Liberale),Otto Ineichen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,FDP.Die Liberalen (FDP-Liberale),Pankraz Freitag,2,8,2,2,0,6,4,10,10,17,1,2,1,20,0,3,0,3,0,1,4,0,5,0,1,2,0,1,0,10,1,1,0,2,3,0,6,14,6,0,9,0,1,7,0,0,0,0,4,0,0,0,0,11,11,4,0,7,1,2,4,0,0,9,0,9,4,15,0,30,3,1,33,0,0,0,0,0,0,8,5,0,4,1,12,0,0,0,6,0,0,0,0,5,12,11,0,3,6,7,0,1,1,3,0,5,0,0,0,0,0,1,0,3,14,5,2,0,0,0,6,0,1,9,5,3,0,3,3,13,0,3,2,2,0,0,2,0,3,36,3,4,3,0,0,1,0,10,15,0,3,0,133,221,7,0,0,0,1,7,2,2,3,18,0,0,0,6,0,0,2,3,0,0,0,1,1,8,13,0,3,3,15,0,9,2,0,0,0,2,10,2,1,11,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,1,1,19,0,0,0,3,0,0,5,0,0,3,1,20,7,13,0
69,FDP.Die Liberalen (FDP-Liberale),Pascal Couchepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
