,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpdie', 'liberal')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('fdpliberal', 'fraktion')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('lasst', 'mitteil')","('le', 'conseil')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
61,FDP.Die Liberalen (FDP-Liberale),Ignazio Cassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62,FDP.Die Liberalen (FDP-Liberale),Jean-René Germanier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,FDP.Die Liberalen (FDP-Liberale),Johann N. Schneider-Ammann,9,5,0,0,0,4,1,5,4,5,24,0,4,4,0,32,2,3,0,0,0,0,0,0,2,3,0,0,1,0,9,3,5,0,8,3,5,0,12,1,1,10,8,9,0,3,0,6,0,5,7,0,0,0,0,3,3,1,0,0,1,4,0,0,1,1,0,0,0,2,0,0,0,2,15,2,2,8,3,2,14,4,4,0,0,0,2,1,0,0,1,18,3,2,2,4,1,4,3,1,1,3,0,6,17,5,2,17,1,2,6,5,0,0,2,0,0,2,2,2,1,13,1,14,0,0,0,0,1,0,7,1,3,0,1,2,5,19,2,0,0,0,0,0,0,1,3,13,2,0,0,2,2,13,4,0,1,0,2,1,1,0,0,5,10,0,0,0,0,4,1,1,28,2,5,0,1,0,0,0,11,0,0,9,9,0,6,10,0,0,0,0,0,0,1,1,0,9,9,0,0,0,0,0,1,3,0,0,4,12,2,0,20,2,6,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,13,7,0,0,3,2,0,1,3,2,0
64,FDP.Die Liberalen (FDP-Liberale),Kurt Fluri,0,4,12,0,0,0,1,6,8,16,42,0,2,2,0,58,4,2,13,0,0,1,2,3,4,5,3,1,1,1,18,0,50,0,14,11,6,5,11,5,2,1,0,4,1,3,0,4,0,0,11,0,2,0,0,7,6,15,1,0,0,1,0,0,1,4,0,0,2,2,0,3,5,4,13,0,2,0,0,1,0,4,8,5,1,0,1,2,0,0,0,22,46,0,0,2,10,0,0,7,11,0,0,28,10,0,6,27,16,23,11,3,0,9,4,0,2,0,0,34,0,0,0,0,2,2,0,11,0,2,9,1,35,0,3,3,3,0,0,0,0,2,1,6,5,4,6,8,70,22,5,4,0,4,0,0,0,0,15,0,0,0,0,45,79,0,0,13,0,8,1,1,1,3,27,1,2,2,2,2,3,1,0,3,2,0,2,9,7,3,0,0,0,0,1,1,5,0,54,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,4,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,6,1,6,38,0,0,0,0,0,0,0,0,0,0,0,16,27,0,0,3,3,1,0,13,0,2,0,4,7,2,3,0,1
65,FDP.Die Liberalen (FDP-Liberale),Marianne Kleiner,0,3,0,0,0,0,0,0,1,0,19,0,0,2,0,11,0,0,0,0,0,0,0,0,5,0,0,10,0,0,6,2,1,0,5,1,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,1,26,8,0,0,0,2,0,0,4,0,0,0,3,1,1,1,6,0,5,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,1,2,8,0,0,2,0,1,2,0,0,1,1,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,3,11,0,0,1,0,4,0,0,36,1,0,0,7,3,7,2,0,0,0,5,0,0,0,1,0,0,0,0,0,2,0,2,0,0,26,15,0,0,0,5,0,1,0,0,0,5,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,1,0,0,0,0,0,0,0,3,0,2
66,FDP.Die Liberalen (FDP-Liberale),Markus Hutter,1,1,0,0,0,3,2,1,6,12,51,1,2,1,0,19,1,1,0,0,0,0,2,3,0,0,0,11,0,1,6,0,8,0,14,7,2,1,8,1,3,4,0,17,0,1,2,1,6,1,8,0,3,0,2,14,0,5,0,1,0,1,0,0,3,1,0,0,2,1,0,3,3,1,19,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0,3,51,4,1,0,1,8,0,0,14,0,0,0,11,5,1,0,35,5,2,3,3,0,0,4,0,5,0,0,36,0,0,0,0,1,8,0,3,0,1,0,1,3,0,0,3,0,2,0,0,0,0,8,2,5,8,2,5,0,24,0,1,0,9,0,0,0,0,1,0,1,0,0,27,37,0,0,2,0,4,0,0,73,5,21,0,1,9,0,4,2,3,0,8,0,0,1,9,0,3,0,0,0,0,0,0,15,0,9,0,0,0,0,1,0,7,1,0,0,5,0,0,0,1,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,1,9,0,0,0,5,2,0,0,1,1
67,FDP.Die Liberalen (FDP-Liberale),Otto Ineichen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
68,FDP.Die Liberalen (FDP-Liberale),Pankraz Freitag,2,2,0,1,0,6,4,10,0,10,17,1,1,2,0,20,0,0,2,0,0,4,2,5,1,2,1,0,10,0,4,0,2,0,3,0,6,2,14,3,1,6,0,9,6,0,0,1,3,1,0,0,4,0,0,2,0,11,4,4,1,1,0,8,7,1,0,3,0,9,0,0,0,1,15,30,4,33,19,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,1,12,0,0,6,0,0,0,5,2,5,12,11,0,3,6,7,0,2,1,0,3,0,0,5,0,0,0,0,0,0,0,1,0,0,2,14,5,0,3,6,0,1,6,2,0,7,0,3,13,3,0,3,2,2,2,0,1,0,0,0,0,0,0,0,7,0,0,10,15,0,0,1,0,3,1,0,133,7,0,2,2,1,2,0,2,3,1,18,0,0,0,0,6,3,0,0,2,0,3,4,8,0,13,0,0,3,2,0,0,10,3,1,3,11,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,12,0,2,0,5,0,0,0,3,1,5,13,8,1
69,FDP.Die Liberalen (FDP-Liberale),Peter Briner,0,0,0,0,0,5,0,2,1,1,3,1,7,0,0,7,0,0,0,0,2,4,0,1,3,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,6,0,1,3,2,0,3,1,0,0,0,0,1,1,0,0,1,0,0,8,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,8,0,0,0,1,1,11,1,0,2,5,0,1,1,1,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,5,3,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,4,2,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,0,0,0,0,0,1,1,0,0,0,3,0,0,0,5,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,2,1,0
70,FDP.Die Liberalen (FDP-Liberale),Peter Flück,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
71,FDP.Die Liberalen (FDP-Liberale),Peter Malama,0,1,2,1,0,1,1,3,5,5,22,1,1,0,1,8,2,0,0,0,0,0,0,3,6,0,0,0,0,0,6,0,11,0,1,2,0,0,10,0,1,1,1,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,11,5,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,47,2,0,0,1,4,0,0,3,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,4,0,0,2,0,0,0,0,0,3,0,0,0,0,6,0,3,0,1,0,0,0,0,0,0,0,3,2,3,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,7,18,0,0,1,0,0,0,0,6,1,4,0,0,0,0,0,1,1,0,1,1,0,0,15,5,2,0,0,0,0,0,0,1,10,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,15,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,6,1,0,0,5,0,0,0,1,0,5,0,0,0
72,FDP.Die Liberalen (FDP-Liberale),Philipp Müller,0,18,1,0,0,1,7,4,5,6,50,3,1,5,0,56,1,0,6,0,4,0,5,8,7,0,0,0,2,0,6,8,1,0,4,2,7,9,4,1,3,2,1,2,3,2,0,0,0,1,3,0,3,0,0,0,1,8,0,0,3,0,0,0,3,0,0,0,2,2,0,20,8,3,6,0,0,2,1,5,3,15,0,0,0,0,0,1,1,0,2,20,10,0,0,0,7,0,0,3,0,0,0,11,0,0,4,22,4,19,15,4,0,3,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,5,3,8,6,0,0,1,2,5,0,0,0,0,0,10,10,2,31,3,0,25,9,2,0,0,0,0,1,0,40,0,0,0,1,13,8,0,0,3,1,2,2,3,11,0,8,3,0,0,0,1,1,3,0,0,0,0,1,6,5,1,0,0,1,0,0,2,0,0,38,0,0,0,0,0,0,2,0,0,4,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,2,16,69,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,6,5,9,1,0,3,4,7,0,1,4,0
73,FDP.Die Liberalen (FDP-Liberale),Pierre Triponez,0,6,2,0,0,0,1,2,7,7,18,1,1,0,0,30,1,0,0,0,0,0,0,0,0,1,0,4,2,0,1,0,1,1,3,0,2,4,1,0,0,2,0,5,1,0,0,0,0,0,13,0,5,0,0,6,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,1,2,1,0,0,0,0,0,0,0,0,4,0,0,1,40,7,0,0,0,0,0,0,9,0,0,0,8,0,0,0,4,1,12,1,2,0,1,6,0,8,0,0,2,2,1,0,0,0,2,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,2,1,2,2,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,8,14,0,0,1,0,4,0,0,2,2,1,1,0,0,2,3,1,0,1,1,0,0,6,12,0,0,0,0,1,0,0,1,0,0,13,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,3,9,0,0,0,2,1,0,1,0,4
74,FDP.Die Liberalen (FDP-Liberale),Raphaël Comte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,FDP.Die Liberalen (FDP-Liberale),Rolf Büttiker,5,13,0,0,0,7,13,8,3,8,14,0,37,0,0,59,0,1,8,1,0,1,3,3,6,2,5,7,11,0,15,2,4,0,2,0,9,6,15,10,0,5,0,6,5,7,14,0,2,10,0,0,2,0,11,14,3,4,2,2,0,1,0,2,4,6,0,2,3,18,0,0,0,1,10,20,6,2,6,1,0,3,1,5,1,0,0,0,0,0,0,0,10,4,1,11,60,15,6,0,0,0,10,21,0,0,10,13,2,4,24,10,0,4,1,9,89,10,12,1,1,0,3,3,0,9,6,0,0,2,11,4,2,0,1,7,0,0,0,0,0,1,1,4,7,7,0,5,3,7,2,2,2,2,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,6,1,1,27,3,0,4,12,1,4,0,4,10,6,7,0,0,0,0,2,1,0,0,1,0,3,0,2,0,30,2,0,0,3,0,3,0,7,3,3,2,1,0,0,1,6,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,7,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,4,0,0,5,5,0,6,18,1,1
76,FDP.Die Liberalen (FDP-Liberale),Rolf Schweiger,1,1,2,0,0,13,2,8,0,11,18,1,3,0,0,31,0,7,0,5,5,2,3,0,7,6,2,0,3,0,3,0,5,0,0,1,0,2,12,3,3,2,0,1,1,0,0,0,4,3,0,0,5,0,1,0,1,3,0,7,0,1,7,3,6,0,0,0,2,1,0,0,0,5,12,15,0,5,10,0,1,0,7,2,6,0,0,0,0,0,0,0,18,1,1,2,10,14,0,8,0,0,11,14,40,0,3,15,4,0,3,4,0,1,0,0,8,4,1,35,0,4,3,1,0,3,2,22,1,0,2,20,3,0,8,2,1,11,0,1,0,10,6,6,7,2,0,1,28,4,2,1,1,0,4,0,0,0,0,0,1,0,0,2,12,0,0,0,3,4,7,0,70,0,0,0,0,0,0,1,8,11,9,6,0,0,0,0,4,1,0,0,10,0,2,4,11,0,7,0,0,0,1,0,6,16,10,0,2,3,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,9,0,6,2,9,0,0,0,8,3,3,7,2,0
77,FDP.Die Liberalen (FDP-Liberale),Ruedi Noser,0,3,0,0,0,0,0,0,1,5,5,1,0,0,0,8,0,1,0,0,0,0,0,0,2,1,0,0,0,0,3,0,1,0,4,3,2,0,1,0,0,1,0,4,2,0,2,0,0,0,0,0,0,0,0,6,1,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,1,0,0,4,1,5,4,8,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,4,0,0,1,1,1,0,0,1,0,1,6,5,2,1,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,3,0,0,3,0,1,0,1,1,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,11,0,0,0,1,0,0,0,1,1,0,2,0,0
