,Phrase,Counts
2278,"('geh', 'muss')",60
2279,"('mind', 'flach')",60
2280,"('nachtrag', 'ii')",60
2281,"('war', 'ganz')",59
2282,"('leb', 'bedroht')",59
2283,"('antrag', 'folg')",59
2284,"('gross', 'anlieg')",59
2285,"('tun', 'mocht')",59
2286,"('cvpfraktion', 'bitt')",59
2287,"('schon', 'wichtig')",59
2288,"('deshalb', 'empfehl')",59
2289,"('glaub', 'war')",59
2290,"('wichtig', 'richtig')",59
2291,"('off', 'tur')",59
2292,"('ubernehm', 'muss')",59
2293,"('teil', 'vorlag')",59
2294,"('erst', 'berat')",59
2295,"('wurd', 'abgelehnt')",59
2296,"('absatz', 'antrag')",59
2297,"('sicht', 'kommissionsmehr')",59
2298,"('mind', 'zustimm')",59
2299,"('komm', 'antrag')",59
2300,"('aufstock', 'grenzwachtkorps')",59
2301,"('sinn', 'motion')",59
2302,"('burg', 'land')",59
2303,"('vereint', 'nation')",59
2304,"('warum', 'bundesrat')",59
2305,"('motion', 'beantragt')",59
2306,"('frank', 'beantragt')",59
2307,"('halt', 'schon')",59
2308,"('durchbruch', 'verhelf')",59
2309,"('a', 'b')",59
2310,"('gewalt', 'frau')",59
2311,"('trag', 'muss')",59
2312,"('geschaff', 'wurd')",59
2313,"('anlieg', 'kanton')",59
2314,"('jahr', 'zeit')",59
2315,"('prozent', 'fall')",59
2316,"('schon', 'imm')",59
2317,"('sag', 'kanton')",59
2318,"('sinn', 'artikel')",59
2319,"('vielleicht', 'mehr')",59
2320,"('vordergrund', 'steh')",59
2321,"('glaub', 'richtig')",59
2322,"('dageg', 'wehr')",59
2323,"('seit', 'seit')",59
2324,"('war', 'schweiz')",59
2325,"('aufwand', 'verbund')",59
2326,"('erst', 'teil')",59
2327,"('gesamtabstimm', 'stimm')",59
2328,"('imm', 'klar')",59
2329,"('prozent', 'reduziert')",59
2330,"('kommission', 'ebenfall')",59
2331,"('konnt', 'kommission')",59
2332,"('jahrlich', 'milliard')",59
2333,"('folg', 'kommission')",59
2334,"('artikel', 'unterstutz')",59
2335,"('gibt', 'leut')",59
2336,"('bestimmt', 'voraussetz')",59
2337,"('bundesrat', 'entscheid')",59
2338,"('ja', 'wirklich')",59
2339,"('buro', 'gleichstell')",59
2340,"('heutig', 'sicht')",59
2341,"('kost', 'million')",59
2342,"('ablehn', 'empfohl')",59
2343,"('votum', 'herrn')",59
2344,"('bundesrat', 'wichtig')",59
2345,"('plus', 'prozent')",59
2346,"('komm', 'ja')",59
2347,"('ja', 'schutz')",59
2348,"('kommt', 'bundesrat')",59
2349,"('sprech', 'ja')",59
2350,"('absolut', 'verjahrungsfrist')",59
2351,"('seien', 'ehrlich')",58
2352,"('sieht', 'bundesrat')",58
2353,"('stark', 'belastet')",58
2354,"('muss', 'klar')",58
2355,"('bewaffnet', 'konflikt')",58
2356,"('gut', 'recht')",58
2357,"('geht', 'beim')",58
2358,"('geld', 'verdi')",58
2359,"('hoh', 'niveau')",58
2360,"('schlagt', 'kommission')",58
2361,"('gibt', 'gewiss')",58
2362,"('nationalrat', 'wurd')",58
2363,"('weit', 'fortgeschritt')",58
2364,"('frag', 'weshalb')",58
2365,"('lehn', 'motion')",58
2366,"('deutlich', 'gesagt')",58
2367,"('entsprech', 'vorlag')",58
2368,"('meinung', 'mehrheit')",58
2369,"('gibt', 'bundesrat')",58
2370,"('bereit', 'gemacht')",58
2371,"('dah', 'antrag')",58
2372,"('sicht', 'mehrheit')",58
2373,"('eigent', 'musst')",58
2374,"('inland', 'ausland')",58
2375,"('kanton', 'ja')",58
2376,"('motion', 'abzuschreib')",58
2377,"('moglich', 'gut')",58
2378,"('grund', 'beantragt')",58
2379,"('bundesrat', 'massnahm')",58
2380,"('klar', 'ausdruck')",58
2381,"('steuerzahlerinn', 'steuerzahl')",58
2382,"('kind', 'erwachsenenschutzbehord')",58
2383,"('polit', 'syst')",58
2384,"('find', 'schon')",58
2385,"('bilateral', 'bezieh')",58
2386,"('daran', 'arbeit')",58
2387,"('offent', 'sektor')",58
2388,"('word', 'seien')",58
2389,"('gegenub', 'eu')",58
2390,"('heut', 'gross')",58
2391,"('eintret', 'zustimm')",58
2392,"('gemass', 'beschluss')",58
2393,"('rahm', 'detailberat')",58
2394,"('fall', 'fall')",58
2395,"('offent', 'sich')",58
2396,"('gleich', 'richtung')",58
2397,"('erhoh', 'mehrwertsteu')",58
2398,"('jahr', 'erst')",58
2399,"('unterstutz', 'geht')",58
2400,"('moglich', 'erhalt')",58
2401,"('bilateral', 'weg')",58
2402,"('gibt', 'namlich')",58
2403,"('ausgefuhrt', 'wurd')",58
2404,"('branchenorganisation', 'milch')",58
2405,"('gesagt', 'schweiz')",58
2406,"('sag', 'warum')",58
2407,"('mehr', 'ganz')",58
2408,"('jahr', 'verlang')",58
2409,"('frag', 'eigent')",58
2410,"('war', 'sicht')",58
2411,"('muss', 'entscheid')",58
2412,"('zwei', 'weit')",58
2413,"('frag', 'wann')",58
2414,"('seit', 'viel')",58
2415,"('entscheid', 'muss')",58
2416,"('kost', 'verursach')",58
2417,"('kompetenz', 'bundesrat')",58
2418,"('bundesrat', 'zusatz')",58
2419,"('baut', 'anlag')",58
2420,"('umlieg', 'land')",58
2421,"('ja', 'initiativ')",58
2422,"('sitzung', 'januar')",58
2423,"('nachtrag', 'i')",58
2424,"('standerat', 'engl')",57
2425,"('prozent', 'unternehm')",57
2426,"('staat', 'schweiz')",57
2427,"('wurd', 'mehrmal')",57
2428,"('gleich', 'frag')",57
2429,"('gesetz', 'moglich')",57
2430,"('referendum', 'unterstellt')",57
2431,"('ja', 'gesetz')",57
2432,"('intensiv', 'diskussion')",57
2433,"('sich', 'mehr')",57
2434,"('deutschland', 'frankreich')",57
2435,"('genau', 'darum')",57
2436,"('gegeb', 'zeit')",57
2437,"('kurz', 'bemerk')",57
2438,"('herr', 'amstutz')",57
2439,"('fraktion', 'mehrheit')",57
2440,"('mehrmal', 'gesagt')",57
2441,"('grund', 'ablehn')",57
2442,"('elt', 'kind')",57
2443,"('braucht', 'neu')",57
2444,"('beid', 'kamm')",57
2445,"('folg', 'vorlag')",57
2446,"('kanton', 'sag')",57
2447,"('wichtig', 'ziel')",57
2448,"('herr', 'lombardi')",57
2449,"('gross', 'projekt')",57
2450,"('durchschnitt', 'prozent')",57
2451,"('folg', 'bitt')",57
2452,"('brauch', 'mehr')",57
2453,"('bundesrat', 'bewusst')",57
2454,"('wahlerinn', 'wahl')",57
2455,"('herr', 'rechstein')",57
2456,"('seit', 'gibt')",57
2457,"('initiativ', 'ja')",57
2458,"('daran', 'denk')",57
2459,"('namlich', 'prozent')",57
2460,"('eingang', 'erwahnt')",57
2461,"('vernehmlass', 'gegeb')",57
2462,"('relativ', 'gross')",57
2463,"('diskussion', 'stehend')",57
2464,"('verpflichtungskredit', 'million')",57
2465,"('gestellt', 'frag')",57
2466,"('geld', 'verfug')",57
2467,"('nehm', 'kenntnis')",57
2468,"('minderheitsantrag', 'betrifft')",57
2469,"('gut', 'funktionier')",57
2470,"('geht', 'letztlich')",57
2471,"('bereit', 'rahm')",57
2472,"('letzt', 'bemerk')",57
2473,"('gesetz', 'auftrag')",57
2474,"('gut', 'moglich')",57
2475,"('kam', 'schluss')",57
2476,"('wurd', 'motion')",57
2477,"('wirtschaft', 'sozial')",57
2478,"('mehr', 'million')",57
2479,"('pflicht', 'nehm')",57
2480,"('ruckweisungsantrag', 'mind')",57
2481,"('international', 'genf')",57
2482,"('berechtigt', 'anlieg')",57
2483,"('schweiz', 'finanzplatz')",57
2484,"('bundesrat', 'parmelin')",57
2485,"('parlament', 'beschloss')",57
2486,"('motion', 'septemb')",57
2487,"('kell', 'pet')",57
2488,"('privat', 'medi')",57
2489,"('annahm', 'masseneinwanderungsinitiativ')",57
2490,"('wurd', 'recht')",57
2491,"('hatt', 'hatt')",57
2492,"('via', 'sicura')",57
2493,"('schutz', 'kulturland')",57
2494,"('initiativ', 'gegenentwurf')",57
2495,"('teil', 'bevolker')",56
2496,"('deshalb', 'war')",56
2497,"('darin', 'enthalt')",56
2498,"('moglich', 'mehr')",56
2499,"('motion', 'annahm')",56
2500,"('anlieg', 'motionar')",56
2501,"('ganz', 'unterschied')",56
2502,"('sag', 'eigent')",56
2503,"('ablehn', 'postulat')",56
2504,"('recht', 'geb')",56
2505,"('mitglied', 'rat')",56
2506,"('mehr', 'notig')",56
2507,"('ausland', 'unternehm')",56
2508,"('land', 'gibt')",56
2509,"('vielleicht', 'ganz')",56
2510,"('steht', 'ja')",56
2511,"('nationalrat', 'festzuhalt')",56
2512,"('botschaft', 'international')",56
2513,"('bereit', 'fruh')",56
2514,"('beschloss', 'bundesrat')",56
2515,"('lehn', 'minderheitsantrag')",56
2516,"('heut', 'eigent')",56
2517,"('jahr', 'her')",56
2518,"('schritt', 'schritt')",56
2519,"('gross', 'vorteil')",56
2520,"('mehrheit', 'standerat')",56
2521,"('bundesrat', 'beschloss')",56
2522,"('dabei', 'handelt')",56
2523,"('motion', 'fordert')",56
2524,"('schweiz', 'eben')",56
2525,"('deshalb', 'schon')",56
2526,"('ja', 'frag')",56
2527,"('halt', 'bundesrat')",56
2528,"('geb', 'bundesrat')",56
2529,"('vorgeschlag', 'massnahm')",56
2530,"('stadt', 'agglomeration')",56
2531,"('heut', 'ganz')",56
2532,"('dank', 'dafur')",56
2533,"('musst', 'sag')",56
2534,"('geht', 'vielmehr')",56
2535,"('vorlieg', 'geschaft')",56
2536,"('verantwort', 'trag')",56
2537,"('letzt', 'satz')",56
2538,"('glaub', 'einfach')",56
2539,"('verabschiedet', 'wurd')",56
2540,"('empfehl', 'antrag')",56
2541,"('zentral', 'element')",56
2542,"('beantrag', 'mind')",56
2543,"('mehr', 'fall')",56
2544,"('prozent', 'bruttonationaleinkomm')",56
2545,"('mull', 'philipp')",56
2546,"('halb', 'million')",56
2547,"('war', 'fall')",56
2548,"('mind', 'carobbio')",56
2549,"('schweiz', 'ag')",56
2550,"('vereinigt', 'staat')",56
2551,"('besteht', 'moglich')",56
2552,"('besteuer', 'wirtschaft')",56
2553,"('ohnehin', 'schon')",56
2554,"('wesent', 'hoh')",56
2555,"('grab', 'konrad')",56
2556,"('modell', 'standerat')",56
2557,"('herr', 'zanetti')",56
2558,"('erst', 'massnahmenpaket')",56
2559,"('mind', 'vertret')",56
2560,"('bezahlbar', 'wohnung')",56
2561,"('gegenub', 'voranschlag')",56
2562,"('histor', 'schiess')",56
2563,"('gegeb', 'wurd')",55
2564,"('desto', 'mehr')",55
2565,"('wirklich', 'sag')",55
2566,"('bundesrat', 'dafur')",55
2567,"('griff', 'bekomm')",55
2568,"('erhoh', 'rentenalt')",55
2569,"('ballist', 'korperschutz')",55
2570,"('kolleg', 'fluri')",55
2571,"('nutzerinn', 'nutz')",55
2572,"('jahr', 'gab')",55
2573,"('sozial', 'ausgleich')",55
2574,"('entscheid', 'getroff')",55
2575,"('imm', 'mehrheit')",55
2576,"('kommission', 'vorschlagt')",55
2577,"('verhandl', 'eu')",55
2578,"('offent', 'geld')",55
2579,"('notwend', 'massnahm')",55
2580,"('still', 'reserv')",55
2581,"('jahr', 'verlangert')",55
2582,"('gut', 'gewiss')",55
2583,"('imm', 'ganz')",55
2584,"('zentral', 'roll')",55
2585,"('entscheid', 'punkt')",55
2586,"('heisst', 'bundesrat')",55
2587,"('bundesrat', 'heut')",55
2588,"('selb', 'gesagt')",55
2589,"('lang', 'frist')",55
2590,"('steu', 'zahl')",55
2591,"('eben', 'kanton')",55
2592,"('ordr', 'public')",55
2593,"('letzt', 'funf')",55
2594,"('deshalb', 'lehn')",55
2595,"('punkt', 'vorlag')",55
2596,"('moglich', 'kanton')",55
2597,"('gesagt', 'eigent')",55
2598,"('relativ', 'kurz')",55
2599,"('ja', 'entsprech')",55
2600,"('verantwort', 'dafur')",55
2601,"('berat', 'nationalrat')",55
2602,"('moglich', 'geschaff')",55
2603,"('heut', 'imm')",55
2604,"('frag', 'aufgeworf')",55
2605,"('diskussion', 'wurd')",55
2606,"('bundesrat', 'gemass')",55
2607,"('war', 'gross')",55
2608,"('tun', 'tun')",55
2609,"('bundesrat', 'wurd')",55
2610,"('mittl', 'unternehm')",55
2611,"('national', 'standerat')",55
2612,"('konkret', 'geht')",55
2613,"('gross', 'finanziell')",55
2614,"('geehrt', 'frau')",55
2615,"('hatt', 'gern')",55
2616,"('plotzlich', 'mehr')",55
2617,"('kanton', 'solothurn')",55
2618,"('prozent', 'pro')",55
2619,"('mehr', 'hundert')",55
2620,"('notwend', 'gesetz')",55
2621,"('jahr', 'gut')",55
2622,"('debatt', 'fuhr')",55
2623,"('bereit', 'war')",55
2624,"('motorisiert', 'individualverkehr')",55
2625,"('klar', 'abgelehnt')",55
2626,"('strukturell', 'defizit')",55
2627,"('initiativ', 'ab')",55
2628,"('teil', 'meinung')",55
2629,"('dafur', 'ausgesproch')",55
2630,"('eidgenoss', 'finanzverwalt')",55
2631,"('frank', 'budget')",55
2632,"('mensch', 'umwelt')",55
2633,"('islam', 'staat')",55
2634,"('fuss', 'wanderweg')",55
2635,"('gegenvorschlag', 'initiativ')",55
2636,"('sag', 'nochmal')",54
2637,"('kommission', 'geht')",54
2638,"('lieb', 'kolleginn')",54
2639,"('verantwort', 'wahrnehm')",54
2640,"('gut', 'erfahr')",54
2641,"('schutz', 'bevolker')",54
2642,"('gewiss', 'kanton')",54
2643,"('beschluss', 'parlament')",54
2644,"('zweit', 'schritt')",54
2645,"('mind', 'fluckig')",54
2646,"('prozent', 'betrag')",54
2647,"('herr', 'fohn')",54
2648,"('jahr', 'kanton')",54
2649,"('motion', 'heut')",54
2650,"('betroff', 'mensch')",54
2651,"('bundesrat', 'darauf')",54
2652,"('antrag', 'ab')",54
2653,"('finanzkommission', 'rat')",54
2654,"('beding', 'erfullt')",54
2655,"('herr', 'kommissionssprech')",54
2656,"('vorlieg', 'gesetz')",54
2657,"('bitt', 'entsprech')",54
2658,"('motion', 'mull')",54
2659,"('initiativ', 'kanton')",54
2660,"('frag', 'heut')",54
2661,"('uberleg', 'bundesrat')",54
2662,"('klar', 'gesetz')",54
2663,"('mehrheit', 'wak')",54
2664,"('gleich', 'ziel')",54
2665,"('folg', 'geht')",54
2666,"('entsprech', 'artikel')",54
2667,"('heut', 'einfach')",54
2668,"('schon', 'letzt')",54
2669,"('mitglied', 'bundesrat')",54
2670,"('schon', 'ausgefuhrt')",54
2671,"('darauf', 'verlass')",54
2672,"('rasch', 'moglich')",54
2673,"('moglich', 'einfach')",54
2674,"('mocht', 'artikel')",54
2675,"('punkt', 'betrifft')",54
2676,"('hoh', 'anteil')",54
2677,"('rahm', 'umsetz')",54
2678,"('kommission', 'zwei')",54
2679,"('darub', 'abstimm')",54
2680,"('rahm', 'diskussion')",54
2681,"('gebrauch', 'gemacht')",54
2682,"('klein', 'einkomm')",54
2683,"('umsetz', 'neu')",54
2684,"('nationalrat', 'angenomm')",54
2685,"('wenig', 'tag')",54
2686,"('schweiz', 'war')",54
2687,"('herr', 'germann')",54
2688,"('bundesrat', 'aufgefordert')",54
2689,"('all', 'frag')",54
2690,"('wurd', 'deshalb')",54
2691,"('allein', 'schon')",54
2692,"('gibt', 'land')",54
2693,"('buchstab', 'g')",54
2694,"('mind', 'gysi')",54
2695,"('komm', 'zuruck')",54
2696,"('gibt', 'frag')",54
2697,"('frag', 'richtig')",54
2698,"('kolleg', 'hefti')",54
2699,"('elektron', 'stimmabgab')",54
2700,"('vernehmlass', 'wurd')",54
2701,"('schweiz', 'muss')",54
2702,"('neu', 'massnahm')",54
2703,"('international', 'gemeinschaft')",54
2704,"('bau', 'ausserhalb')",54
2705,"('insgesamt', 'milliard')",54
2706,"('gibt', 'tatsach')",54
2707,"('fordert', 'bundesrat')",54
2708,"('prozent', 'gegenub')",54
2709,"('mind', 'schwand')",54
2710,"('prozent', 'bip')",54
2711,"('straflos', 'selbstanzeig')",54
2712,"('wirtschaft', 'landesversorg')",54
2713,"('tonnag', 'tax')",54
2714,"('deutlich', 'hoh')",54
2715,"('schweiz', 'burg')",53
2716,"('wurd', 'vernehmlass')",53
2717,"('kommission', 'intensiv')",53
2718,"('kanton', 'unterschied')",53
2719,"('beschaff', 'neu')",53
2720,"('kommission', 'geschaft')",53
2721,"('jahr', 'inkrafttret')",53
2722,"('bereit', 'darauf')",53
2723,"('viel', 'person')",53
2724,"('schon', 'erst')",53
2725,"('einfach', 'losung')",53
2726,"('vorschlag', 'unterbreit')",53
2727,"('artikel', 'kommission')",53
2728,"('mind', 'iv')",53
2729,"('stimm', 'vorlag')",53
2730,"('gemass', 'neu')",53
2731,"('zwei', 'minderheitsantrag')",53
2732,"('einfach', 'nochmal')",53
2733,"('abschreib', 'motion')",53
2734,"('einfach', 'gesagt')",53
2735,"('handlungsbedarf', 'gibt')",53
2736,"('jahr', 'eingereicht')",53
2737,"('bundesrat', 'ueli')",53
2738,"('schweiz', 'rund')",53
2739,"('schweiz', 'grenz')",53
2740,"('eingereicht', 'motion')",53
2741,"('kanton', 'schon')",53
2742,"('verschied', 'land')",53
2743,"('darub', 'informiert')",53
2744,"('sinn', 'mocht')",53
2745,"('mind', 'meinung')",53
2746,"('initiativ', 'geht')",53
2747,"('bundesgesetz', 'offent')",53
2748,"('best', 'losung')",53
2749,"('bundesrat', 'losung')",53
2750,"('geh', 'weit')",53
2751,"('massnahm', 'bundesrat')",53
2752,"('schweiz', 'erhalt')",53
2753,"('sogar', 'mehr')",53
2754,"('sommaruga', 'carlo')",53
2755,"('meinung', 'sei')",53
2756,"('gut', 'uberleg')",53
2757,"('meist', 'kanton')",53
2758,"('wurd', 'vorlag')",53
2759,"('uns', 'seit')",53
2760,"('gestutzt', 'artikel')",53
2761,"('eigent', 'ziel')",53
2762,"('heut', 'rund')",53
2763,"('initiativ', 'fordert')",53
2764,"('soll', 'moglich')",53
2765,"('gut', 'gut')",53
2766,"('muss', 'schweiz')",53
2767,"('digital', 'schweiz')",53
2768,"('erlaub', 'kurz')",53
2769,"('finanzier', 'ahv')",53
2770,"('dringend', 'handlungsbedarf')",53
2771,"('konnt', 'ja')",53
2772,"('erhoh', 'million')",53
2773,"('gemass', 'gesetz')",53
2774,"('wichtig', 'war')",53
2775,"('aufgab', 'staat')",53
2776,"('lass', 'muss')",53
2777,"('reich', 'land')",53
2778,"('insbesond', 'frag')",53
2779,"('unterstutzt', 'mind')",53
2780,"('namlich', 'erst')",53
2781,"('gesetz', 'regeln')",53
2782,"('zwei', 'moglich')",53
2783,"('ja', 'gross')",53
2784,"('gleich', 'behandeln')",53
2785,"('bundesrat', 'gesetz')",53
2786,"('musst', 'schon')",53
2787,"('polit', 'partei')",53
2788,"('nein', 'gesagt')",53
2789,"('relativ', 'wenig')",53
2790,"('darub', 'befind')",53
2791,"('schweiz', 'polit')",53
2792,"('sag', 'gut')",53
2793,"('erfullt', 'muss')",53
2794,"('bundesrat', 'aufgrund')",53
2795,"('muss', 'wirklich')",53
2796,"('hoch', 'zeit')",53
2797,"('motion', 'fourni')",53
2798,"('absatz', 'unterstutz')",53
2799,"('wirtschaft', 'berechtigt')",53
2800,"('kanton', 'schaffhaus')",53
2801,"('volksinitiativ', 'ernahrungssich')",53
2802,"('sitzung', 'april')",53
2803,"('deutlich', 'wenig')",52
2804,"('halb', 'milliard')",52
2805,"('beid', 'fall')",52
2806,"('land', 'verlass')",52
2807,"('frag', 'polit')",52
2808,"('schweiz', 'leb')",52
2809,"('uberhaupt', 'moglich')",52
2810,"('initiativ', 'erst')",52
2811,"('muss', 'vielleicht')",52
2812,"('kanton', 'zug')",52
2813,"('detailberat', 'darauf')",52
2814,"('losung', 'nationalrat')",52
2815,"('schutz', 'schweiz')",52
2816,"('kommission', 'entsprech')",52
2817,"('bitt', 'schon')",52
2818,"('geb', 'muss')",52
2819,"('vorgeschlag', 'losung')",52
2820,"('schutz', 'kind')",52
2821,"('mehr', 'zeitgemass')",52
2822,"('annahm', 'empfohl')",52
2823,"('entscheid', 'standerat')",52
2824,"('heutig', 'gesetzgeb')",52
2825,"('uns', 'demokrati')",52
2826,"('ursprung', 'fassung')",52
2827,"('absatz', 'kommission')",52
2828,"('bildung', 'kultur')",52
2829,"('wiss', 'schweiz')",52
2830,"('inhalt', 'vorlag')",52
2831,"('kanton', 'soll')",52
2832,"('sensibl', 'bereich')",52
2833,"('bitt', 'einzutret')",52
2834,"('geht', 'neu')",52
2835,"('bundesrat', 'bezug')",52
2836,"('herr', 'rosti')",52
2837,"('spielt', 'roll')",52
2838,"('gibt', 'drei')",52
2839,"('i', 'ii')",52
2840,"('staatssekretariat', 'bildung')",52
2841,"('massnahm', 'forder')",52
2842,"('prozent', 'tief')",52
2843,"('schweiz', 'verlass')",52
2844,"('zwei', 'differenz')",52
2845,"('anschau', 'stell')",52
2846,"('sei', 'gut')",52
2847,"('neu', 'losung')",52
2848,"('gesagt', 'musst')",52
2849,"('frag', 'kolleg')",52
2850,"('wesent', 'element')",52
2851,"('ablehn', 'haltung')",52
2852,"('zustand', 'kanton')",52
2853,"('formulier', 'bundesrat')",52
2854,"('initiativ', 'angenomm')",52
2855,"('sag', 'mehr')",52
2856,"('obligator', 'referendum')",52
2857,"('hoh', 'stellenwert')",52
2858,"('mocht', 'erwahn')",52
2859,"('will', 'gesetzgeb')",52
2860,"('nach', 'zehn')",52
2861,"('million', 'tonn')",52
2862,"('bericht', 'kenntnis')",52
2863,"('war', 'namlich')",52
2864,"('gegenub', 'kanton')",52
2865,"('verwalt', 'bundesrat')",52
2866,"('frank', 'rund')",52
2867,"('hatt', 'folg')",52
2868,"('ganz', 'entscheid')",52
2869,"('umgesetzt', 'word')",52
2870,"('sag', 'musst')",52
2871,"('ja', 'seit')",52
2872,"('prioritat', 'setz')",52
2873,"('meinung', 'kommissionsmehr')",52
2874,"('nationalstrass', 'agglomerationsverkehrsfond')",52
2875,"('aufstock', 'million')",52
2876,"('diskussion', 'steht')",52
2877,"('wurd', 'geht')",52
2878,"('schlimm', 'fall')",52
2879,"('betrag', 'frank')",52
2880,"('aebisch', 'matthias')",52
2881,"('gut', 'qualitat')",52
2882,"('genet', 'dat')",52
2883,"('aktionsplan', 'pflanzenschutzmittel')",52
2884,"('gesagt', 'herr')",51
2885,"('sag', 'geht')",51
2886,"('davon', 'gesproch')",51
2887,"('minderheitsantrag', 'ablehn')",51
2888,"('beim', 'vorlieg')",51
2889,"('i', 'unterstutz')",51
2890,"('einzutret', 'detailberat')",51
2891,"('gewiss', 'bereich')",51
2892,"('dritt', 'mal')",51
2893,"('sag', 'motion')",51
2894,"('stammt', 'jahr')",51
2895,"('sinnvoll', 'war')",51
2896,"('klar', 'regel')",51
2897,"('gut', 'will')",51
2898,"('wesent', 'bestandteil')",51
2899,"('mocht', 'beliebt')",51
2900,"('mehrheit', 'findet')",51
2901,"('bundesamt', 'energi')",51
2902,"('sag', 'viel')",51
2903,"('macht', 'einfach')",51
2904,"('gefuhrt', 'wurd')",51
2905,"('stimm', 'mehrheit')",51
2906,"('heisst', 'ja')",51
2907,"('auskunft', 'geb')",51
2908,"('grund', 'motion')",51
2909,"('geb', 'gern')",51
2910,"('litera', 'a')",51
2911,"('davon', 'ausgeht')",51
2912,"('wirksam', 'massnahm')",51
2913,"('drei', 'tag')",51
2914,"('bundesrat', 'bitt')",51
2915,"('ablehn', 'empfiehlt')",51
2916,"('schweiz', 'bleib')",51
2917,"('eigent', 'geht')",51
2918,"('bundesrat', 'richtig')",51
2919,"('aufgenomm', 'person')",51
2920,"('burg', 'partei')",51
2921,"('natur', 'frag')",51
2922,"('mocht', 'mehr')",51
2923,"('schweiz', 'weltweit')",51
2924,"('fehl', 'platz')",51
2925,"('funf', 'sech')",51
2926,"('international', 'anerkannt')",51
2927,"('referendum', 'ergreif')",51
2928,"('beid', 'vorstoss')",51
2929,"('wichtig', 'entscheid')",51
2930,"('direkt', 'steu')",51
2931,"('kommission', 'nochmal')",51
2932,"('verschied', 'frag')",51
2933,"('grundlag', 'geschaff')",51
2934,"('geht', 'grundsatz')",51
2935,"('jahr', 'gleich')",51
2936,"('pro', 'person')",51
2937,"('entsprech', 'vorstoss')",51
2938,"('initiativ', 'zuruckgezog')",51
2939,"('jahr', 'ja')",51
2940,"('ausland', 'person')",51
2941,"('ja', 'viel')",51
2942,"('volksinitiativ', 'ja')",51
2943,"('dafur', 'dank')",51
2944,"('variant', 'bundesrat')",51
2945,"('leistung', 'erbracht')",51
2946,"('mind', 'stimm')",51
2947,"('eig', 'erfahr')",51
2948,"('artikel', 'antrag')",51
2949,"('antrag', 'ruckweis')",51
2950,"('frank', 'davon')",51
2951,"('betrag', 'milliard')",51
2952,"('firm', 'schweiz')",51
2953,"('wurd', 'richtig')",51
2954,"('hinzu', 'komm')",51
2955,"('genug', 'mittel')",51
2956,"('gesetz', 'steht')",51
2957,"('leistung', 'erbring')",51
2958,"('kommission', 'wichtig')",51
2959,"('jahr', 'parlament')",51
2960,"('situation', 'heut')",51
2961,"('kost', 'trag')",51
2962,"('letzt', 'jahrzehnt')",51
2963,"('klar', 'signal')",51
2964,"('einfuhr', 'automat')",51
2965,"('obligator', 'krankenversicher')",51
2966,"('kommt', 'imm')",51
2967,"('folgend', 'punkt')",51
2968,"('kunftig', 'generation')",51
2969,"('ruckweisungsantrag', 'abzulehn')",51
2970,"('deshalb', 'initiativ')",51
2971,"('bundesgericht', 'rechtsprech')",51
2972,"('sitzung', 'novemb')",51
2973,"('land', 'ernahrungswirtschaft')",51
2974,"('zwingend', 'volkerrecht')",51
2975,"('unabhang', 'vermogensverwalt')",51
2976,"('sach', 'betriebsaufwand')",51
2977,"('bund', 'prozent')",50
2978,"('eintret', 'gesagt')",50
2979,"('artikel', 'strafgesetzbuch')",50
2980,"('kanton', 'uri')",50
2981,"('gesagt', 'motion')",50
2982,"('gesagt', 'soll')",50
2983,"('verschied', 'variant')",50
2984,"('mehr', 'frag')",50
2985,"('einstimm', 'motion')",50
2986,"('folg', 'standerat')",50
2987,"('gesamt', 'schweiz')",50
2988,"('volk', 'angenomm')",50
2989,"('deshalb', 'wurd')",50
2990,"('zustand', 'stell')",50
2991,"('land', 'europa')",50
2992,"('bundesrat', 'legt')",50
2993,"('schweiz', 'viel')",50
2994,"('schon', 'ganz')",50
2995,"('richtig', 'zeitpunkt')",50
2996,"('mocht', 'mocht')",50
2997,"('allzu', 'lang')",50
2998,"('relativ', 'klein')",50
2999,"('imm', 'sag')",50
3000,"('personell', 'ressourc')",50
3001,"('hatt', 'eigent')",50
3002,"('relativ', 'schnell')",50
3003,"('absatz', 'bundesrat')",50
3004,"('allgemeinverbind', 'erklart')",50
3005,"('deshalb', 'heut')",50
3006,"('beim', 'zweit')",50
3007,"('stimm', 'ab')",50
3008,"('kommission', 'schon')",50
3009,"('mieterinn', 'miet')",50
3010,"('bundesrat', 'umsetz')",50
3011,"('bereit', 'mehrfach')",50
3012,"('anzunehm', 'bundesrat')",50
3013,"('anpass', 'artikel')",50
3014,"('frag', 'imm')",50
3015,"('frau', 'leutenegg')",50
3016,"('gesetz', 'anpass')",50
3017,"('gerad', 'letzt')",50
3018,"('dank', 'antwort')",50
3019,"('einfach', 'darum')",50
3020,"('bundesrat', 'einfach')",50
3021,"('grund', 'erst')",50
3022,"('rat', 'beschloss')",50
3023,"('ausland', 'anbiet')",50
3024,"('geht', 'einzig')",50
3025,"('initiativ', 'sei')",50
3026,"('fall', 'bundesrat')",50
3027,"('kommission', 'neu')",50
3028,"('bundesrat', 'gibt')",50
3029,"('sag', 'imm')",50
3030,"('motion', 'dittli')",50
3031,"('wohl', 'bewusst')",50
3032,"('bundesrat', 'war')",50
3033,"('mocht', 'wirklich')",50
3034,"('litera', 'd')",50
