,Phrase,Counts
3035,"('zahl', 'muss')",50
3036,"('wohl', 'eher')",50
3037,"('gemacht', 'hatt')",50
3038,"('arbeit', 'muss')",50
3039,"('verschied', 'akteur')",50
3040,"('gibt', 'minderheitsantrag')",50
3041,"('wirtschaft', 'interess')",50
3042,"('y', 'a')",50
3043,"('artikel', 'bitt')",50
3044,"('kommission', 'jedoch')",50
3045,"('geburt', 'kind')",50
3046,"('ruckweis', 'bundesrat')",50
3047,"('grad', 'celsius')",50
3048,"('eben', 'ganz')",50
3049,"('differenz', 'mehr')",50
3050,"('bund', 'unterstutzt')",50
3051,"('gut', 'million')",50
3052,"('elektron', 'identitat')",50
3053,"('landerbezog', 'bericht')",50
3054,"('direkt', 'betroff')",49
3055,"('prozent', 'liegt')",49
3056,"('antrag', 'zustimm')",49
3057,"('herr', 'glattli')",49
3058,"('aufgab', 'kanton')",49
3059,"('bundesamt', 'kultur')",49
3060,"('heut', 'zwei')",49
3061,"('muss', 'moglich')",49
3062,"('beitrag', 'schweiz')",49
3063,"('freiwill', 'massnahm')",49
3064,"('kantonal', 'kommunal')",49
3065,"('genau', 'grund')",49
3066,"('mind', 'weibel')",49
3067,"('funf', 'zehn')",49
3068,"('genug', 'zeit')",49
3069,"('aufgrund', 'neu')",49
3070,"('eben', 'imm')",49
3071,"('richtig', 'war')",49
3072,"('land', 'mehr')",49
3073,"('tat', 'wahrheit')",49
3074,"('frank', 'war')",49
3075,"('botschaft', 'ander')",49
3076,"('botschaft', 'seit')",49
3077,"('motion', 'eigent')",49
3078,"('eben', 'schweiz')",49
3079,"('denk', 'gut')",49
3080,"('beim', 'nach')",49
3081,"('dafur', 'eingesetzt')",49
3082,"('daran', 'and')",49
3083,"('gut', 'leb')",49
3084,"('berat', 'geschaft')",49
3085,"('juni', 'jahr')",49
3086,"('war', 'sinnvoll')",49
3087,"('mocht', 'motion')",49
3088,"('komm', 'frag')",49
3089,"('interessenbind', 'off')",49
3090,"('unternehm', 'mehr')",49
3091,"('beantragt', 'ander')",49
3092,"('enthalt', 'folg')",49
3093,"('frank', 'verfug')",49
3094,"('nochmal', 'darauf')",49
3095,"('schweiz', 'deshalb')",49
3096,"('empfehl', 'deshalb')",49
3097,"('wenig', 'monat')",49
3098,"('mind', 'hardegg')",49
3099,"('frag', 'zusammenhang')",49
3100,"('vorredn', 'gesagt')",49
3101,"('technisch', 'handelshemmnis')",49
3102,"('schon', 'erstaunt')",49
3103,"('borsenkotiert', 'unternehm')",49
3104,"('zwingend', 'notwend')",49
3105,"('europa', 'kommission')",49
3106,"('zud', 'gibt')",49
3107,"('unterschied', 'meinung')",49
3108,"('gibt', 'klar')",49
3109,"('probl', 'besteht')",49
3110,"('gemass', 'heutig')",49
3111,"('bereit', 'letzt')",49
3112,"('natur', 'ganz')",49
3113,"('kanton', 'gross')",49
3114,"('gross', 'meng')",49
3115,"('breit', 'abgestutzt')",49
3116,"('rechtsfrag', 'standerat')",49
3117,"('standerat', 'ja')",49
3118,"('heutig', 'debatt')",49
3119,"('mocht', 'moglich')",49
3120,"('viel', 'frau')",49
3121,"('entscheid', 'heut')",49
3122,"('zweit', 'dritt')",49
3123,"('nam', 'grunliberal')",49
3124,"('einspar', 'million')",49
3125,"('muss', 'geht')",49
3126,"('abzulehn', 'bundesrat')",49
3127,"('kommission', 'bewusst')",49
3128,"('standerat', 'stimm')",49
3129,"('offentlichrecht', 'anstalt')",49
3130,"('steht', 'artikel')",49
3131,"('finanziell', 'personell')",49
3132,"('standerat', 'zuzustimm')",49
3133,"('bitt', 'zustimm')",49
3134,"('mocht', 'klar')",49
3135,"('wiss', 'gibt')",49
3136,"('vorlag', 'ja')",49
3137,"('prozent', 'reduzi')",49
3138,"('hoh', 'prami')",49
3139,"('heut', 'klar')",49
3140,"('artikel', 'gesetz')",49
3141,"('international', 'kontext')",49
3142,"('unternehm', 'land')",49
3143,"('muss', 'gibt')",49
3144,"('wichtig', 'handelspartn')",49
3145,"('zieh', 'motion')",49
3146,"('vertrag', 'abgeschloss')",49
3147,"('sicht', 'cvpfraktion')",49
3148,"('off', 'stell')",49
3149,"('baut', 'ausserhalb')",49
3150,"('geht', 'million')",49
3151,"('vorlieg', 'bundesbeschluss')",49
3152,"('gerad', 'mal')",49
3153,"('kurzung', 'prozent')",49
3154,"('volkerrecht', 'landesrecht')",49
3155,"('sach', 'betriebsausgab')",49
3156,"('kurz', 'frag')",48
3157,"('damal', 'gesagt')",48
3158,"('wirklich', 'sinn')",48
3159,"('frag', 'ganz')",48
3160,"('frag', 'bereit')",48
3161,"('voraussetz', 'schaff')",48
3162,"('bundesrat', 'auffass')",48
3163,"('konkret', 'vorschlag')",48
3164,"('jahr', 'entsprech')",48
3165,"('frank', 'neu')",48
3166,"('wirkung', 'erzielt')",48
3167,"('schweiz', 'weiterhin')",48
3168,"('jahr', 'erhoh')",48
3169,"('ganz', 'teilweis')",48
3170,"('eig', 'interess')",48
3171,"('strass', 'schien')",48
3172,"('mind', 'verlangt')",48
3173,"('wichtig', 'bundesrat')",48
3174,"('gesagt', 'schon')",48
3175,"('vorlieg', 'bericht')",48
3176,"('zweit', 'minderheitsantrag')",48
3177,"('gross', 'ganz')",48
3178,"('eigent', 'sinn')",48
3179,"('bundesamt', 'lebensmittelsich')",48
3180,"('lebensmittelsich', 'veterinarwes')",48
3181,"('politikerinn', 'polit')",48
3182,"('namlich', 'artikel')",48
3183,"('strafbar', 'handlung')",48
3184,"('weit', 'grund')",48
3185,"('schon', 'richtig')",48
3186,"('mai', 'jahr')",48
3187,"('berat', 'standerat')",48
3188,"('unterstutzt', 'mehrheit')",48
3189,"('lini', 'bundesrat')",48
3190,"('heisst', 'konkret')",48
3191,"('formell', 'grund')",48
3192,"('fair', 'wettbewerb')",48
3193,"('artikel', 'neu')",48
3194,"('erfull', 'muss')",48
3195,"('folgend', 'uberleg')",48
3196,"('schon', 'oft')",48
3197,"('heut', 'gehort')",48
3198,"('innerhalb', 'drei')",48
3199,"('richtig', 'antwort')",48
3200,"('kommission', 'beantrag')",48
3201,"('sorg', 'dafur')",48
3202,"('kommission', 'eingeh')",48
3203,"('denk', 'geb')",48
3204,"('lehnt', 'bundesrat')",48
3205,"('erachtet', 'bundesrat')",48
3206,"('standerat', 'beschluss')",48
3207,"('besteh', 'bleib')",48
3208,"('genau', 'hinschau')",48
3209,"('bundesrat', 'erachtet')",48
3210,"('eben', 'neu')",48
3211,"('standerat', 'einstimm')",48
3212,"('empfiehlt', 'bundesrat')",48
3213,"('text', 'motion')",48
3214,"('gross', 'betrag')",48
3215,"('ganz', 'normal')",48
3216,"('jahr', 'ab')",48
3217,"('zentral', 'anlieg')",48
3218,"('kommission', 'unbestritt')",48
3219,"('geht', 'zwei')",48
3220,"('meinung', 'motion')",48
3221,"('schnell', 'moglich')",48
3222,"('aufgab', 'parlament')",48
3223,"('muss', 'natur')",48
3224,"('muss', 'seh')",48
3225,"('ganz', 'schluss')",48
3226,"('schlicht', 'ergreif')",48
3227,"('bundesrat', 'kommt')",48
3228,"('umsetz', 'parlamentar')",48
3229,"('klar', 'ziel')",48
3230,"('last', 'but')",48
3231,"('but', 'not')",48
3232,"('not', 'least')",48
3233,"('ganz', 'ganz')",48
3234,"('soll', 'mehr')",48
3235,"('mehr', 'personal')",48
3236,"('verschied', 'punkt')",48
3237,"('imm', 'hoh')",48
3238,"('wurd', 'mehr')",48
3239,"('versorg', 'bevolker')",48
3240,"('find', 'seit')",48
3241,"('qualitativ', 'gut')",48
3242,"('staatlich', 'leistung')",48
3243,"('wert', 'darauf')",48
3244,"('direkt', 'zusammenhang')",48
3245,"('zwei', 'wichtig')",48
3246,"('sinn', 'beantrag')",48
3247,"('zusatz', 'aufwand')",48
3248,"('schweiz', 'geht')",48
3249,"('schweiz', 'interess')",48
3250,"('braucht', 'klar')",48
3251,"('sprech', 'kommission')",48
3252,"('soll', 'bundesrat')",48
3253,"('reduktion', 'prozent')",48
3254,"('absolut', 'richtig')",48
3255,"('geht', 'genau')",48
3256,"('artikel', 'wurd')",48
3257,"('angesproch', 'word')",48
3258,"('bundesrat', 'ursprung')",48
3259,"('gut', 'rahmenbeding')",48
3260,"('frag', 'muss')",48
3261,"('bundesrat', 'verabschiedet')",48
3262,"('wort', 'ergreif')",48
3263,"('herr', 'schwand')",48
3264,"('vorgab', 'schuldenbrems')",48
3265,"('vereinfacht', 'verfahr')",48
3266,"('relativ', 'schwierig')",48
3267,"('deshalb', 'artikel')",48
3268,"('lang', 'arbeit')",48
3269,"('situation', 'schweiz')",48
3270,"('eidgenoss', 'kommission')",48
3271,"('einfach', 'ganz')",48
3272,"('bundesamt', 'wohnungswes')",48
3273,"('klein', 'betrag')",48
3274,"('absatz', 'ziff')",48
3275,"('geht', 'initiativ')",48
3276,"('ergebnis', 'vernehmlass')",48
3277,"('sei', 'wichtig')",47
3278,"('fall', 'geht')",47
3279,"('aug', 'fass')",47
3280,"('bundesrat', 'stellt')",47
3281,"('amt', 'weg')",47
3282,"('bundesrat', 'ebenfall')",47
3283,"('bundesrat', 'beim')",47
3284,"('siedlungsentwickl', 'inn')",47
3285,"('regierungsrat', 'kanton')",47
3286,"('abzulehn', 'komm')",47
3287,"('jahr', 'wenig')",47
3288,"('nichtionisier', 'strahlung')",47
3289,"('landlich', 'gebiet')",47
3290,"('bundesnah', 'unternehm')",47
3291,"('erganzungsleist', 'bezieh')",47
3292,"('jahr', 'dau')",47
3293,"('mehr', 'notwend')",47
3294,"('muss', 'erst')",47
3295,"('organisiert', 'kriminalitat')",47
3296,"('wunsch', 'kanton')",47
3297,"('tun', 'bitt')",47
3298,"('motion', 'bereit')",47
3299,"('bundesverfass', 'verankert')",47
3300,"('entsprech', 'minderheitsantrag')",47
3301,"('arbeitnehm', 'arbeitgeb')",47
3302,"('bevolker', 'wirtschaft')",47
3303,"('wichtig', 'projekt')",47
3304,"('motion', 'sei')",47
3305,"('interessenbind', 'bekannt')",47
3306,"('ablehn', 'initiativ')",47
3307,"('berat', 'wurd')",47
3308,"('wissenschaft', 'bildung')",47
3309,"('gibt', 'zweit')",47
3310,"('denk', 'muss')",47
3311,"('ziel', 'motion')",47
3312,"('zweit', 'rund')",47
3313,"('bericht', 'kommission')",47
3314,"('bundesrat', 'cassis')",47
3315,"('sprech', 'artikel')",47
3316,"('stimm', 'entschied')",47
3317,"('darub', 'unterhalt')",47
3318,"('wenig', 'burokrati')",47
3319,"('hand', 'genomm')",47
3320,"('braucht', 'gesetz')",47
3321,"('zustimm', 'vorlag')",47
3322,"('kind', 'jugendschutz')",47
3323,"('moglich', 'besteht')",47
3324,"('entwickl', 'schweiz')",47
3325,"('sitzung', 'august')",47
3326,"('ausland', 'staat')",47
3327,"('vertieft', 'pruf')",47
3328,"('beschloss', 'kommission')",47
3329,"('heut', 'tun')",47
3330,"('gefund', 'wurd')",47
3331,"('gesagt', 'heut')",47
3332,"('kommend', 'generation')",47
3333,"('postulat', 'annehm')",47
3334,"('folg', 'differenz')",47
3335,"('weiss', 'genau')",47
3336,"('zweit', 'differenz')",47
3337,"('fraktion', 'lehnt')",47
3338,"('wurd', 'ausgefuhrt')",47
3339,"('recht', 'schweiz')",47
3340,"('finanziell', 'beitrag')",47
3341,"('wurd', 'parlament')",47
3342,"('ab', 'bundesrat')",47
3343,"('jung', 'frau')",47
3344,"('losung', 'gesucht')",47
3345,"('minderheitsantrag', 'geht')",47
3346,"('wurd', 'ebenfall')",47
3347,"('neu', 'abkomm')",47
3348,"('leid', 'imm')",47
3349,"('bundesrat', 'fassung')",47
3350,"('heut', 'beschliess')",47
3351,"('international', 'wettbewerb')",47
3352,"('eidgenoss', 'buro')",47
3353,"('privat', 'organisation')",47
3354,"('wirtschaft', 'situation')",47
3355,"('wurd', 'zwei')",47
3356,"('sicht', 'notwend')",47
3357,"('motion', 'zustimm')",47
3358,"('geht', 'richtung')",47
3359,"('vielleicht', 'bissch')",47
3360,"('gibt', 'entsprech')",47
3361,"('hatt', 'schon')",47
3362,"('revision', 'bundesgesetz')",47
3363,"('person', 'freiheit')",47
3364,"('grund', 'bundesrat')",47
3365,"('septemb', 'jahr')",47
3366,"('neun', 'monat')",47
3367,"('informationsaustausch', 'steuersach')",47
3368,"('eingeh', 'diskutiert')",47
3369,"('frank', 'reduziert')",47
3370,"('konkret', 'frag')",47
3371,"('nachhalt', 'produziert')",47
3372,"('dah', 'mind')",47
3373,"('frank', 'gekurzt')",47
3374,"('gesagt', 'frag')",46
3375,"('wahrschein', 'mehr')",46
3376,"('bund', 'bereich')",46
3377,"('gibt', 'beispiel')",46
3378,"('gesetz', 'ja')",46
3379,"('schweiz', 'etwa')",46
3380,"('vollig', 'unbestritt')",46
3381,"('empfehl', 'motion')",46
3382,"('pro', 'sekund')",46
3383,"('tat', 'folg')",46
3384,"('kommission', 'stellt')",46
3385,"('mindest', 'zwei')",46
3386,"('kommission', 'ganz')",46
3387,"('rahm', 'vorlag')",46
3388,"('word', 'kommission')",46
3389,"('new', 'york')",46
3390,"('schweiz', 'sei')",46
3391,"('wer', 'heut')",46
3392,"('ziel', 'gesetzt')",46
3393,"('trag', 'komm')",46
3394,"('kolleg', 'dittli')",46
3395,"('ganz', 'sach')",46
3396,"('seit', 'einreich')",46
3397,"('kanton', 'gleich')",46
3398,"('i', 'artikel')",46
3399,"('gut', 'ausgebildet')",46
3400,"('gibt', 'den')",46
3401,"('rund', 'zwei')",46
3402,"('schritt', 'gemacht')",46
3403,"('uns', 'gesetzgeb')",46
3404,"('ubereinkomm', 'europarat')",46
3405,"('kommission', 'wissenschaft')",46
3406,"('enthalt', 'entschied')",46
3407,"('kolleg', 'eder')",46
3408,"('offent', 'raum')",46
3409,"('bundesrat', 'bereich')",46
3410,"('bekampf', 'terrorismus')",46
3411,"('hinweis', 'darauf')",46
3412,"('mehr', 'land')",46
3413,"('geht', 'wenig')",46
3414,"('position', 'bundesrat')",46
3415,"('seit', 'inkrafttret')",46
3416,"('schon', 'darauf')",46
3417,"('dafur', 'gesorgt')",46
3418,"('dah', 'motion')",46
3419,"('sollt', 'eigent')",46
3420,"('verfug', 'stellt')",46
3421,"('jahr', 'massiv')",46
3422,"('viel', 'staat')",46
3423,"('kommission', 'gross')",46
3424,"('bereich', 'international')",46
3425,"('einzeln', 'person')",46
3426,"('rahm', 'gesetz')",46
3427,"('letzt', 'rund')",46
3428,"('davon', 'uberzeug')",46
3429,"('standerat', 'fassung')",46
3430,"('sitzung', 'februar')",46
3431,"('eidgenoss', 'departement')",46
3432,"('litera', 'b')",46
3433,"('unterstutz', 'bund')",46
3434,"('davon', 'bundesrat')",46
3435,"('prozent', 'beim')",46
3436,"('pro', 'kilowattstund')",46
3437,"('formulier', 'artikel')",46
3438,"('einheim', 'produktion')",46
3439,"('moglich', 'schweiz')",46
3440,"('gut', 'unterweg')",46
3441,"('mindest', 'drei')",46
3442,"('jahr', 'viel')",46
3443,"('fest', 'uberzeug')",46
3444,"('herr', 'levrat')",46
3445,"('nam', 'einstimm')",46
3446,"('verlangt', 'motion')",46
3447,"('eigent', 'gleich')",46
3448,"('herr', 'koppel')",46
3449,"('imm', 'davon')",46
3450,"('beruf', 'tatig')",46
3451,"('hoh', 'anforder')",46
3452,"('davon', 'abhang')",46
3453,"('mehrheit', 'bevolker')",46
3454,"('bundesrat', 'eben')",46
3455,"('einzeln', 'bereich')",46
3456,"('organisation', 'arbeitswelt')",46
3457,"('schweizer', 'nationalfond')",46
3458,"('ganz', 'generell')",46
3459,"('ganz', 'wesent')",46
3460,"('nenn', 'beispiel')",46
3461,"('einzutret', 'antrag')",46
3462,"('bereit', 'kommission')",46
3463,"('ja', 'wiss')",46
3464,"('gehort', 'eben')",46
3465,"('entscheid', 'wichtig')",46
3466,"('gefordert', 'wurd')",46
3467,"('rahmenbeding', 'schaff')",46
3468,"('einfach', 'wenig')",46
3469,"('ablehn', 'antrag')",46
3470,"('mach', 'beliebt')",46
3471,"('herr', 'kuprecht')",46
3472,"('buss', 'frank')",46
3473,"('frank', 'lieg')",46
3474,"('milliard', 'milliard')",46
3475,"('energi', 'schweiz')",46
3476,"('den', 'schweiz')",46
3477,"('bitt', 'folg')",46
3478,"('mensch', 'tier')",46
3479,"('fall', 'muss')",46
3480,"('medizin', 'bereich')",46
3481,"('systemat', 'grenzkontroll')",46
3482,"('nahesteh', 'person')",45
3483,"('kanton', 'prozent')",45
3484,"('schon', 'gross')",45
3485,"('nehm', 'gern')",45
3486,"('einfach', 'bundesbeschluss')",45
3487,"('einzeln', 'fall')",45
3488,"('heisst', 'kanton')",45
3489,"('mitglied', 'verwaltungsrat')",45
3490,"('inkrafttret', 'gesetz')",45
3491,"('heut', 'diskussion')",45
3492,"('ja', 'sich')",45
3493,"('sozialdemokrat', 'fraktion')",45
3494,"('will', 'bundesrat')",45
3495,"('herr', 'stockli')",45
3496,"('eben', 'gut')",45
3497,"('grundsatz', 'richtig')",45
3498,"('eig', 'kompetenz')",45
3499,"('geht', 'antrag')",45
3500,"('einfach', 'sinn')",45
3501,"('einstimm', 'zugestimmt')",45
3502,"('meinung', 'vertret')",45
3503,"('soll', 'deshalb')",45
3504,"('deutschland', 'osterreich')",45
3505,"('humanitar', 'volkerrecht')",45
3506,"('beispiel', 'beim')",45
3507,"('erst', 'drei')",45
3508,"('rentenalt', 'frau')",45
3509,"('muss', 'halt')",45
3510,"('sei', 'bundesrat')",45
3511,"('bundesverfass', 'steht')",45
3512,"('wirklich', 'wichtig')",45
3513,"('nationalrat', 'fassung')",45
3514,"('wenig', 'stark')",45
3515,"('beschloss', 'nationalrat')",45
3516,"('punkt', 'kommission')",45
3517,"('einwohnerinn', 'einwohn')",45
3518,"('klar', 'vorgab')",45
3519,"('gut', 'glaub')",45
3520,"('erhoh', 'prozent')",45
3521,"('muss', 'zuerst')",45
3522,"('schwarz', 'weiss')",45
3523,"('grundsatz', 'gut')",45
3524,"('bundesrat', 'steht')",45
3525,"('verfass', 'steht')",45
3526,"('eingereicht', 'bundesrat')",45
3527,"('schon', 'genug')",45
3528,"('kommission', 'bericht')",45
3529,"('gross', 'sorg')",45
3530,"('sorgt', 'dafur')",45
3531,"('gibt', 'vielleicht')",45
3532,"('daran', 'erinnert')",45
3533,"('zehn', 'funfzehn')",45
3534,"('corporat', 'governanc')",45
3535,"('jung', 'vergang')",45
3536,"('gesetz', 'festgelegt')",45
3537,"('zustand', 'kommt')",45
3538,"('ab', 'bitt')",45
3539,"('kompromiss', 'find')",45
3540,"('geh', 'ja')",45
3541,"('ja', 'kommission')",45
3542,"('soll', 'neu')",45
3543,"('hoh', 'zahl')",45
3544,"('motion', 'erfullt')",45
3545,"('rechtssich', 'schaff')",45
3546,"('glaub', 'herr')",45
3547,"('mehr', 'einfach')",45
3548,"('mocht', 'mehrheit')",45
3549,"('gut', 'gemacht')",45
3550,"('schweiz', 'weit')",45
3551,"('relativ', 'gut')",45
3552,"('heut', 'gilt')",45
3553,"('steh', 'heut')",45
3554,"('empfiehlt', 'mehrheit')",45
3555,"('rund', 'halft')",45
3556,"('gleichlaut', 'motion')",45
3557,"('kolleg', 'lombardi')",45
3558,"('dritt', 'saul')",45
3559,"('de', 'réflexion')",45
3560,"('schweiz', 'burgerinn')",45
3561,"('konzept', 'standerat')",45
3562,"('nationalrat', 'antrag')",45
3563,"('verpflicht', 'schweiz')",45
3564,"('dafur', 'tun')",45
3565,"('beitritt', 'schweiz')",45
3566,"('vorlieg', 'postulat')",45
3567,"('entschied', 'ab')",45
3568,"('schau', 'mal')",45
3569,"('differenz', 'betrifft')",45
3570,"('standerat', 'erst')",45
3571,"('postulat', 'eingereicht')",45
3572,"('polit', 'verantwort')",45
3573,"('zwei', 'tag')",45
3574,"('zeitlich', 'befristet')",45
3575,"('wirklich', 'gross')",45
3576,"('kolleg', 'schmid')",45
3577,"('ab', 'artikel')",45
3578,"('liegt', 'antrag')",45
3579,"('eidgenoss', 'alkoholverwalt')",45
3580,"('wurd', 'eigent')",45
3581,"('massnahm', 'beschliess')",45
3582,"('administrativ', 'belast')",45
3583,"('kanton', 'bereich')",45
3584,"('gerad', 'klein')",45
3585,"('informi', 'lass')",45
3586,"('minus', 'million')",45
3587,"('find', 'muss')",45
3588,"('beid', 'elternteil')",45
3589,"('frank', 'tief')",45
3590,"('vat', 'mutt')",45
3591,"('aufgrund', 'erfahr')",45
3592,"('folgend', 'drei')",45
3593,"('wenig', 'moglich')",45
3594,"('deshalb', 'postulat')",45
3595,"('offent', 'auftrag')",45
3596,"('ebenfall', 'tun')",45
3597,"('empfehl', 'initiativ')",45
3598,"('thor', 'goumaz')",45
3599,"('grundsatz', 'bedeut')",45
3600,"('initiativ', 'ahv')",45
3601,"('kommission', 'darub')",44
3602,"('gemass', 'nationalrat')",44
3603,"('weiss', 'gott')",44
3604,"('feri', 'yvonn')",44
3605,"('hoh', 'gewicht')",44
3606,"('komm', 'kurz')",44
3607,"('mind', 'rickli')",44
3608,"('infrag', 'stellt')",44
3609,"('dafur', 'schaff')",44
3610,"('ettlin', 'erich')",44
3611,"('wasserfall', 'christian')",44
3612,"('abzulehn', 'mind')",44
3613,"('frag', 'antwort')",44
3614,"('beim', 'erst')",44
3615,"('schon', 'recht')",44
3616,"('insof', 'glaub')",44
3617,"('kind', 'jahr')",44
3618,"('erlaub', 'bemerk')",44
3619,"('standerat', 'gefolgt')",44
3620,"('einzelantrag', 'eingereicht')",44
3621,"('weit', 'gut')",44
3622,"('knapp', 'milliard')",44
3623,"('kanton', 'wichtig')",44
3624,"('losung', 'gibt')",44
3625,"('gesagt', 'sag')",44
3626,"('ersuch', 'nam')",44
3627,"('eben', 'bund')",44
3628,"('bundesrat', 'genau')",44
3629,"('mind', 'arslan')",44
3630,"('rat', 'bereit')",44
3631,"('kommission', 'eigent')",44
3632,"('seh', 'bundesrat')",44
3633,"('nach', 'monat')",44
3634,"('halt', 'muss')",44
3635,"('arbeit', 'leist')",44
3636,"('schweiz', 'markt')",44
3637,"('damal', 'schon')",44
3638,"('steht', 'bundesrat')",44
3639,"('gleichstell', 'mann')",44
3640,"('artikel', 'ahvg')",44
3641,"('musst', 'war')",44
3642,"('begrund', 'motion')",44
3643,"('bundesrat', 'ansicht')",44
3644,"('rund', 'person')",44
3645,"('tief', 'betrag')",44
3646,"('uberleg', 'kommission')",44
3647,"('mocht', 'stell')",44
3648,"('erst', 'kurzlich')",44
3649,"('grundsatz', 'uberleg')",44
3650,"('steu', 'abzugsfah')",44
3651,"('viel', 'weit')",44
3652,"('april', 'jahr')",44
3653,"('herr', 'hosli')",44
3654,"('gleich', 'lohn')",44
3655,"('technisch', 'moglich')",44
3656,"('rat', 'schon')",44
3657,"('frag', 'lautet')",44
3658,"('bundesrat', 'beschluss')",44
3659,"('jahr', 'ganz')",44
3660,"('schweiz', 'bezug')",44
3661,"('schwarz', 'schaf')",44
3662,"('ursprung', 'vorlag')",44
3663,"('gehort', 'geht')",44
3664,"('jahr', 'beim')",44
3665,"('kommission', 'darauf')",44
3666,"('sag', 'wer')",44
3667,"('beim', 'bundesgericht')",44
3668,"('unterstutzt', 'antrag')",44
3669,"('durchgefuhrt', 'wurd')",44
3670,"('hoh', 'ausgab')",44
3671,"('gesetz', 'erlass')",44
3672,"('abgelehnt', 'bitt')",44
3673,"('hand', 'geb')",44
3674,"('jahr', 'person')",44
3675,"('grund', 'mehr')",44
3676,"('prasident', 'kommission')",44
3677,"('parlament', 'imm')",44
3678,"('natur', 'gibt')",44
3679,"('gibt', 'differenz')",44
3680,"('wirklich', 'ganz')",44
3681,"('kolleg', 'portmann')",44
3682,"('frankreich', 'itali')",44
3683,"('gemass', 'kommissionsmehr')",44
3684,"('landlich', 'region')",44
3685,"('verhaltnis', 'eu')",44
3686,"('grunliberal', 'unterstutz')",44
3687,"('liegt', 'hand')",44
3688,"('jahr', 'moglich')",44
3689,"('lang', 'her')",44
3690,"('relativ', 'rasch')",44
3691,"('schreibt', 'stellungnahm')",44
3692,"('vorlag', 'gesamtabstimm')",44
3693,"('bitt', 'standerat')",44
3694,"('jahr', 'zwei')",44
3695,"('natur', 'sag')",44
3696,"('angesproch', 'wurd')",44
3697,"('jahrlich', 'prozent')",44
3698,"('klar', 'festgehalt')",44
