,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpevpfraktion', 'unterstutzt')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'eintret')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpdie', 'liberal')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('fdpliberal', 'fraktion')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('le', 'conseil')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpevpfraktion')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
44,FDP.Die Liberalen (FDP-Liberale),Daniel Stolz,0,9,0,0,0,0,0,1,1,3,16,0,0,0,0,27,0,0,0,0,0,1,1,1,0,2,0,0,0,1,1,0,6,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,56,6,0,0,0,2,0,0,0,0,0,2,0,3,1,6,0,0,2,0,1,2,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,5,0,3,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,3,0,0,3,4,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0
45,FDP.Die Liberalen (FDP-Liberale),Daniela Schneeberger,0,2,0,0,0,0,0,1,5,2,3,1,0,1,0,14,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,3,0,0,2,0,0,40,4,0,0,0,0,0,0,0,0,0,8,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,1,0,0,0,0,0,0,8,0,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,6,2,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
46,FDP.Die Liberalen (FDP-Liberale),Didier Burkhalter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,FDP.Die Liberalen (FDP-Liberale),Doris Fiala,2,0,0,0,0,2,0,1,0,0,6,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,4,2,0,0,0,0,9,0,0,0,0,0,14,2,0,0,0,5,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,2,2,1,0,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0
48,FDP.Die Liberalen (FDP-Liberale),Fabio Abate,3,2,0,0,0,3,0,0,1,0,2,0,1,0,0,17,1,0,0,7,0,0,1,2,4,0,0,1,2,1,3,0,2,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,5,0,6,4,2,0,2,0,1,4,2,0,0,0,0,0,0,0,5,0,0,2,5,0,0,0,0,0,1,0,0,3,5,0,0,7,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,1,0,1,0,0,16,2,0,0,0,2,0,0,2,3,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,2,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,1,0,0,3,0,0
49,FDP.Die Liberalen (FDP-Liberale),Felix Gutzwiller,5,13,1,0,0,10,1,2,1,12,19,0,10,0,0,38,0,2,0,0,0,1,1,2,3,11,3,1,12,3,5,0,5,0,7,0,4,7,12,9,1,2,0,6,3,1,0,2,0,2,0,0,2,0,0,0,0,5,16,0,23,3,2,1,4,7,5,0,0,0,1,0,8,0,3,1,1,12,0,7,0,2,0,8,5,3,1,0,0,0,0,0,0,0,0,12,1,2,2,13,3,8,0,0,0,18,28,26,5,27,6,2,9,9,3,1,4,7,30,0,9,0,0,0,0,0,8,0,4,0,0,18,2,4,0,12,11,0,0,0,2,0,9,5,0,8,1,7,3,1,19,3,0,2,3,0,0,0,0,0,4,0,0,14,25,0,0,2,0,4,2,0,24,6,0,2,7,0,7,1,6,15,7,1,0,0,0,0,0,5,5,0,0,2,1,14,2,1,0,11,1,0,1,0,6,0,2,4,0,4,28,0,0,4,0,8,8,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,4,1,43,0,0,0,0,0,0,0,0,0,0,4,1,0,0,14,3,9,0,3,0,0,3,17,6,10,14,0,9
50,FDP.Die Liberalen (FDP-Liberale),Filippo Leutenegger,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,2,1,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
51,FDP.Die Liberalen (FDP-Liberale),Fulvio Pelli,0,1,1,0,0,0,0,1,0,5,3,0,0,1,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,22,1,0,0,7,0,0,0,3,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
52,FDP.Die Liberalen (FDP-Liberale),Gabi Huber,1,3,0,0,0,4,0,0,8,9,29,1,0,0,0,72,4,2,0,0,0,0,2,2,9,5,0,3,2,0,0,0,1,0,0,1,3,7,2,0,0,5,0,2,1,0,0,1,0,1,3,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,28,0,4,3,5,0,0,1,0,3,0,0,12,8,2,9,0,0,0,0,0,117,17,0,0,7,20,0,8,1,0,0,1,0,1,2,8,3,25,9,1,0,2,1,0,0,0,6,0,1,0,0,2,1,0,0,0,3,1,8,12,0,0,1,5,0,1,0,0,0,0,3,5,3,0,1,42,9,7,0,0,0,0,0,0,9,0,0,0,0,2,8,0,0,10,0,2,0,0,10,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,27,5,3,0,0,0,0,1,10,3,0,39,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,23,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,3,2,0,0,0,3,9,1,0,0,2
53,FDP.Die Liberalen (FDP-Liberale),Georges Theiler,2,0,0,0,0,2,0,3,1,2,19,0,1,0,0,15,0,2,0,0,0,1,1,3,3,3,0,0,0,0,8,2,3,3,2,1,1,1,3,1,0,1,2,2,1,0,0,3,0,3,0,0,1,0,0,0,0,2,1,0,1,2,2,0,1,1,1,0,0,0,2,0,7,0,0,1,3,4,3,1,3,9,0,3,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,45,6,2,1,0,0,18,2,0,4,13,5,4,1,1,1,0,4,10,4,0,2,0,0,0,1,0,0,0,1,0,0,3,2,2,0,0,8,1,0,0,0,1,4,3,4,5,0,1,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,3,9,0,0,0,0,1,2,2,39,3,0,0,0,1,3,0,6,5,4,4,0,0,0,0,0,1,1,0,0,1,0,1,3,9,0,17,0,0,0,0,0,1,1,4,11,2,4,0,1,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,6,0,0,2,6,3,4,2,2,0
54,FDP.Die Liberalen (FDP-Liberale),Giovanni Merlini,0,3,0,0,0,0,0,0,1,0,4,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,FDP.Die Liberalen (FDP-Liberale),Hans Altherr,0,9,2,3,0,6,2,2,0,7,9,0,1,1,0,44,4,0,0,0,0,7,4,0,7,3,1,1,7,0,0,0,0,0,0,0,4,3,7,1,1,3,0,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,1,0,0,4,12,1,0,6,3,5,0,1,0,1,5,0,1,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,3,14,7,0,0,0,0,2,14,1,7,4,2,10,7,0,0,2,1,8,4,1,1,0,0,0,4,0,1,0,1,2,0,4,1,3,0,0,0,2,0,2,1,0,1,0,0,5,0,0,0,0,7,5,0,0,0,0,0,0,0,1,1,0,0,1,11,0,0,0,0,0,1,0,71,1,0,1,0,0,1,0,0,1,2,13,0,0,0,0,0,0,1,0,0,2,0,4,2,4,0,1,0,0,0,1,0,2,27,2,0,0,0,0,3,0,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0,0,1,1,0,0,0,5,3,0,5,0,1
56,FDP.Die Liberalen (FDP-Liberale),Hans Hess,5,10,0,3,0,12,3,2,0,3,12,1,3,1,1,44,5,0,0,0,0,11,14,3,15,1,0,0,1,1,8,3,1,1,0,1,9,8,8,2,0,7,0,2,1,2,0,0,0,3,0,0,0,0,0,0,0,4,3,0,3,5,2,0,1,0,1,0,0,0,3,1,1,0,0,0,3,4,3,0,1,0,0,3,1,4,0,3,4,0,0,0,0,0,0,2,0,0,3,26,6,2,0,0,1,3,0,0,3,7,0,2,11,0,0,2,0,1,3,0,5,0,0,0,0,0,2,1,0,0,2,1,1,1,0,0,2,0,0,0,0,0,1,1,4,9,2,1,2,3,4,6,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,3,0,25,0,0,0,0,1,1,0,6,11,3,6,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,7,0,0,0,0,0,0,3,0,0,1,0,0,0,2,3,2,0,0,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,2,5,0,16,0,0,0,0,0,0,0,0,0,0,20,2,0,0,3,0,0,3,12,0,0,5,2,6,1,2,1,0
57,FDP.Die Liberalen (FDP-Liberale),Hans-Peter Portmann,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,11,0,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
58,FDP.Die Liberalen (FDP-Liberale),Ignazio Cassis,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,FDP.Die Liberalen (FDP-Liberale),Joachim Eder,3,3,0,5,0,12,17,4,2,8,7,0,13,0,0,23,0,4,0,0,0,2,2,2,3,6,0,0,10,1,5,0,8,1,0,4,0,0,17,2,2,3,0,5,1,1,0,0,0,1,0,0,1,0,0,0,0,8,0,2,0,1,0,1,2,0,1,7,0,0,8,2,1,0,0,0,2,10,4,0,3,2,0,1,0,4,0,2,0,0,0,0,0,0,0,6,0,1,4,12,0,4,0,0,0,7,8,5,7,7,1,2,5,1,0,1,2,0,25,0,6,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,3,5,1,0,1,0,3,4,0,2,0,3,5,0,3,9,0,0,0,0,0,3,0,0,0,5,0,0,1,0,1,0,0,14,0,1,1,0,0,0,1,13,10,1,1,0,0,0,0,0,2,0,0,0,4,0,1,0,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,6,0,11,0,0,0,0,0,0,0,0,0,0,19,1,0,0,7,0,0,1,7,0,0,10,1,2,0,1,0,0
60,FDP.Die Liberalen (FDP-Liberale),Johann N. Schneider-Ammann,23,45,0,0,0,29,6,15,2,37,75,0,4,16,0,162,9,13,0,0,0,0,1,0,6,14,0,2,11,0,31,8,11,2,40,5,13,25,81,10,8,41,53,40,1,6,0,33,0,26,5,0,19,0,0,0,0,0,14,35,3,0,1,15,14,1,1,2,0,0,5,0,1,0,0,0,0,48,4,12,28,18,1,84,14,3,3,3,0,0,0,0,0,0,1,9,8,7,1,1,3,2,5,68,0,19,55,10,39,96,5,10,18,30,3,8,18,0,0,0,1,0,167,0,88,0,0,0,0,26,5,48,14,4,0,10,1,1,0,5,0,0,1,0,0,7,4,2,52,0,9,4,2,12,10,17,1,0,13,0,5,0,0,25,41,0,0,4,2,10,4,0,53,7,6,0,2,0,0,0,67,32,3,17,8,0,0,0,0,0,0,0,0,2,0,3,1,1,21,19,0,0,0,1,0,20,5,0,0,16,62,7,0,37,1,11,1,0,3,24,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,3,3,1,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,16,1,3,29,37,0,0,10,2,3,9,17,9,3
