freq,word
5.1,"(bundesgerichtsgesetz, verwaltungsgerichtsgesetz)"
5.2,"(frag, pruf)"
5.2,"(abgekurzt, verfahr)"
5.2,"(international, vergleich)"
5.2,"(gekropft, nordanflug)"
5.2,"(antrag, leutenegg)"
5.2,"(bundesverwaltungsgericht, st)"
5.3,"(stellung, nehm)"
5.3,"(eigentum, geschutzt)"
5.3,"(mitglied, verwaltungsrat)"
5.4,"(europa, patentubereinkomm)"
5.4,"(terrorist, straftat)"
5.4,"(selbststand, erwerbstat)"
5.4,"(aufheb, lex)"
5.4,"(prasenz, schweiz)"
5.4,"(bitt, minderheitsantrag)"
5.4,"(assoziier, scheng)"
5.5,"(still, reserv)"
5.5,"(amtlich, bulletin)"
5.5,"(volkerrecht, vertrag)"
5.5,"(schweizer, eisenbahnnetz)"
5.6,"(minderheitsantrag, abzulehn)"
5.6,"(stell, antrag)"
5.6,"(nam, einstimm)"
5.6,"(kraft, tret)"
5.6,"(waff, besitz)"
5.6,"(kanton, st)"
5.6,"(militarversicher, suva)"
5.7,"(elektron, lotteri)"
5.7,"(mehrheit, kanton)"
5.7,"(burg, uniform)"
5.7,"(prozent, prozent)"
5.7,"(kleintierhalt, landwirtschaftszon)"
5.7,"(heutig, praxis)"
5.8,"(zentral, anlieg)"
5.8,"(verwaltungsrat, geschaftsleit)"
5.8,"(mutmass, endkost)"
5.8,"(kanton, glarus)"
5.9,"(stell, einfach)"
6,"(tatbestand, indirekt)"
6,"(betreff, land)"
6.1,"(bitt, beacht)"
6.1,"(antrag, zuzustimm)"
6.1,"(kommission, eingeh)"
6.1,"(direkt, aktiv)"
6.1,"(schweizer, landesmuseum)"
6.1,"(kanton, verpflichtet)"
6.1,"(regional, erschopf)"
6.2,"(zuhand, amtlich)"
6.2,"(privat, anbiet)"
6.2,"(bundesprasident, leuenberg)"
6.2,"(nam, mehrheit)"
6.2,"(mind, folg)"
6.3,"(gewerb, kleinbetrieb)"
6.3,"(frank, vorgeseh)"
6.3,"(hochstsatz, prozent)"
6.3,"(ausserordent, kundig)"
6.3,"(stimm, angenomm)"
6.4,"(kraft, getret)"
6.4,"(kaspar, villig)"
6.4,"(scheng, abkomm)"
6.4,"(bitt, ruckweisungsantrag)"
6.4,"(wichtig, punkt)"
6.4,"(bankgeheimnis, bundesverfass)"
6.4,"(frag, beantwort)"
6.5,"(jurist, person)"
6.5,"(schweizer, neutralitat)"
6.5,"(chanc, geb)"
6.5,"(hansruedi, stadl)"
6.5,"(kanton, angst)"
6.5,"(betrieb, arbeitsplatz)"
6.5,"(einzeln, kanton)"
6.6,"(mind, seil)"
6.6,"(ausserordent, gefahr)"
6.6,"(ausdruck, gebracht)"
6.6,"(wovon, sprech)"
6.6,"(aufgrund, tatsach)"
6.6,"(letzt, meil)"
6.6,"(kommission, bitt)"
6.6,"(rechnung, getrag)"
6.7,"(erlass, bundesgesetz)"
6.7,"(vollzug, wegweis)"
6.7,"(qualifiziert, anleg)"
6.7,"(vorberat, kommission)"
6.8,"(absenk, technisch)"
6.8,"(geandert, rustungsprogramm)"
6.8,"(waff, umzugeh)"
6.8,"(obligator, referendum)"
6.9,"(kanton, genf)"
6.9,"(speziell, fall)"
6.9,"(zustand, kanton)"
6.9,"(entsprech, antrag)"
6.9,"(landlich, raum)"
6.9,"(mind, iii)"
6.9,"(prozent, echt)"
7,"(postulat, abzulehn)"
7,"(lag, kommission)"
7,"(fassung, einverstand)"
7,"(streng, massstab)"
7,"(satz, prozent)"
7,"(kanton, zustand)"
7,"(bundesgesetz, reorganisation)"
7,"(reorganisation, sicherheitsaufsicht)"
7,"(grupp, sport)"
7.1,"(anerkenn, schengenvisum)"
7.1,"(mess, dolch)"
7.1,"(schliesst, fassung)"
7.1,"(losung, gefund)"
7.1,"(differenz, berein)"
7.1,"(stichentscheid, prasident)"
7.2,"(staat, sozialwerk)"
7.2,"(kanton, aargau)"
7.2,"(pro, fall)"
7.3,"(heutig, sicht)"
7.3,"(meinung, vertret)"
7.3,"(indirekt, teilliquidation)"
7.3,"(frag, erschopf)"
7.4,"(bundesstrafgericht, bellinzona)"
7.4,"(schweizer, zivilprozessordn)"
7.4,"(fakultativ, referendum)"
7.4,"(polit, risiko)"
7.4,"(strukturiert, produkt)"
7.4,"(professor, oberson)"
7.4,"(schlicht, einfach)"
7.4,"(echt, fluchtling)"
7.5,"(bitt, kommissionsmehr)"
7.5,"(bitt, nam)"
7.5,"(staatlich, verordnet)"
7.6,"(staatlich, vorschrift)"
7.6,"(einverstand, erklar)"
7.6,"(nahesteh, person)"
7.6,"(gemass, botschaft)"
7.6,"(bitt, fassung)"
7.6,"(kantonal, angeleg)"
7.7,"(frank, zusatz)"
7.7,"(schutz, eigentum)"
7.7,"(gesamtwirtschaft, interess)"
7.8,"(kommission, vorlag)"
7.8,"(vorlieg, gesetz)"
7.8,"(per, januar)"
7.9,"(insgesamt, million)"
7.9,"(aktiv, mitwirk)"
7.9,"(finanziell, auswirk)"
8,"(kommission, meinung)"
8.1,"(referendum, unterstellt)"
8.1,"(probl, besteht)"
8.1,"(kreisschreib, nr)"
8.2,"(subkommission, ediuvek)"
8.2,"(frag, frag)"
8.2,"(gilt, grundsatz)"
8.2,"(etcs, level)"
8.3,"(fond, eisenbahngrossprojekt)"
8.3,"(prozent, kanton)"
8.4,"(national, erschopf)"
8.4,"(beantragt, initiativ)"
8.4,"(meinung, antrag)"
8.5,"(international, erschopf)"
8.5,"(bundesbeschluss, genehm)"
8.5,"(aufmerksam, geschenkt)"
8.5,"(bemerk, anzubring)"
8.5,"(gesetz, regel)"
8.5,"(bitt, mind)"
8.6,"(redaktionell, ander)"
8.6,"(paralandwirtschaft, tatig)"
8.6,"(fisch, vogel)"
8.6,"(problem, gelost)"
8.8,"(ressourcenstark, kanton)"
8.8,"(plus, prozent)"
8.8,"(nam, mind)"
8.8,"(illegal, anwes)"
8.9,"(volk, falsch)"
8.9,"(art, weis)"
9,"(bitt, antrag)"
9,"(prioritat, mind)"
9,"(negativ, auswirk)"
9.1,"(frank, million)"
9.1,"(fall, fall)"
9.2,"(aussicht, gestellt)"
9.2,"(antrag, reimann)"
9.2,"(doppelt, strafbar)"
9.2,"(bedeut, fall)"
9.2,"(massnahm, ergriff)"
9.3,"(bzw, prozent)"
9.3,"(leib, leb)"
9.3,"(geleg, geb)"
9.3,"(stimm, abgelehnt)"
9.3,"(auftrag, arme)"
9.3,"(sag, fall)"
9.3,"(polit, entscheid)"
9.4,"(finanzkommission, folg)"
9.4,"(freien, personenverkehr)"
9.4,"(volksinitiativ, unterstutz)"
9.5,"(beschluss, festzuhalt)"
9.5,"(frank, prozent)"
