,Speaker Party,Speaker,"('abgelehnt', 'artikel')","('ablehn', 'motion')","('aeschi', 'thomas')","('anerkannt', 'fluchtling')","('angab', 'herrn')","('annahm', 'motion')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'frag')","('artikel', 'absatz')","('automat', 'informationsaustausch')","('beantragt', 'kommission')","('beid', 'rat')","('beitrag', 'leist')","('bereit', 'heut')","('bern', 'konvention')","('beschluss', 'nationalrat')","('betroff', 'person')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'motion')","('branchenorganisation', 'milch')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'verkehr')","('bundesrat', 'antwort')","('bundesrat', 'beantragt')","('bundesrat', 'bleib')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'maur')","('bundesrat', 'meinung')","('bundesrat', 'motion')","('bundesrat', 'vorgeschlag')","('burgerinn', 'burg')","('buro', 'beantragt')","('buro', 'festgestellt')","('buro', 'mandat')","('conseil', 'fédéral')","('cvpfraktion', 'ab')","('cvpfraktion', 'antrag')","('cvpfraktion', 'artikel')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'bitt')","('cvpfraktion', 'erachtet')","('cvpfraktion', 'meinung')","('cvpfraktion', 'mind')","('cvpfraktion', 'stimmt')","('cvpfraktion', 'unterstutzt')","('cvpfraktion', 'vorlag')","('dan', 'le')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('davon', 'ausgeh')","('de', 'la')","('deshalb', 'bitt')","('deshalb', 'bundesrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'fuhr')","('drei', 'jahr')","('ehrlich', 'gesagt')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('eidgenoss', 'zollverwalt')","('einfach', 'sag')","('elektron', 'stimmabgab')","('enthalt', 'abgelehnt')","('enthalt', 'angenomm')","('entscheid', 'fall')","('entwurf', 'bundesrat')","('erklart', 'buro')","('erleichtert', 'einburger')","('erneuerbar', 'energi')","('ersatz', 'list')","('ersetzt', 'zuruckgetret')","('erst', 'lini')","('erst', 'mal')","('etwa', 'milliard')","('etwa', 'prozent')","('europa', 'union')","('fdpdie', 'liberal')","('fdpliberal', 'fraktion')","('festgestellt', 'wahl')","('finanzkommission', 'empfiehlt')","('fluchtling', 'vorlauf')","('frag', 'herr')","('frank', 'pro')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'nationalratin')","('frau', 'standeratin')","('fuss', 'veloverkehr')","('ganz', 'wichtig')","('gebund', 'ausgab')","('geh', 'davon')","('geht', 'darum')","('geht', 'einfach')","('geht', 'frag')","('geht', 'ja')","('geltend', 'recht')","('gemass', 'artikel')","('gemeinsam', 'organisation')","('genet', 'untersuch')","('genf', 'zentrum')","('gern', 'bereit')","('gesagt', 'herr')","('geschatzt', 'frau')","('geschatzt', 'herr')","('geschatzt', 'kolleg')","('geschatzt', 'kollegin')","('gesetz', 'grundlag')","('gewahlt', 'erklart')","('gibt', 'viel')","('glaub', 'wichtig')","('gleich', 'lang')","('grund', 'dafur')","('grund', 'weshalb')","('gultig', 'zustand')","('gut', 'gemeint')","('guterabwag', 'vorzunehm')","('hauslich', 'gewalt')","('herr', 'bundesrat')","('herr', 'caroni')","('herr', 'kolleg')","('herr', 'matt')","('herr', 'nationalrat')","('herr', 'pardini')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('heut', 'schon')","('heutig', 'rentnerinn')","('illegal', 'migrant')","('imm', 'mehr')","('indirekt', 'presseforder')","('initiativ', 'altherr')","('insof', 'glaub')","('interess', 'daran')","('international', 'recht')","('international', 'standard')","('international', 'zusammenarbeit')","('ja', 'sag')","('ja', 'schon')","('jugend', 'sport')","('kanton', 'tessin')","('kanton', 'thurgau')","('kenntnis', 'nehm')","('kolleg', 'caroni')","('kolleg', 'cram')","('kolleg', 'engl')","('kolleg', 'fohn')","('kolleg', 'glattli')","('kolleg', 'jositsch')","('kolleg', 'mind')","('kolleg', 'ried')","('kolleg', 'stockli')","('komm', 'sag')","('komm', 'schluss')","('kommission', 'einstimm')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'siksr')","('kommission', 'stimm')","('kommission', 'unterstutz')","('kommissionsmehr', 'unterstutz')","('kommissionssprech', 'gesagt')","('la', 'suiss')","('lang', 'spiess')","('le', 'conseil')","('leb', 'bedroht')","('legt', 'dar')","('lehnt', 'cvpfraktion')","('lehnt', 'spfraktion')","('leib', 'leb')","('letzt', 'jahr')","('leutenegg', 'oberholz')","('losung', 'find')","('lunion', 'européenn')","('macht', 'sinn')","('mandat', 'festgestellt')","('mandat', 'unvereinbar')","('massnahm', 'nr')","('megabit', 'pro')","('mehrheit', 'fdpliberal')","('mehrheit', 'finanzkommission')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('milliard', 'frank')","('million', 'frank')","('mind', 'aeschi')","('mind', 'i')","('mind', 'ii')","('mineral', 'rohstoff')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'einfach')","('mocht', 'kurz')","('mocht', 'nochmal')","('motion', 'ablehn')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'verlangt')","('muss', 'schon')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpliberal')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'folg')","('nein', 'sag')","('neu', 'aufgab')","('offent', 'beschaffungswes')","('offent', 'hand')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('parlamentar', 'mandat')","('parlamentar', 'versamml')","('parlamentsgesetz', 'parlamentar')","('partenair', 'tarifair')","('patientinn', 'patient')","('polit', 'bildung')","('postulat', 'abzulehn')","('pro', 'jahr')","('recht', 'gesagt')","('regional', 'personenverkehr')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('rund', 'million')","('rund', 'prozent')","('sach', 'kanton')","('sag', 'bundesrat')","('sag', 'gern')","('sag', 'ja')","('sag', 'mal')","('sag', 'sei')","('schluss', 'gekomm')","('schon', 'gesagt')","('schutz', 'privatsphar')","('seit', 'fahn')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'cvpfraktion')","('sicht', 'fdpliberal')","('sicht', 'kommission')","('sicht', 'spfraktion')","('sicht', 'svpfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'lehnt')","('spfraktion', 'mind')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('sprech', 'spfraktion')","('st', 'gall')","('stadt', 'gemeind')","('standerat', 'engl')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('strateg', 'ziel')","('svpfraktion', 'bitt')","('svpfraktion', 'lehnt')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('umsetz', 'masseneinwanderungsinitiativ')","('unbegleitet', 'minderjahr')","('uns', 'kommission')","('uns', 'sicht')","('unternehmenssteuerreform', 'iii')","('unterstutzt', 'cvpfraktion')","('unterstutzt', 'fdpliberal')","('unterstutzt', 'spfraktion')","('unterstutzt', 'svpfraktion')","('unvereinbar', 'war')","('versich', 'bundesrat')","('viel', 'dank')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorab', 'festzuhalt')","('vorhin', 'gesagt')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('wahl', 'herrn')","('wak', 'rat')","('war', 'buro')","('weshalb', 'bundesrat')","('wurd', 'gesagt')","('wurd', 'recht')","('wurd', 'stimm')","('z', 'b')","('zinsbereinigt', 'gewinnsteu')","('zwanzig', 'jahr')","('zweit', 'saul')","('zwingend', 'lebenslang')","('à', 'la')"
52,FDP.Die Liberalen (FDP-Liberale),Fabio Abate,0,1,0,0,0,7,7,1,3,0,0,68,0,2,1,0,3,0,4,3,0,10,1,0,2,7,0,0,15,3,0,2,0,0,3,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,5,0,9,1,1,0,0,3,8,0,18,0,0,0,0,0,2,4,1,2,0,0,0,0,0,0,0,3,0,10,1,0,4,0,0,1,4,1,4,1,4,0,36,23,0,0,0,0,0,0,0,0,0,7,0,1,1,0,7,0,0,0,0,0,1,0,2,0,2,0,0,1,0,5,3,0,0,0,4,0,0,0,3,0,0,1,0,0,16,11,0,0,3,1,1,1,0,0,0,0,0,0,0,26,8,24,0,14,1,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,14,0,0,65,207,0,3,0,0,0,2,1,0,0,1,11,3,2,0,14,0,0,0,0,0,13,11,0,3,0,1,1,24,0,0,0,0,0,0,0,4,0,0,0,0,6,22,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,41,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,14,0,0,0,0,0,0,3,1,2,6,0,2,0,0,0
53,FDP.Die Liberalen (FDP-Liberale),Giovanni Merlini,0,0,0,0,0,0,2,1,3,0,0,30,0,0,0,0,3,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,FDP.Die Liberalen (FDP-Liberale),Hans Wicki,0,2,0,0,0,1,3,3,11,0,0,13,0,1,1,0,12,0,1,0,1,0,0,0,1,4,4,1,2,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,6,1,6,0,1,0,0,1,1,5,0,0,3,0,12,0,0,1,1,7,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,2,5,10,0,1,0,0,0,0,0,2,3,0,1,1,1,1,0,0,0,0,0,1,0,0,0,6,0,1,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,6,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,4,0,0,3,1,0,0,1,0,1,1,1,1,6,0,0,1,3,0,1,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,11,0,0,6,8,0,2,8,0,0,0,1,1,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,5,2,5,7,0,0,0,0,0,0,0,2,0,3,0,1,0,0,3,1,0,0,3,0,1,0,2,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,0,7,0,3,0,0,0
55,FDP.Die Liberalen (FDP-Liberale),Hans-Peter Portmann,1,0,1,0,0,2,1,0,7,0,0,6,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,0,0,3,3,0,5,0,0,0,0,3,0,1,0,1,5,0,0,0,0,0,0,2,1,2,0,2,20,0,0,0,3,4,0,14,0,4,0,0,0,0,0,3,9,0,0,0,1,4,0,0,0,0,0,4,4,6,3,0,0,1,0,0,1,1,0,0,0,2,15,0,23,0,1,0,0,0,0,1,5,8,0,0,1,0,0,0,0,1,2,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,4,0,0,13,8,0,0,3,0,0,1,1,0,1,1,2,4,2,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,2,3,1,2,0,4,0,0,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,4,0,0,5,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
56,FDP.Die Liberalen (FDP-Liberale),Hans-Ulrich Bigler,0,1,5,0,0,3,1,1,24,0,0,11,0,2,0,0,4,0,3,0,4,2,1,0,0,4,0,2,3,1,0,13,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,3,1,0,4,1,1,0,1,1,0,8,1,2,0,0,0,4,0,4,0,0,0,0,0,1,0,4,3,0,0,26,0,0,0,0,4,0,7,0,12,0,0,0,3,21,3,10,0,10,1,1,0,0,0,0,1,0,1,0,1,1,2,0,0,1,1,1,1,0,1,0,0,5,0,1,0,0,0,0,2,0,0,4,1,0,0,3,0,0,0,5,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,8,0,0,9,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,9,41,0,0,29,65,4,6,6,0,0,0,0,0,0,0,2,6,0,0,3,0,0,5,0,0,1,2,0,8,1,0,0,14,0,0,0,0,1,2,0,7,0,0,0,0,4,9,6,2,0,1,0,0,0,1,0,4,9,2,8,2,0,0,3,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,12,0,0,0,0,0,3,0,0,1,2,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,2,2,0,1,1,0,0
57,FDP.Die Liberalen (FDP-Liberale),Hansjörg Brunner,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,3,0,0,0,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0
58,FDP.Die Liberalen (FDP-Liberale),Ignazio Cassis,0,2,4,3,0,4,1,0,0,0,1,5,0,1,2,1,1,0,0,0,1,0,0,0,0,3,0,0,7,0,2,0,1,0,4,8,1,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,1,1,58,0,1,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,19,0,7,0,0,0,12,0,0,1,0,0,13,0,0,3,0,0,5,0,1,1,0,3,0,0,5,1,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,1,0,0,0,37,1,11,0,1,0,2,1,0,0,1,0,0,0,5,2,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27,2,35,0,0,0,0,0,13,1,3,17,0,0,0,0,0,1,0,0,0,0,11,19,0,1,0,0,0,4,0,0,0,0,8,4,0,0,6,2,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,2,0,1,4,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,8,0,3,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,17
59,FDP.Die Liberalen (FDP-Liberale),Isabelle Moret,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,FDP.Die Liberalen (FDP-Liberale),Joachim Eder,0,9,0,0,0,12,7,5,11,2,3,68,3,12,8,1,6,0,22,2,10,3,2,0,18,34,1,7,10,1,0,8,3,9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1,1,1,0,0,2,0,0,3,6,0,17,7,5,2,0,1,3,1,8,0,0,4,0,0,7,1,0,0,2,0,5,0,0,0,3,10,3,9,0,1,0,0,0,11,2,13,4,0,0,1,5,13,19,3,5,0,0,3,0,3,0,12,0,1,0,0,0,0,0,1,0,0,35,0,3,0,0,0,0,6,0,0,2,2,0,0,4,0,0,0,2,0,1,2,1,1,6,0,0,12,0,1,1,3,0,0,1,4,6,0,7,5,4,1,0,18,3,1,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,10,0,0,7,48,0,4,1,0,0,0,1,2,4,1,10,8,4,0,5,0,0,0,0,0,11,4,1,0,0,1,1,20,0,0,0,0,13,0,0,10,0,0,4,0,1,5,5,1,0,0,0,0,0,1,4,0,8,6,8,2,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,1,45,12,0,0,0,0,1,0,50,2,1,0,0,0,0,0,0,0,6,2,0,0,6,0,0,0,0,0,0,2,0,2,7,0,2,2,0,1
61,FDP.Die Liberalen (FDP-Liberale),Johann N. Schneider-Ammann,0,39,2,0,0,12,11,5,37,0,6,29,5,0,1,8,22,0,1,2,4,6,8,11,2,30,1,0,32,0,52,19,1,0,31,18,1,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,9,1,3,11,2,4,14,15,4,6,0,0,16,17,0,7,1,0,2,0,1,0,2,9,0,0,0,0,0,23,9,2,13,37,0,9,0,0,5,8,20,0,1,0,1,62,10,0,10,8,19,41,1,2,3,4,15,0,0,0,3,3,0,0,0,0,10,0,5,0,4,5,11,0,2,0,0,1,0,2,0,138,3,47,0,9,3,15,9,0,0,5,0,1,0,4,0,2,16,0,0,1,9,0,16,0,0,0,0,0,0,0,0,0,2,4,0,13,0,0,2,0,1,5,5,4,12,1,0,0,0,1,54,6,20,0,4,0,0,0,0,0,0,15,0,0,34,125,2,4,1,0,1,1,0,0,0,8,44,3,7,1,8,18,0,0,0,0,1,1,0,2,2,6,1,6,0,0,0,0,0,3,17,34,4,1,0,22,5,13,15,0,4,1,1,0,1,14,31,1,0,11,13,1,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,1,3,0,3,20,0,0,0,0,2,0,0,3,14,0,0,0,0,0,0,0,18,2,0,16,13,5,0,0,1,0,11,19,0,0,25,0,3,1,0,4
62,FDP.Die Liberalen (FDP-Liberale),Josef Dittli,0,13,0,0,0,8,21,3,8,1,0,31,0,16,6,0,10,0,10,1,3,3,3,0,4,9,6,2,22,0,2,9,3,0,2,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,2,0,0,7,1,0,8,7,0,0,1,4,1,0,1,8,0,4,0,0,2,0,0,8,2,0,3,1,0,0,0,0,0,0,5,4,13,1,1,0,0,0,1,3,0,12,0,0,2,7,10,10,0,0,0,0,0,0,0,1,7,0,0,0,1,2,0,0,0,0,0,6,0,3,0,0,0,1,2,2,1,0,3,0,0,4,0,0,0,0,3,0,6,0,0,0,6,1,4,1,0,5,0,0,0,1,2,0,0,2,6,6,2,0,7,0,0,0,0,2,0,0,0,0,0,0,15,0,3,0,5,0,0,14,0,0,0,15,0,0,24,77,0,3,1,0,0,2,0,1,1,0,8,9,0,0,4,0,0,0,0,0,7,10,0,0,0,1,4,24,0,1,0,0,0,0,0,7,0,2,0,0,2,3,4,4,0,0,1,0,0,0,2,0,0,3,7,11,1,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,1,39,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,2,1,3,11,0,3,3,0,2
63,FDP.Die Liberalen (FDP-Liberale),Karin Keller-Sutter,0,4,0,2,0,9,9,4,26,1,7,68,5,2,7,1,24,0,4,20,21,14,11,0,2,12,0,3,17,6,2,7,12,4,5,5,3,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,49,27,8,8,8,11,3,0,0,13,1,0,2,4,11,0,0,3,1,33,0,1,0,0,0,4,5,1,1,24,0,1,0,0,2,1,9,2,12,3,1,7,4,0,2,0,6,20,4,9,7,14,8,0,0,0,1,4,1,1,1,0,20,0,1,1,3,1,1,0,1,0,0,15,3,5,0,32,1,41,2,7,2,9,13,1,0,2,0,0,0,3,2,0,12,5,8,0,1,0,9,0,3,3,1,0,4,5,0,5,0,3,0,22,15,0,5,3,0,2,2,4,0,0,0,0,0,1,19,0,10,1,0,0,0,0,0,0,0,39,0,0,24,23,0,13,7,0,58,3,15,6,12,3,18,6,3,2,5,15,0,0,0,0,0,5,0,0,3,1,5,18,0,2,0,0,0,2,2,12,4,1,5,2,1,2,3,1,5,1,4,0,1,7,7,3,4,5,1,1,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,4,9,0,26,1,0,0,0,0,3,1,0,2,13,0,0,0,0,0,0,0,4,7,0,7,12,4,14,0,5,0,2,5,1,0,12,16,5,11,0,2
64,FDP.Die Liberalen (FDP-Liberale),Kurt Fluri,1,0,0,3,0,0,2,4,26,0,0,77,0,3,2,1,11,0,0,3,10,9,1,0,1,9,1,0,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,5,10,4,5,4,0,0,1,1,10,0,1,0,0,0,0,1,0,0,5,0,5,0,0,0,1,1,0,0,0,2,21,0,0,0,0,2,3,21,0,4,1,1,1,0,0,6,23,0,11,1,6,14,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,1,0,0,0,0,3,0,12,0,1,0,0,0,1,0,4,3,0,0,2,0,0,0,2,12,1,0,2,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,21,0,0,0,1,1,0,0,0,0,0,1,11,0,1,0,1,0,0,0,2,2,0,46,0,0,9,9,0,16,11,0,1,1,1,0,1,0,2,2,1,1,1,0,0,4,0,0,0,0,0,0,1,6,14,32,0,0,0,0,0,1,1,3,0,0,1,0,3,3,2,3,0,0,2,0,0,8,0,0,13,2,5,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,5,17,1,0,0,0,0,19,0,13,13,0,0,0,0,0,0,0,0,1,19,0,0,7,15,14,0,0,0,1,0,0,0,2,0,0,0,0,3
65,FDP.Die Liberalen (FDP-Liberale),Laurent Wehrli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
